,text,hs,translated_text
1614,"salou solo principio . estan saliendo autocares rumbo cataluna llenos subsaharianos , dicen alli colau lis trata lujo",0,"Salou just principle.they are leaving coaches cataluna full sub-Saharians, say there Colau Lis treats luxury"
1615,`` mientras presidente okupa sigue vacaciones cada dia llegan espana cientos inmigrantes ilegales efecto llamada provocado gobierno . llegado mas ilegales 2017 . preocupa bruselas `` '' riesgo populista '' '' . https : //t.co/dxyvuxjoxh '',0,"`` While President Okupa is going on vacation every day, Spain arrives, a hundred illegal immigrants caused effect caused government.Arrived more illegal 2017.Worried Brussels `` '' populist risk '' ''.https: //t.co/dxyvuxjoxh ''"
1616,varias paginas feministas deberia darles verguenza exponer ideas pies cabeza,1,Several feminist pages should give them embarrassment Exhibit ideas head head
1617,cono votando cago puta mereceis machete traquea siempre fiel lentejas cabrones https : //t.co/ifqcslx3qi,0,cone voting chagger whore deserve machete always traques faithful lentils https: //t.co/ifqcslx3qi
1618,cifra inmigrantes indocumentados llego espana supera 2017 https : //t.co/mtm5cvarbk,0,Undocumented immigrant number I arrived Espana exceeds 2017 https: //t.co/mtm5cvarbk
1619,dia largo callate hijo puta jugando padel,0,long day shut up son whore playing padel
1620,entiendo vida asi..ellos escoria..son delincuentes..nosotros mereciamos mas titulo . hicimos mal ?,0,I understand life like that ... scorching ... they are criminals ... we deserved more title.We did wrong?
1621,ganadoras primer sorteo entradas unica fiesta exclusiva mayores 18 anos sudaca & amp ; isla @ melanicolinaa felicitaciones comunicaremos privado contigo https : //t.co/i28u0vshih,0,winners first draw tickets unique exclusive party greater 18 years SUDACA & AMP;Island @ melanicolinaa congratulations we will communicate private with you https: //t.co/i28u0vshih
1622,"tenes cara decir  merecia  perra dejame decirte mereces tratando suspendan . luego , intentas venir bts claro , ?",1,"You have been happy to say Deserve Bitch Let me tell you MeRes trying Suspending.Then, you try to come clear BTS ,?"
1623,"@ ainoatundidor3 callate , q si q t presenta . pedazo d perra",1,"@ Ainoatundidor3 CALLATE, q if it presents.Piece D Bitch."
1624,arabes https : //t.co/c74kocisi6,0,Arabs https: //t.co/c74kocisi6
1625,@ lortegadiaz cono eh madre maldita perra pudrete mamagueba culpable,1,@ Lortegadiaz cone and mother damn bitch pudrete mamaguevo guilty
1626,@ asensifc pasa buenas fiestas familia puedes . # eseeselmensaje callate puta boca . # nimurcianasnihostias . hostias q deberian dar puto bocaza .,0,@ Asensifc passes Happy Family Parties You can.# Eseeselmensa shut up fucking mouth.# NimurcianasniHostias.Hosts who should give fucking cornza.
1627,"@ noe_urdangaray @ pilar_diz aunque violadores , culpo absoluto . si escoria sentirse ofendido .",0,"@ noe_urdangaray @ pillar_diz Although rapers, absolute blame.If Escia feel offended."
1628,@ droidcraft_yt @ criistiandraw @ httpsjoao_ @ la_avionetah callate hijo puta madre,0,@ droidcraft_yt @ criistiandraw @ httpsjoao_ @ la_avionetah shut up son fucking mother
1629,# metoo escandalos acoso sexual riesgo banalizar violacion https : //t.co/gjkfefa4tn via @ hilodirecto,0,# methoo scandalos sexual harassment risk banalize violation https: //t.co/gjkfefa4tn via @ hilodirecto
1630,"segun abuela natacha jaitt merecia pegue ex . haberle hecho 'eso ' latorre , puta , salio tarde , mala toda vida . https : //t.co/cmgdayrkdc",1,"According to Abuela Natacha Jaitt deserved ex.Having done it 'that' Latorre, whore, came out late, bad life.https: //t.co/cmgdayrkdc."
1631,jajajaja ! tios cachondos albaniles : https : //t.co/bbrksbowj7 bromean .,0,LOL !Horny albaniles: https: //t.co/bbrksbowj7 joke.
1632,quedo gusto musica arabe,0,I look like Arabic music
1633,laredo texas : aseguran 25 indocumentados 14 viajaban escondidos cajas carton https : //t.co/xvkn8b8a42,0,Laredo Texas: Answer 25 undocumented 14 traveled hidden boxes cardboard https: //t.co/xvkn8b8a42
1634,@ fabiopflamengo @ matias10amil @ tycsports callate vos chupa pija comiste 7 alemania cornudo hijo puta,0,@ fabiopflamengo @ matias10amil @ tycsports shut up you suck pija com youte 7 germany cuckold son bitch
1635,denuncian abuso sexual refugio ninos inmigrantes arizona | diario noticias web https : //t.co/hqa8wgnwpr,0,denounce sexual abuse refuge ninos immigrants arizona |Daily Web News HTTPS: //t.co/hqa8wgnwpr
1636,perro @ amarchesin1 ponte leer sudaca https : //t.co/erwbengsdg,1,dog @ Amarchesin1 Ponte Read Sudauca https: //t.co/erwbengsdg
1637,"@ sr_hater_ claro , subir foto puta gana twitter guarra . asocias ensenar carne ser guarra . espero lleva jersey cuello alto pleno verano .",0,"@ Sr_hater_ Claro, Upload Picture Slut Gang Twitter slut.You associate teaching meat be a slut.I hope it takes High Summer High Neck Jersey."
1638,dueno borracho d coche q m acabo d encontrar abandonado cuneta : mereces q t pasado hijo d puta . x suerte nadie cruzo camino . https : //t.co/ylgadurugw,0,Dueno drunk D Car q I just find abandoned gutter: you deserve q tasto son d whore.X Luck no one crossed the way.https: //t.co/ylgadurugw.
1639,@ juanbrujox @ darias171 @ tsj_legitimo @ cybernetvzla @ jcsosazpurua dr. materia ensenaron vocabulario perra burdel ?,0,@ JuanBrujox @ Darias171 @ tsj_legitimo @ cybernetvzla @ jcsosazpurua dr.Matter taught Burdel Bitch vocabulary?
1640,instan granjeros colorado  defender  trabajadores indocumentados https : //t.co/kdf5vca7jw https : //t.co/gzrdanozmj,0,Instan Farmers Colorado Defend undocumented workers HTTPS: //t.co/kdf5vca7jw https: //t.co/gzrdanozmj
1641,"acabas calabozos t desahucian d casa si t atreves protestar , t denuncian ser papeles t mandan d vuelta pais origen ilegal.vamos mismo si entras espana ilegalmente . ahhh q aqui t dan papeles paga . seran fachas espana . https : //t.co/vsankvikiy",1,"You finished Calabozos t Vanish d casa If t dares protest, t denounce being papers t send the country return illegal origin.Well if you enter espana illegally.Ahhh q here t give papers pay.They will be span facilities.https: //t.co/vsankvikiy"
1642,"buenos dias guera , solo paso desearte u lindo fin semana compania principe . diviertan disfruten . besitos . https : //t.co/riovnffl0n",0,"Good morning guerita, I only step wish you a nice weekend company Principe.Divistan enjoy.little kisses .https: //t.co/riovnffl0n."
1643,hipocresia unidos frente conflicto nicaraguense ? https : //t.co/pjdiymmxen via @ cnnee,0,United Hypocrisy Front Nicaraguan Conflict?https: //t.co/pjdiymmxen via @ cnnee
1644,"@ cualquiercositv @ elonmusk callate puta mierda , respeta dios",1,"@ anycositv @ elonmusk shut up fucking fuck, respect God"
1645,mecagontodo 2 tios clase aprueban llevan 35 min quejandose nota tio aprobado callate puta boca,0,Mecagontode 2 Tios Class Approve Tweet 35 min complaint notic note approved shut up mouth mouth
1646,"placer morboso posar punta polla cono empujar despacio , sentir amolda venas , presion pasar , calor humedo pone tan cachondo https : //t.co/vvkteapjng",0,"Pleasure Morbous Posar Punta Cock Cone Pushing slowly, feel Amolda veins, Pressure Pass, Humver heat puts so horny https: //t.co/vvkteapjng"
1647,"pa q reclamas , miles mujeres q dicen q aman puta q siempre monto cama",1,"pa q you claim, thousands women who say they love whore that always bed bed"
1648,@ coliterry escuche atentamente intervencion pudo decir mas tonterias menos tiempo . puta idea menos vela . leere abc,0,"@ Colitry Listen carefully, he could say more nonsense less time.Whore idea less candle.Leere ABC."
1649,"applausos @ dal_air muchas felicidades guera , asombroso ver leer , crecido . https : //t.co/al6ozkvpzs",0,"Applause @ dal_air many congratulations Guera, amazing to see read, grown.https: //t.co/al6ozkvpzs."
1650,cosas pueden pasar mantener inmigracion ilegal espana expulsarlos ? - agresion manteros turista pone colau aprieto https : //t.co/c7mzwxal9p via @ elperiodico,1,Things can happen to maintain illegal span immigration Expleting them?- AGRASION HORTHERS Tourist makes Colau Speech HTTPS: //t.co/c7mzwxal9p via @ elperiodico
1651,@ yaitzaxavi @ victoirefrmhell @ wwe @ realpaigewwe callate zorra cara mono,1,@ yaitzaxavi @ victoirefrmhell @ wwe @ realpaigewwe shut up bitch face monkey
1652,buah chaval saltado lagrimas bien hecho . ana war puta ama tia mereces orgullosos joder # otdirecto16d,0,BUAH CHAVAL jumped tears well done.Ana War Slut Ama Tia Mereces Proud Fuck # otdirecto16d
1653,directora ejecutiva alexandra sossa estara hablando radio problemas confronta trabajo . sintonice mas informacion !  show guera  lunes 20 ... https : //t.co/ikonkqr1gl,0,Executive Director Alexandra Sossa will be talking radio problems confronts work.Tune more information!Show Guera Monday 20 ... https: //t.co/ikonkqr1gl
1654,mujeres perras o.o ? parcero mujer perra sino cansada hombre demuestre ... https : //t.co/scxtrgzhdn,0,Women Boots O.O?Parecero woman bitch but tired man demonstrates ... https: //t.co/scxtrgzhdn
1655,"moros puede esperar bueno , dicen propios arabes . tambien luchado . # stopinvasion # stopislam # closeborders # openborders . https : //t.co/mfmblbk55i",1,"Moors can wait good, they say their own Arabs.Also fought.# Stopinvasion # Stopislam # Closeborders # OpenBorders.https: //t.co/mfmblbk55i."
1656,obvio q van perder hermana puta novia,1,obvious q they're going to lose sister fucking girlfriend
1657,"mejor paso florida competencia sudaca , ahora meten buenas ofertas",0,"Best Florida Step Sudaca competition, now getting good deals"
1658,@ candezds callate puta si vos tomas agua zanja,1,@ Cabezds shut up fucking if you take water ditch
1659,chica denuncia violacion invisibilizada preocupa diga agresor tenia polla . imbeciles . https : //t.co/zebi9eiir1,0,Girl denunciation Violation Invailable worries Say aggressor had cock.Imbecileshttps: //t.co/zebi9eiir1.
1660,siento guera @ _elan_ vino rompernos estereotipo tia pasa cuidando chingos plantas casa gatos .,0,I feel guera @ _Elan_ Wine breaking Stereotype Tia happens taking care of Casa Catas plants.
1661,racista asco dan putos moros . dependiese entrasen espana llevaban claro impresentables guarros mal olientes,1,Racist asco dan fucking Moors.Dependeled Entrasen Espana led Clear Expressively Pulsed Gluts
1662,"hoy sabado tambien trabaja ! toco ser linda millonaria # cdmx # chistesito # imagentvmx # excelsiortv # trabajandito # venezolana # inmigrante distrito federal , mexico https : //t.co/ycn0syvqr5",0,"Today Saturday also works!I touch be cute millionaire # CDMX # jokesito # imagentvmx # ExcelsiTv # Worker # Venezuelan # Immigrant Distrito Federal, Mexico Https: //t.co/ycn0syvqr5"
1663,@ jesuslm95 tuitwer erramienta q puede llegar mundo ... si pudiesemos hacerles llegar mundo arabe posibilidad mostrarnos carino tierra dicen ... mediante ayuda club califato ... . 5 10 millones ...,0,@ jesuslm95 tuitwer tool q may arrive world ... if we could get world Arab world.5 10 million ...
1664,"viste borracha , viste loca nadie , simplemente viste . asi callate puta boca .",0,"You saw drunk, you saw crazy nobody, you simply saw.So shut up fucking mouth."
1665,pasa amigos arabes : v https : //t.co/oeeaakebds,0,Spend friends Arabs: V HTTPS: //t.co/oeaaakebds
1666,"@ srtabebi solian decir caca boca , merecian cinta aislante pa ' cerrarla puta vez . precisamente actos frases dia dia , micromachismos mas anclados sociedad , jamas dejaran avanzar . navid",0,"@ Sartabebi Solid Saying Boca, deserved insulating tape to close her fucking time.Precisely acts phrases day day, micromachisms more anchored society, never stop moving forward.Navid."
1667,"puta madre , buscar trabajo mexico , entrevistarte argentinos , colombianos , peruanos , brasilenos favoritos : zafios gachupines den chamba propio pais .",0,"Whore mother, seek work Mexico, interview Argentines, Colombians, Peruvians, Brazilian Favorites: Zafios Gachupines give Chamba own country."
1668,"@ brisaagg callate maldita zorra , extrano volve",1,"@ BRIAAGG shut up damn slut, extreme Volve"
1669,"perra mayor , hux . muerdas lengua . rueda ojos , colocandose aquel gorro quitandole polvo encima , deteniendose golpe frente el. acabado entrenamiento hoy , asi , . https : //t.co/cm2pbnncc4",0,"Major bitch, HUX.Language.He rolls eyes, putting that hat removing him dust over, stopping blowing up the.Finished training today, as well,.https: //t.co/cm2pbnncc4."
1670,@ vikidonda callate negra mierda . jefe politico cago jubilados jefe gabinete . flor hija puta sos,1,@ Vikidonda shut up black shit.Chief Politic Cago Retired Chief Cabinet.Flower daughter slut sos
1671,bien perra mamaguevo jajajajajajajaja . https : //t.co/dqozupigxv,1,Well mamaguevo bitch jajajajajajajaja.https: //t.co/dqozupigxv.
1672,@ hdzjaleny callate perra tq,1,@ HDZJALENY CALLATE BOR TQ
1673,master casado sido gratis . van pagar inmigrantes . https : //t.co/qkl0kcjdiq,0,Master married for free.They are going to pay immigrants.https: //t.co/qkl0kcjdiq.
1674,gracias dios papas ensenaron hablar bastante bien ando calle gritandome puta 'amigas ',0,Thank you God Popes ensembled Pretty Well I walk in Calle Griends Mete 'Friends'
1675,@ ladivaza vamos divaza puedes mas perra,1,@ Ladivaza let's Divaz you can more bitch
1676,"ver si verdad , dejando ser bulo , impone cordura europa . https : //t.co/j3mminopzj",0,"See if it's true, letting be Bulo, it imposes Cordura Europe.https: //t.co/j3mminopzj."
1677,"@ camiia_cabeiiof olvide millon cosas , bueno , novia doris . amo , zorra . encantas demasiado .",0,"@ Camiia_Cabeiiof Forget Millon things, well, girlfriend Doris.I love, Zorra.charms too much."
1678,@ victoriachi_ puta sad callate,1,@ victoriachi_ whore sad callate
1679,"si , despues negros , moros , sudacas , chinos demas , si , centramos ayudar espanoles espana . hijo puta traidor . https : //t.co/bj0wlootzm",1,"Yes, after black, Moors, Sudas, Other Chinese, yes, we focus Help Espanos Espano.Son traitor fucking.https: //t.co/bj0wlootzm."
1680,ufff suena arabe lac pene,0,ufff sounds Arabic LAC penis
1681,ji ji ja ja chistes arabes bombas toca vuelo,1,ji ji ha ja jokes arab bombs touches flight
1682,@ tetashd movimiento semen rt please !,0,@ TEASHD Movement Semen RT Please!
1683,@ angiedeviluke unico mereces ser puta barata jajaja,1,@ angiedeviluke unique you deserve to be cheap fucking hahaha
1684,callate puta zorra borracha drogadicta https : //t.co/60lgyrsefk,1,callate slut bitch drunk drug addict https: //t.co/60lgyrsefk
1685,"novia mas puta pelotudo sigue , pa bosta mina mas zorra hablar mas gil todavia , re kbio",1,"bride but whore pelotudo follows, PA Bosta Mina Mas Zorra Speak MORE GIL STILL, RE KBIO"
1686,chica grita puta madre callate dios # cncoconsg,0,girl screams fucking mother shut up god # cnoconsg
1687,@ 3ligasen10anos @ alvaroojeda80 aleman tonto usa traductor puta idea hablar espanol dice gilipolleces youtube ? viva espana sera siempre pais ! !,0,@ 3lligasen10anas @ alvaroojeda80 german silly uses translator fucking idea speak spanish says gilipolleces youtube?Viva Espana will always be a country!!
1688,"`` varios dicho `` '' chama vente papeles , vete venezuela cedula '' '' pregunta ustedes mrcos ? dejen fomentando ilegalidad desesperado estes hagas cagada ... . https : //t.co/7syomjeg88 ''",0,"`` Various said `` '' Chama Cove Papeles, Vene Venezuela Cedula '' '' Ask you Mrcos?Leave promoting desperate illegality Estes Canada ....https: //t.co/7syomjeg88 ''"
1689,"horrible verte asi sofi , voy extranar perra loca ! espero estes lugar mejor , mereces !",1,"Horrible to see you so sofi, I'm going to extract crazy bitch!I hope you are better place, you deserve!"
1690,@ dvdfrrp @ niluspc @ sextanoticias imbecil dice ! ! luego vais educados pacificos autentica escoria ... .basura,0,@ DVDFRP @ NILUSPC @ SENDTANOTICIAS IMBECIL SAYS!!Then you are educated peaceful authentic scorge ....
1691,@ la_ser @ sercatalunya callate cara culo jodete puta carcel,0,@ LA_SER @ Sercatalunya shut up face ass fuck jail jail
1692,@ philipmarlowe10 @ quimforn bastante hijo gran puta ? pregunta cabronazo . jodida afirmacion # alertaporhijodeputa # alertacabronazo # alertatuputamadre,0,@ PhilipMarlowe10 @ Quimforn pretty son big whore?Bapture question.Fucked Affirmation # AlertPorkhijodeputa # alertacabonazo # alertatuputamadre
1693,colau @ adacolau protectora moromierdas delincuentes violadores tapa reyerta # manteros # barcelona https : //t.co/vuhdoaymiy compartido tablon google,1,Colau @ adacolau protective moors violators rapids lid bierta # butters # Barcelona https: //t.co/vuhdoaymiy shared plank google
1694,muchas miles violaciones parte queridos refugiados . cierto estafador ponte trabajar personas https : //t.co/bgiv5gdmv5,1,Many thousand violations part dear refugees.A certain scammer gets working https: //t.co/bgiv5gdmv5
1695,cosas sabidas callan calladas olvidamos existen pagaras perra mas duele hijos aunque tines cara lesbyca https : //t.co/fejcfabahe,1,"well-silent things, we forget, we will exist, you will exist bitch more hurt children although Tines face lesbyca https: //t.co/fejcfabahe"
1696,@ dayaneishka_s bien puta importa nahh .,1,@ dayaneishka_s bien times Importa Nahh.
1697,@ superfedepirata @ checharlu # todasputas vuelve poporopo flo,1,@ SuperfeDepirata @ chochalu # AIFONPAS RETURN POPOROPO FLO
1698,@ julietamarien_ jajaja callate vos tampoco quedas atras zorra,1,@ julietamarien_ hahaha shut up you do not stay behind slut either
1699,solo quiero mover culo arabe venirme dormir,0,I just want to move ass Arabic to come sleep
1700,chile unidos mas inmigrantes basta @ biobio @ sebastianpinera https : //t.co/gyqirrsr5u,1,Chile United Most immigrants Basta @ Biobio @ SebastianPinera https: //t.co/gyqirrsr5u
1701,"eta , catalunya inmigrantes vez , cuestion hablar , supuestamente gusta dinero ajeno podian hablar alguna vez corrupccion . https : //t.co/yuud5kptef",0,"ETA, Catalunya immigrants time, question talk, supposedly like money alien could ever talk about corruption.https: //t.co/yuud5kptef."
1702,"si nunca sido victima acoso , abuso violacion complicadisimo entiendas dolor , miedo impotencia invaden . , callarse solucion .",0,"If he has never been victim harassment, abuse complicated violation, understand pain, fear impotence invade., Start solutions."
1703,"@ irantzuvarela @ redequomujeres tener puta idea gestion dos dedos frente , margen patriarcal .",0,"@ irantantzuvarela @ redequomujeres tener bitch IDEA GESTION DOS DEDOS FRENTE, Patriarcal Margen."
1704,callate madre perra culia maraca conchetumare hija daniela chavez panderetas zorra colgando . saludos cordiales . beso poto rompemos ano ano ruca https : //t.co/j1hwowstoz,1,Callate Mother Bitch Culia Maraca Conchetumare Daughter Daniela Chavez tamblión Zorra hanging.Best regards .Kiss Poto We break anus anus Ruca https: //t.co/j1hwowstz
1705,@ camsmith0 @ living_randomly @ jadedagemstone @ abbn0rmal_ @ ogiiiiy_ i call my best friend puta zorra cerda imbecil . true love .,1,@ camsmith0 @ living_randomly @ jadedagemstone @ abbn0rmal_ @ ogiiiiy_ i call my best friend puta zorra cerda imbecil . true love .
1706,@ juliamengo callate imbecil infradotada mierda escribi bien . escribi bien haces llamar comunicadora social hija puta,1,@ JuliaMengo Callate imbecil infradotada shit wrote well.I wrote well you do call social communicator daughter slut
1707,"m.rajoy papeles barcenas , mariano rajoy pablo casado aprueba master ir clase , hacer examenes convalidando 18 22 asignaturas 2 casos millones ciudadanos vemos claro jueces # casadodimision # mastercasado https : //t.co/xatdtwk1qf",0,"M.Rajoy Barcenas Papers, Mariano Rajoy Pablo Married approves Master IR Class, Exams convincing 18 22 Subjects 2 cases Millions Citizens We see clear judges # casadodimision # Mastercashed https: //t.co/xatdtwk1qf"
1708,@ filmusdaniel callate hijo puta . mierda vas terminar vida siendo mierda .,0,@ Filmusaniel shut up son whore.Shit are going to finish life being shit.
1709,pasame receta . si empanadas arabes docena https : //t.co/mrawpddiys,0,Pasame recipe.Yes Arab empanadas dozen https: //t.co/mrawpddiys
1710,@ omarprietogob omar prieto :  extranjero identificacion sera puesto frontera  envia ejercito tomar control pulgas plataneros curva ahi veas colombianos indocumentados monte ahi buhoners policia guardia estan corrup,1,@ OMARPRIETOGOB OMAR PRIETO: Foreign Identification Sera Border Send Army Take Control Fleas Plataneros curve there you see Colombia undocumented Monte there Buhoners police guard are corrup
1711,"ministerio exteriores arabia saudita declarado persona non grata embajador canada riad . diplomatico dado plazo 24 horas abandonar pais . mismo tiempo , servicio diplomatico pais arabe convocado embajador ottawa .",0,"Exterior Ministry Saudi Arabia declared person Non Grata Ambassador Canada Riad.Diplomatic Diplomatic 24 Hours Leaving a country.Same time, Pais Arabic diplomatic service convened Ambassador Ottawa."
1712,callate zorra ' 'callate perro ' semestre,0,Callate Zorra '' Callate Dog 'semester
1713,# ninjasdelcholloenp reto : reto pegarte cara mayor cantidad ganchos ropa ( vas superar 10 ) saludos chile @ ninjasdelchollo https : //t.co/ftzea3jid8,0,# NinjasdelchollOenp Challenge: Challenge Pasting face Greater number Hooks clothing (you spend exceed 10) Greetings Chile @ ninjasdelcholololol Https: //t.co/ftzea3jid8
1714,tio tirado ficha foto olla puta cabeza instagram verdad puedo ensenar olla ronosa,0,Tio shot photo photo Pot slut head Instagram I really can teach ronosa pot
1715,"# omarprieto , gobernador zulia , anuncio extranjeros indocumentados seran deportados . # extranjeros # venezuela ? unico # extranjero toda # venezuela queremos # deporten llama @ nicolasmaduro # madurogenocida # maduroacaboconvzla # maduroesmuerte",1,"# OMARPRICTO, GOVERNOR ZULIA, Undocumented Foreign Announcement will be deported.# Foreigners # Venezuela?unique # alien all # Venezuela we want # Deport you call @ nicolasmaduro # matureogenocid # matureoacaboconvzla # matureosmuerte"
1716,extrano arabe facho pq maldita clingyyy ) :,0,Extrangeus Arab facho pq damn clingyyy):
1717,"mientras afecte , callate puta boca , sude haga gente , pesaos , cansinos , callad uf",0,"While affecting, shut up mouth whore, Sude make people, weighed, tired, CALLAD UF"
1718,@ mauriciomaurox @ alansaldana7 ojala usaras vestidos tacos feliz mereces perra,1,@ Mauriciomaurox @ Alansaldana7 hopefully you will use dresses happy tacos mereces bitch
1719,@ beleen0 callate zorra capaz contestar mensaje,1,@ Beleen0 Callate Zorra capable answering message
1720,@ elopi23 celebracion carmona algun sportinguista aun polla garganta # elproblemanoerapacoherrera,0,@ ELOPI23 Carmona celebration Some sportynguist still cock throat # ElproblemanArapacoherrera
1721,"comunistas , pasado disparar huyendo saltaban muro berlin , si subsahariano darte paguita @ iunida",1,"Communists, passed fleeking jumped Muro Berlin, if sub-Saharan Darte Paguita @ Iunida"
1722,@ towandarebels puta mujeres mas repugnantes espero nunca tirarme cara nadie obliga violan,1,@ TowandaBels whore more disgusting women I hope never throw me face nobody obliges rape
1723,@ diarioas pega primero cara 'tonto polla ',0,@ Diallas Paste First Face 'Silly Doll'
1724,`` partido popular considera contradictorio anuncio psoe retirara concertinas ceuta melilla `` '' pusieron '' '' https : //t.co/edk8c8akgb '',0,`` Popular Party considers contradictory advertisement PSOE withdreck Concertinas Ceuta Melilla `` '' 'put' '' 'https: //t.co/edk8c8akgb' '
1725,"feminidad busca igualdad , feminismo solo poder ' https : //t.co/qvgvngne1h",0,"Femininity seeks equality, feminism only power 'https: //t.co/qvgvngne1h"
1726,"@ yolandaruizrcn @ elespectador puede llamar acoso mujeres usan minifaldas , escotes , descaderados , transparencias etc , provocarnos ?",1,"@ Yolandaruizrcn @ ElSpecator can call Harassment Women use miniskirts, necklines, unlocked, transparencies etc, provoking us?"
1727,@ aixagimenez18 callate puta anda dormir,1,@ aixagimenez18 shut up fucking wanders sleep
1728,@ jaime_parejo visto adan decir 'mi novia sevillista puta mas ' video colgado betis cuenta twitter ?,0,@ jaime_farejo seen adan say 'my girlfriend sevillista whore plus' video hung Betis Twitter?
1729,"vicio , tiempo escuchando arabe",0,"Vice, time listening to Arabic"
1730,"talvez inmigracion tambien arraigado nicas , tios huir servicio militar salvaguardar vidas . hoy arrepienten , pues tanta sangre valido pena # sosnicaragua",0,"Maybe Immigration also rooted Nicas, guys run military service safeguard lives.today repent, because so much blood valid pity # Sosnicaragua"
1731,@ ejcj @ martinasotopose creo nadie confunda acoso seduccion violacion fantasia sexual .,0,@ EJCJ @ Martinasotopose I think nobody confound harassment seduction Violation Sexual Fantasy.
1732,"@ selinac66283070 mas , deberia importarme puta mierda playa vayas ensenando rabo . asunto tuyo.no mio . nadie mas . misma forma , si usas desnudez trabajar , asunto . si quiero verte pelotas ,",0,"@ selinac66283070 more, should I care whore beach shit go teaching dick.Your business. Not mine.nobody else .Same shape, if you use nakedness work, subject.If I want to see you balls,"
1733,@ mj_vasquezv jajajaja callate zorra,1,@ mj_vasquezv hahahaha shut up slut
1734,"insisto 'libertad expresion , puedo decir quiero ' claro , nunca puta historia ensenaron concepto libertad . claro , va mano responsabilidad . decir , q expreses manera libre q ser forma responsable .",0,"I insist 'Freedom Expression, I can say I want' clear, never whore story they teach freedom.Sure, it goes hand responsibility.say, q express free way to be responsible forms."
1735,@ unicornhappy13 callate perra ! ! : 'v,1,@ UnicornHappy13 Callate Bitch!!: 'V.
1736,@ peachwall aaaaayy callate nsmsjs juro aun siento real mames clase puta suerte ? ?,0,@ Peachwall Aaaaayy CALLATE NSMSJS I swear I still feel real moms fucking luck??
1737,"posesion , machismo , acoso , violacion intimidad persona , nadie cae cuenta estan asi  carino  acaba siendo tortura . https : //t.co/owf0retc4c",0,"Possession, machismo, harassment, violation Intimacy person, no one falls account are so carino ends up being torture.https: //t.co/owf0retc4c."
1738,tomas asi puro si jugo queres rescatar hablando arabe https : //t.co/hx0xhmn5ac,0,Takes so pure if you really want to rescue talking Arabic HTTPS: //t.co/hx0xhmn5ac
1739,@ perraysex puta mas puta cualquier tanga ... .te uso culo deposito semen,1,@ Perraysex whore whore whore any thong ... I use ass deposit semen
1740,okeyy puta enviame ensenando mas tradeo ebay nintendo switch ganas jugar super mario ( valor ) https : //t.co/5ynotslhmu,1,OKEYY Slut Send me teaching more trade eBay Nintendo Switch desire Play Super Mario HTTPS: //t.co/5ynotslhmu
1741,"siempre cargo cuico culiao aspiracional , superalo amigo , sudaca gay .",1,"Always charge aspiration culiao culiao, superstore friend, gay sudaca."
1742,"# sanidaduniversal # espana consiste hijos comprar vacunas , xo inmigrantes ilegales ponemos gratis",1,"# Universal health # Espana consists of children buy vaccines, illegal immigrants"
1743,"tantos casos violacion acoso sexual , vamos concluir mas sanito michael jackson",0,"so many cases violating sexual harassment, let's conclude more Sanito Michael Jackson"
1744,"dia dieron consejo bueno : si vas decir inteligente , callate puta boca . aplicaroslo porfa .",0,"Day gave good advice: If you are smart, shut up fucking mouth.Apply it porfa."
1745,dos sitios ir prisas : echar papeles peluquero .,0,Two sites go prison: cast hairdresser papers.
1746,@ sergiomassa callate hijo puta ! madre murio esperando pagues juicio gano vos anses . tenes moral . caradura ! ! ! !,0,@ Sergiomassa shut up son whore!Mother died waiting for pits Gano trial you ANSES.You have moral.Card!!!!
1747,"`` andemas pagarles fiesta europa peor `` '' refugiados '' '' van vacaciones paises supuestamente huyeron xq podia vivir , si ir vacaciones , dinero . https : //t.co/ers5yxx3t8 ''",1,"`` Sandemas pay them Fiesta Europe worse `'' 'Refugees'' '' Van Vacation countries supposedly fled xq could live, if go vacation, money.https: //t.co/ers5yxx3t8 ''"
1748,@ tuestygam3r @ happylittletoad aprendas escribir hijo gran puta callate cono,0,@ TuestyGam3R @ HappylittleToad learns Write son Great slut shut up cone
1749,"encontra racismo usa chingos filtros verse mas blanca , pinta cabello guera . mames compa",1,"Found racism Use Filters Filters Verse, Paint Guera Hair.Mames Compa."
1750,"jajajajaja zorra sos vos amor , teclado todas malas eh cara nunca vos , ridicula",1,"hahahahaha slut you are love, keyboard all bad eh face never vos, ridiculous"
1751,demasiadas manos mover batuta @ psoe https : //t.co/nexxzvytgx @ ppopular @ pablocasado_ @ mdcospedal @ alfonsorojopd @ periodistadigit @ amornacional23 @ manhattanmanone @ desamparadosb @ generalarmada @ mcarmenriv74 @ cdv_sevilla @ chemaremax @ claraazulita @ jesusropa @ generalguzman,0,Too many hands Moving batut @ psoe https: //t.co/nexxzvytgx @ ppopular @ pablocasado_ @ mdcopedal @ alfonsorojopd @ journalistadigit @ amornamental23 @ manhattanmanone @ helplessb @ generalArmaada @ mcarmenriv74 @ CDV_SEVILLA @ CHEMAREMAX @ claraazulita
1752,pietrapierce story : purs sangs arabes stars des festivites agar m ... https : //t.co/g2hgynflxg,0,pietrapierce story : purs sangs arabes stars des festivites agar m ... https : //t.co/g2hgynflxg
