,text,hs,translated_text
2372,eigentlich gleichstellungsprinzip ?,0,actually equal decision principle?
2373,top ?,0,top ?
2374,klasse ? ? !,0,Great ??Being!
2375,gut,0,Well
2376,vorbildliches musterbeispiel differenzierten sachlichen respektvollen stellungnahme - mehr hinzuzufugen ... ! : - ),0,Model Pattern Example Differentiated factual respectful statement - Add more ...!: -)
2377,"absolut top wurde wunschen , mehr menschen herr baumgartner mal offen ehrlich meinung sagen wurden ! ! !",0,"Absolutely top was wishful, more people Mr. Baumgartner times have been openly honest opinion!Being!Being!"
2378,zweite osterreicher millionen jubelten ^^,0,Second east of Austria rejoined ^^
2379,aussage `hut ab herr baumgartner` sie nagel kopf getroffen . leider gibt sooooo wenige sorte ! ! ! ! ! ( y ),0,"Statement `Hat from Mr. Baumgartner` they hit nail head.Unfortunately, sooooo is a few variety!Being!Being!Being!Being!(y)"
2380,profi ? naja .,0,Professional?Oh well .
2381,stehen lassen ( 10x daumchen ),0,leave (10x ditch)
2382,richtig ?,0,correct ?
2383,respekt ! ! ! ! ! ! ! ! !,0,respect !Oh!Oh!Oh!Oh!Oh!Oh!Oh!Oh!
2384,super ... .,0,super ... .
2385,"chapeau felix , absolut richtig gerade ! ! ! herzlichst",0,"Chapeau Felix, absolutely right!Being!Being!sincerely"
2386,respekt . ... ...,0,respect .... ... ... ...
2387,ganz .,0,quite .
2388,wort ... .stimmt,0,Word ....
2389,100 % pure wahrheit !,0,100% pure truth!
2390,"gespannt , wann merkel rest facebookloschagenten problem betrachten tun , aufhort . jemanden vorgegangen , wahrheit sagt , vergewaltiger laufen frei rum , welt gerettet .",0,"Texted to look at Merkel Rest Fencoclooskanagent problem.Protected, truth says rape-racing rum, saved world."
2391,danke felix baumgartner ! treffend differenziert formuliert !,0,Thank you Felix Baumgartner!aptly differentiated formulated!
2392,hey ... .du echt genial ! ! ! ! wunsche bleib ! ! !,0,Hey .... so really awesome!Being!Being!Being!Wunsch stay!Being!Being!
2393,"superformuliert , kompliment , trifft exakt . vermisse vielen postings mal nachfrage  willkommenspolitik '' fluchtlingen , asylanten heimatland glaubhaft gemacht ... ... tauchen vermehrt aussagen , viele schwierigen gemacht , glaubten haus , auto , arbeit etc bekommen . woher ? ? ? kommt , menschen dran glauben ? ? ? wer dementsprechende vor-arbeit geleistet aussagen gemacht ? ? ? wer beantworten ? ? ? erst gestern tv gesendet , viele freiwillig zuruckgehen heimatland , haus , auto gibt wohl fuhlen ! ! ! !",0,"Superformulated, compliment, strikes exactly.Missing many postings time demand welcome policy '' escape striking, asylum-like homeland made believable ... ... diving more statements, many difficult, believed house, car, work etc.where ???Is that people believe in it???Who made appropriate pre-work made statements???Who answer???Only yesterday TV sent, many voluntarily refill home country, house, car gives well!Being!Being!Being!"
2394,"gut , hut ab",0,"good, hat off"
2395,absolut treffend geschrieben ! !,0,Absolutely aptly written!Being!
2396,"hut ab , genau ! danke",0,"Hat off, exactly!thanks"
2397,freue jedesmal klartext redet bzw schreibt,0,Lucky every time clear text speaks or writes
2398,"imprinzip ja richtig . mussen mal sehen furpolizisten grenze unmoglich , sofort entscheiden wer hilfe bekommt wer unrecht asyl .das nachste immer immer politiker kritisieren wirklich losung wissen , geht 90 % menschen europa . parteien ovp ostreich afd deutschland forderungen wirklich hilfreich . hore afd vorsitzende waffeneinsatz fluchtlinge grenzen mochte , frag weit leute gehen wurden , falls mal macht kommen",0,"Imprinzip yes right.Let's see Furpolica's border impossible, decide immediately Who gets help who unduly asylum .The next always politicians criticize really solution, goes 90% people Europe.Parties OVP Ostrich AfD Germany demands really helpful.hore afd chairman weapon use escape boundaries liked, asking far people going, falling"
2399,... gefallt ... . !,0,... pleases ... .Being!
2400,worte ... .. nenne mal klartext ! danke,0,Words ... .. call it!thanks
2401,hut ab ?,0,hats off ?
2402,bleib genial,0,stay awesome
2403,"danke , herr baumgartner ! genau punkt .",0,"Thank you, Mr. Baumgartner!Exactly point."
2404,wahre worte ... mehr hinzuzufugen ! ! !,0,True words ... Add more!Being!Being!
2405,"sagen , recht.ich denke genauso .",0,say right. I think the same way.
2406,"danke ! treffend punkt gebracht . fb-unsitte meinungen mies herabwurdigende kommentare geben , klugerer kopf mal gesagt . '' immer meinung aussagen menschen zuletzt kampfen frei aussern konnen '' . sinne gute hr . baumgartner",0,"thanks !aptly pointed.FB-Unsitte Opinions Mies giving descendant comments, Kluger head told.'Always opinion statements people can last fight free to put out "".good Hr.Baumgartner"
2407,gute worte,0,good words
2408,danke fur statement !,0,Thanks for statement!
2409,recht ! ! ! !,0,Law !Being!Being!Being!
2410,mann absolut recht ! lesenswert !,0,Man absolutely right!Read value!
2411,finde super respektvoll . danke,0,Find super respectful.thanks
2412,beste mach ?,0,Best do?
2413,"super beitrag , respekt ! ! !",0,"Super contribution, respect!Being!Being!"
2414,"verneige mann , samt meinung !",0,"Shouting man, including opinion!"
2415,respekt,0,respect
2416,daumen hoch ! ! ! mann wurde gerne mal nan bier trinken ! ! ! wurde interresanter abend . spricht sicherheit mehrheit deutschen volkes seele . respekt,0,thumbs up !Being!Being!Man liked to drink nan beer!Being!Being!became an interresant evening.Says security majority German people soul.respect
2417,sag denkst steh . macht ned immer freunde weis .passt,0,Say thinking.makes Ned always friends white. Fit
2418,suuuper ... endlich mal klartext promi mund verbieten lasst ! hater bestimmt cdu eingekauft stankern ! einfach ignorieren . hut ab ... menschen felix schamt tode wahrheit erkennen . werdet wundern europa untergehen !,0,Suuuper ... finally to ban clongest celebrity mouth letting!Hat certainly purchased CDU Castors!simply ignore .Hat from ... People Felix Traude Truth.Will be surprised by europe!
2419,wenigstens mal eier mochte gern mutter theresas welt ! ! !,0,At least eggs liked mother Theresa's world!Being!Being!
2420,"top-kommentar top-stellungnahme . vielen dank herr baumgartner . ganz wenigen , verstehen ! ( y )",0,"Top comment Top opinion.Thank you Mr. Baumgartner.very few, understand!(y)"
2421,guter mann,0,good man
2422,respekt ... ..,0,respect ... ..
2423,"merkels selbstherrlicher wahnsinn beschert terrorismus antisemitismus ! ! ! souveranen staat gehort , grenzen schutzt . wann endlich geschieht unfahigen volksver- ( treter )",1,"Merkel's autocratic madness brings terrorism anti-Semitism!Being!Being!Souveranian state is guided, limits protected.When finally happens in very popular people (treter)"
2424,"top , gesagt punkt gebracht , ! ! ! ! !",0,"Top, said pointed,!Being!Being!Being!Being!"
2425,richtige antwort,0,correct answer
2426,"bloder typ - schwachsinnigen post , vollig bezug realitat verloren ! lieber irgendwo runter springen erwachsenen dinge einzumischen ; )",1,"Blond Type - Embarrassed Post, Completely Reality Lost!Rather somewhere jumping jumping adults to interfere;)"
2427,"bloder typ - schwachsinnigen post , vollig bezug realitat verloren ! lieber irgendwo runter springen erwachsenen dinge einzumischen ; )",1,"Blond Type - Embarrassed Post, Completely Reality Lost!Rather somewhere jumping jumping adults to interfere;)"
2428,einfach klasse ... .,0,Simply class ....
2429,respekt ... sehe !,0,Respect ... See!
2430,"ganz genau schauts , super geschrieben ( y )",0,"exactly looking, super written (y)"
2431,"amerikaner selbsternannte weltpolizei grobe fehler , allein fur `` krebsgeschwur '' politischen , radikalen islamismus verantwortlich . islam bisher belegt friedliche religion ernst , ja sehen wieviele friedlichen , verfolgten fluchtlingen plotzlich seite stehen . islamisten ernst ... .",0,"American self-proclaimed world police rough mistakes, solely responsible for `` Cancer Jack '' political, radical Islamism.Islam So far, peaceful religion has serious, yes see how many peaceful, persecuted escape plots are suddenly side.Islamists serious ...."
2432,erfrischend klare ehrliche aussage.danke .,0,Refreshingly clear honest statement. Thanks.
2433,"grundsatzlich hast recht herr baumgartner - straffallig - hast nix gesagt ! ... hast guten texthelfer ! - is schon ok. - glaub , uberwuzzi ! ... ja hoch oben , kompliment ! ... i neidig - sollts wissen - gibts a echo ! ... immer , selber rausschreit ! - servas ! - a super bursch ! ... beim `` hoch hinaus '' hast ja vorbereitet !",0,"As a matter of principle, Mr Baumgartner - penalty - did not say anything!... have good text help!- its alright.- Believe, overwuzzi!... yes high up, compliment!... I envious - should know - there is a echo!... always, myself out!- SERVAS!- A Super Bursch!... at the `` high ""have prepared yes!"
2434,"meisten argumenten meinung ! ... lerne bitte meinung verstehen , akzeptieren , nachdenken !",0,"Most arguments opinion!... Learn please understand opinion, accept, think!"
2435,"bravo , problem gut punkt gebracht . vielen dank !",0,"Bravo, problem well put.Thanks very much !"
2436,beste letzter zeit gelesen !,0,Best last time read!
2437,einzelne wort mochte unterstreichen ! danke !,0,Single word liked underline!thanks !
2438,"prommi klarer politischer expertise , fur seltenheit . respekt .",0,"Celebrity of clear political expertise, for rarity.Respect."
2439,"respekt , baumi ! ! !",0,"Respect, Baumi!Oh!Oh!"
2440,deutschland geschafft 25 jahren einheit . asylanten vollig ideologie . bundesregierung presst volk immer mehr neuen steuern abgaben geld fur asylanten . vergessen eigene volk posten kleben .,0,Germany managed for 25 years of unity.Asylum fully ideology.Federal Government Presss people more and more new taxes required money for asylum.Forget your own people postage posts.
2441,"gibt ernsthaft jemanden glaubt , text felix baumgartner personlich geschrieben wurde ? vermutlich eingesetzte ghostwriter text gefallen getan ? vielleicht mal besser pr experten red bull gefragt , bevor sinnvolle vorschlage unterbreitet viktor orban friedensnobelpreis verleihen . warum mittlerweile eigentlich senf themen abgeben , denen , ehrlich ware , schlichtweg wenig ahnung gesamtzusammenhange gar uberreien ? schuster , bleib leisten ! ",0,"Gives serious someone who believes, text Felix Baumgartner was written personally?Presumably used Ghostwriter text did?Maybe better pr Experts Red Bull asked before meaningful proposals submit Viktor Orban Lending Nobel Prize.Why do you actually give SENF issues, which, honestly goods, simply avoided little idea overall together?Schuster, Stay!"
2442,recht recht !,0,Right right!
2443,halt cooler typ -respekt . gru 8f9159b875678eb8,0,HALT COOLER TYPED REPECT.horror 8f9159b875678eb8.
2444,"sagen , hut ab , genau ... leider begreifen hierzulande wenige ... funf zwolf land sv",0,"say, hat off, exactly ... Unfortunately, a few ... FUNF ZWOLL Country SV"
2445,"... .zu schutzen , derzeitigen politik ... ! ! !",0,".... Sheer, current politics ...!Being!Being!"
2446,gute antwort !,0,good answer !
2447,"respekt , herr baumgartner .",0,"Respect, Mr. Baumgartner."
2448,"mozart salzburg geboren , gehorte damaligen zeit bayern . ansonsten befurworte aussage . sowieso fan",0,"Mozart Salzburg born, was time of Bayern at that time.Otherwise advocating statement.Anyway fan"
2449,respekt ! ! !,0,respect !Oh!Oh!
2450,"stehen ! solange mund halten , ganze hirnlose merkel-system wehren gibt hoffnung ! kampfe fur land ! verbal ! deutsche wehrt , kinder , vergewaltigt ! !",1,"stand !As long as mouth keep whole brainless Merkel system gives hope!Fights for land!Verbal!German resists, children, raped!Being!"
2451,"stehen ! solange mund halten , ganze hirnlose merkel-system wehren gibt hoffnung ! kampfe fur land ! verbal ! deutsche wehrt , kinder , vergewaltigt ! !",1,"stand !As long as mouth keep whole brainless Merkel system gives hope!Fights for land!Verbal!German resists, children, raped!Being!"
2452,"respekt herr baumgartner , hochachtung ziehe hut . problem , merkel kommt ( r ) , . problem bundesregierung , groteil bevolkerung dafur bundesregierung macht danach richtet regierung wegen waehlerstimmen . spater kommt leider bose erwachen . leider ... ..",0,"Respect Mr. Baumgartner, eye-catching hat.Problem, Merkel comes (r) ,.Problem Federal Government, Greater Bevo Dafur Federal Government does after the government is aimed at ranging.Spater unfortunately comes to Bose awakening.Unfortunately ... .."
2453,wenigen beim namen nennt ruckgrat zeigt . hochachtung .,0,A few calls the name Ruckgrat shows.Eightyx.
2454,spricht voll seele ! hochachtung !,0,speaks full of soul!Having respect!
2455,recht hast felix,0,Right have Felix
2456,"richtig , zeit ! ! !",0,"Right, time!Being!Being!"
2457,endlich geht 's voran . ! ! !,0,"Finally, it's ahead.Being!Being!Being!"
2458,"geschehen , land merkel politik zerstort , land geteilt gehen plotzlich gegenseitig los freunden mitmenschen plotzlich feinde , gegeneinander ausgespielt . egal ziel merkel verfolgt mitteln gestoppt .",0,"Done, land Merkel Politics destroyed, land shared suddenly go suddenly on friends fellow potupy enemies, played against each other.No matter destination Merkel persecuted means stopped."
2459,merkel vasallen geschafft womit gerechnet . land teilen bevolkerung einander aufzuhetzen . finde reicht,0,Merkel Vasallen managed what expires.Country share population on one another.Find
2460,denke richter karlsruhe ablehen ...,0,Think Richter Karlsruhe reject ...
2461,frau bezug realitat verloren schritte kalt lasst . ebenso schlimm turkische prasident erduhan .,0,Woman cover realitat lost footsteps.Like bad Turkish Prasident Erduhan.
2462,endlich,0,at last
2463,zeit 5 12 !,0,Time 5 12!
2464,wunsche gutes gelingen .,0,Wunsche good suits.
2465,hoffentlich kommt ! ! ! hoffentlich nachsten besser ! ! ! !,0,Hopefully comes!Being!Being!Hopefully theest better!Being!Being!Being!
2466,"bundesverfassungsgericht `` , , erikas gnaden .",0,"Federal Constitutional Court `` ,, Erikas Grace."
2467,"maas meint , `` sachlich falsch '' .",0,"Maas says, `` factually wrong ''."
2468,sicher uber 60./ ',0,Safe over 60./ '
2469,unterschreiben verbrecher loszuwerden ?,1,Sign to get rid of criminal?
2470,unterschreiben verbrecher loszuwerden ?,1,Sign to get rid of criminal?
2471,klappt gefeiert,0,works celebrated
2472,"juden muslems extrem religionen unserer geschichte gelernt , beschweren uber schlechte behandlung vergangenheit immer deutschland leben.mussen deutlicher altes anwenden ?",0,Jews Muslims learned extremely religions of our story to complain about bad treatment past always Germany life.Musen to apply clear olds?
2473,tz gutmenschen kaputt klar sollen schusswaffen einsetzen notig immer kuschelkurs,0,TZ Gotmenchen broken clearly should be used to use firearms UMPORT Kuddle Course
2474,"grenze erfolgreich sichern , konsequent geschieht . notfall zieht polizist immer waffe .",0,"Border successfully secure, consistently happens.Emergency always moves to the police officer."
2475,polizist schieen richtiger polizist,0,Policeman seem right policeman
2476,lieber `` besorgten ( -nazi ) burger '' umgehen ... ossi-kakerlaken eh,1,Dear `` worried (-nazio) burger '' avoid ... Ossi cockroaches eh
2477,lieber `` besorgten ( -nazi ) burger '' umgehen ... ossi-kakerlaken eh,1,Dear `` worried (-nazio) burger '' avoid ... Ossi cockroaches eh
2478,hochleistungs-gutmensch ? ?,0,High performance good man??
2479,recht,0,Law
2480,pr afd ...,0,PR AFD ...
2481,"aufschrei ? wenigen monaten samtliche europaischen lander rechtsregiert . land eingezaunt grenzen bewacht . geht ja gar net , fruhling hunderttausende toren stehen . hoffentlich stoppen , paar polizisten ...",0,"Shouting?Legent a few months across the European countries.Country braided borders guarded.goes yes net, spring hundred thousands goals stand.Hopefully stop, pair of policemen ..."
2482,tagesschau befehl oben bekommen ?,0,Day show command get up?
2483,"wer lesen klar vorteil . immer geil selber bein pisst ? steht warnschuss demzufolge schuss luft menschen ... achja , schon erlauben menschen schieen moge bitte gesamte afd reih glied stellen ...",0,"Who clearly read advantage.always horny my leg pissed?There is a warning shot of the shot of air people ... Oh yes, already allow people to show Moge please complete the entire AFD rich link ..."
2484,uber hochleistungs-gutmenschen ; - ) http : //www.dailymotion.com/video/x3abcd9,0,About high-performance good people;-) http: //www.dailymotion.com/video/x3abcd9
2485,"frau petry zustimmen . notig , halt . irgendwie polizei wahnsinn einhalt gebieten .",0,"Ms. Petry agree.Notign, stop.Somehow police madness stop."
2486,"nachrichten kommt gerade , geifern wette . ! ! ! erbarmlich tv pressenutten ! ! !",1,"News comes straight, bet bet.Being!Being!Being!Believe TV presseds!Being!Being!"
2487,"nachrichten kommt gerade , geifern wette . ! ! ! erbarmlich tv pressenutten ! ! !",1,"News comes straight, bet bet.Being!Being!Being!Believe TV presseds!Being!Being!"
2488,"halb wild ! jetzigen politiker angst , hinterhergeschossen , mal land jagt !",0,"Half wild!current politicians afraid, backshot, sometimes chasing country!"
2489,"gerade cdu , spd grune afd verbal eindreschen mussen ja ganz schon angst haben.alles richtig gemacht afd",0,"straight CDU, SPD green afd verbal imbage must have already been scared. All rightly made AFD"
2490,landern kritischen grenzen gemacht ? . dran erinnern inzwischen gute beziehungen israel pflegen deutschland mitteinander gut klappt . ... grenzen drastischer schusswaffe gesichert illegalen uberschreitungen . amerika mexiko . wei ... europa . grenzen geschlossen zusehen teile davon eingerissen . auflassen . irgendwas tun . erstmal warnschusse . hoffen vorher fur bessere losung gefunden .,0,"Branders made critical boundaries?.Meanwhile, good relations of Israel Maintain Germany is now working well.... limits dramatic firearm secured illegal overruns.America Mexico.White ... Europe.Boundaries closed watch parts torn there.Operate.Something.First warning thrust.Hopef found for better solution."
2491,schusswaffen wollt konnt grenze stellen uberrennen lassen,0,Firearms want to override border
2492,"grenzschutzer grenze schutzt , gehalt bekommen .",0,"Border protection border protects, get salary."
2493,hallt kommst rein geht mal !,0,Hallt comes in!
2494,na grenzer sehen horde 1000 `` fluchtlingen '' schiet grenzuberschreitung hindern . braucht ganz geschutze . wer menschen schieen lassen vorstellung folgen solch aktion .,0,Na border see Horde 1000 `` Refugees '' Hindering border crossing.Needs completely protected.Those who shoot people seem to follow such action.
2495,steht grundgesetz . schusswaffen grenzen sichern .,0,is the Basic Law.Gear weapons secure limits.
2496,"fakt , problem europa wurde merkel losgetreten . schiebefehl gibt jederzeit eigene bevolkerung ( burgerwehren , demonstranten e.z ) jemanden . schiebefehl kennt ddr .",0,"Fact, Problem Europe Merkel started.Sliding command gives your own population at any time (burger consumers, demonstrators E.Z) someone.Sliding fault knows GDR."
2497,gesetzestext ? wohl bgb stgb ... ^^,0,Legal text?probably BGB StGB ... ^^
2498,"richtig gemacht , frauke , tolle frau , stimme sicher ! ! !",0,"Properly made, Frauke, great woman, voice safely!Being!Being!"
2499,"na , illegalen einwanderer fluchtlinge , gesetze halten , mussen daruber ja sorgen . : d wer tut ... ohoh ( y )",0,"Well, illegal immigrants escape, laws, have to worry about it.: D Who does ... Ohoh (y)"
2500,geht drum verboten menschen hinterm abzug rest lebens klar kommen immer verteidigung soldat einsatz,0,goes drum banned people behind the trigger rest life clearly come always defense soldier insert
2501,diskussionspotential ?,0,Discussion potential?
2502,hochleistungs-gutmenschen ... hah ! herrlich erkannt !,0,High performance good people ... Hah!Wonderfully recognized!
2503,schon ! zerreissen maul angie freut darob tierisch ! seid blod ! lasst aufhetzen !,1,beautiful !Crossing Maul Angie pleases davoy animal!Be Blod!Let's rest!
2504,schon ! zerreissen maul angie freut darob tierisch ! seid blod ! lasst aufhetzen !,1,beautiful !Crossing Maul Angie pleases davoy animal!Be Blod!Let's rest!
2505,getroffene hunde bellen ... wer angst bereit wahr frau merkel ! ! ! ! ! ? ! ! ! !,0,Dogs made Bellen ... Who is afraid of true Mrs. Merkel!Being!Being!Being!Being!?Being!Being!Being!Being!
2506,land welt kontrolle einreisen . .wer papiere vernichtet wegschmeisst braucht wundern land gelassen . .warum deutschland geltenden regeln gesetze ausser kraft gesetzt ? jemand frau petry sagt illegal kontrollen unserer grenzen staatsschutz grenzen mussen not waffe beschutzt gleich staatsfeind obwohl gesetz . ? regierung tut hochverrat . . ! ! !,1,Country world control enter..woman papers destroyed away dashing needs wonders of land left.. Why Germany applicable rules set laws except force?Someone Ms. Petry says Illegal controls of our borders State protection boundaries Must Need weapon protects public enemy although law.?Government does high treason..Being!Being!Being!
2507,ja ? gibts maulen ? lautet gesetz seit vielen zig jahren ! warum tragen knarren klopumpel ! land !,0,Yes ?Gibs maulIs law for many tens!Why wear knobs Klopumpel!Country!
2508,afd geht gar !,0,Afd goes!
2509,"gitb anweisungen befolgt , eben geschossen . beim morden , vergewaltigen zerstoren . wer trotz mahnung aufhort , bekommt warnschuss solange folge geleistet eben person ganzlichst auer gefecht gesetzt . gleiche bezogen illegale grenzubertritte grenzsicherung . pipi-fax heuchlerei . regierung auftrag usa arbeitet , sollen mal anschauen , grenzen schutzen .",0,"Gitb instructions followed, just shot.In the murder, rape offspring.Anyone who shuts down despite reminder will receive warning shot as long as a consequence was a member of the whole of the whole battle.Same related illegal border advice border security.PIPI Fax Hypership.Government Order USA works, should take a look at limits."
2510,frauke stehen !,0,Frauke stand!
2511,grundgesetzen parteien halt,0,Basic parties hold
2512,tja ... bevor anfangen schieen ( tag kommen ) sollten schneller ... lieber ... .,0,Well ... before starting shooting (day coming) should be faster ... Dear ....
2513,"... ... klar , vernunftigen lander bauen zaune ( kroatien , ungarn , slowenien , bulgarien ) ... warum blode dafur ? ? ? ? zuviele saublode politiker undn hirnlose gutmenschen ... .",1,"... ... clear, reasonable landland build fence (Croatia, Hungary, Slovenia, Bulgaria) ... Why Bloden Dafur????Too many sublode politicians and brainless good people ...."
2514,"... ... klar , vernunftigen lander bauen zaune ( kroatien , ungarn , slowenien , bulgarien ) ... warum blode dafur ? ? ? ? zuviele saublode politiker undn hirnlose gutmenschen ... .",1,"... ... clear, reasonable landland build fence (Croatia, Hungary, Slovenia, Bulgaria) ... Why Bloden Dafur????Too many sublode politicians and brainless good people ...."
2515,"... ... klar , vernunftigen lander bauen zaune ( kroatien , ungarn , slowenien , bulgarien ) ... warum blode dafur ? ? ? ? zuviele saublode politiker undn hirnlose gutmenschen ... .",1,"... ... clear, reasonable landland build fence (Croatia, Hungary, Slovenia, Bulgaria) ... Why Bloden Dafur????Too many sublode politicians and brainless good people ...."
2516,"... ... klar , vernunftigen lander bauen zaune ( kroatien , ungarn , slowenien , bulgarien ) ... warum blode dafur ? ? ? ? zuviele saublode politiker undn hirnlose gutmenschen ... .",1,"... ... clear, reasonable landland build fence (Croatia, Hungary, Slovenia, Bulgaria) ... Why Bloden Dafur????Too many sublode politicians and brainless good people ...."
2517,ddr fluchtlinge wurde geschossen stimmts frau merkel,0,GDR escape lots were shot voting Mrs. Merkel
2518,genau grund ihnene gefallt genau wissen passiert,0,exactly reason you liked to know exactly know exactly
2519,"medien darstellungskunst missbrauchen , auerungen licht erscheinen lassen , pradikat `` lugenpresse `` verliehen .",0,"Media presentation art abuse, exercise light appear, pradicate `` Lugenprake `` awarded."
2520,mussen kinder denken,0,Must children think
2521,mal frage ... . warum tragen eigendlich polizizten waffe ? ? ? ? ? ? ? ? ? ? ? ?,0,Question ....Why are police wearing weapon????????????
2522,sollten poliezei blumenstaue bewafnen ... ... . : (,0,Should Poliezeze Rollen Floral Statue ... ....:
2523,"gesetzestext fur gutmenschen : gesetz uber unmittelbaren zwang ausubung offentlicher gewalt vollzugsbeamte bundes ( uzwg )  11 schuwaffengebrauch grenzdienst ( 1 )  9 nr . 1 , 2 , 7 8 genannten vollzugsbeamten konnen grenzdienst schuwaffen personen gebrauchen , wiederholten weisung , halten uberprufung person etwa mitgefuhrten beforderungsmittel gegenstande dulden , flucht entziehen versuchen . anzunehmen , mundliche weisung verstanden , warnschu ersetzt . ( 2 ) grenzdienst gilt durchfuhrung bundes- landesaufgaben , absatz 1 bezeichneten personen zusammenhang grenzdienst ubertragen .",0,"Law text for good people: Law on immediate compulsion Execution of public violence Procedure officer federation (UZWG) 11 Schuessenhöuse Borderdienst (1) 9 no.1, 2, 7 8 Covered enforced officers can use the cross-border business, repeated instructions, consideration subject to person to humiliate to humiliate tolerate, escape escape.to assume, behavioral instruction understood, warnschu replaced.(2) Border service applies execution of federal government tasks, paragraph 1 referred to linking border service."
2524,"totaler schwachsinn , grundsatz berufen bescheuert . grenzen dicht gut . wer illegal ruberkommt , ab zelle zuruck heimat . schusswaffen einzusetzen totale scheisse wirklich allerletzte mittel , einetzen . , , gewalt grenzschutz ausgeubt . kommen menschen , wirklich angst familien niedergeschossen , familien sicherheit bringen . merkt , potenzielle vergewaltiger krimminelle . seid ja nazis , geschlossene grenzen fordert .",0,"Total Nonsense, Principle Prombraid.Borders are tight well.Who illegally ruber comes from cell back home.Firearms use total shit really very last resources, one.,, Violence Border Protection removed.Come people, really fear families down, bring families security.Notes, potential rapist crime minimum.Be Nazis, closed limits demands."
2525,"ganz genau , sieht 's . ?",0,"Exactly, looks at.?"
2526,vollkommen richtig staatsmacht notig schiessen selbstverstandlich,0,Completely proper state power sooty shooting self-resistant
2527,konsequenz waffengewalt braucht gar grenzen aufstellen ... .,0,Consequence of weapon violence just needs to set up limits ....
2528,"warum menschen , unserer super-technologie , uber-konsum , super-dasein lander , staaten etc . glucklich erst fliehen ?",0,"Why people, our super technology, over consumption, super-existence Lander, states etc.Mincely flee?"
2529,denke immer augen behalten fluchtling illegaler einwanderer ist.deshalb richtig .,0,Always keep the eyes kept escape of illegal immigrants. That's why right.
2530,vollig klar . idioten kapieren ! ! !,0,Completely clear.Idiots get!Being!Being!
2531,"legal gesetz legitimiert , abschreckung straftatern warnschuss ultima ratio bevor uberrollt , uberfallen umgebracht , wer lieber letzteres , bald deutschland , massen fruhjahr grenze stehen gewaltsam eindringen uber herfallen . stellt labernden gutmenschen grenze , bereichern lassen !",0,"Legal law legitimized, deterrent criminal warshot Ultima ratio before surprising, killed, who dear the latter, soon Germany, masses of the year's border are violently penetrating.Provides charming good-man border, enrich!"
2532,"ja , ansonsten gleich entwaffnen , wozu brauchen knarren ... deutsche schieen , ...",0,"yes, otherwise deserted, why creaking ... German Shooting, ..."
2533,recht,0,Law
2534,gespannt gutmenschen einfallt xd,0,Tensioned GuteMen inserted XD
2535,sollen polizei kopf einschlagen lassen kamelreitern ? ok brauchte polizisten beruf benutzen auszutoben meisten ok schieen angegriffen warum eigene moglich wen furchtet merkl polizei feige,0,Should Police hit head camel riders?OK needed policemen profession use toned most ok right attacked Why Own Possible WH Fear Merkl Police Feige
2536,ergibt spruch fur sinn,0,gives yield for sense
2537,total legitim . genug berichte gesehen denen zollner armewedelnd standen einfach uberrannt wurden . zirkuspferde ? wunder resignieren . wunder `` fluchlinge '' auffuhren grenze schon macht ausuben konnen . gesetz finde gut .,0,Total legitimate.Seen enough reports of which Zollner army wrinkling were simply ranned.Circus horses?Miracle resign.Miracle `` curses '' Create border already makes power can run.Law find good.
2538,"mussen grenzen aufgezeigt leider errichtet . geht 's sicher vielen europaischen gedanken positiv gesehen . zeit enttauscht , wegen fluchtlingskrise .",0,"Unfortunately, limits have to be set up.Let's be seen positively many European thoughts.Time destroyed, due to escape crisis."
2539,"heute fluchtling , morgen koln feind . nennt grenzschutz , fluchtlings-schiessen .",0,"Today refugee, tomorrow Cologne enemy.Name border protection, refugee shooting."
2540,"mainstreampresse weichgespulten betroffenheitspolitiker baum gefunden , frau petry afd liebsten hangen wurden . erdogan schlepperboote wirklich abfahrt hindern , uberfahrt tausenden griechenland verhindern ( niemand glaubt , zahlen dafur ) , wurde turkische polizei sicher watteballchen hand . frage : wer besser , , waffeneinsatz befurwortet kontrolliert , waffeneinsatz despoten uberlasst geld `` schuld '' freikauft ?",0,"Mainstream Press Soft-consuming Working Politics Tree Found, Mrs. Petry Afd were hungest.Erdogan tractor boats Really departure, prevent crossing thousands of Greece (no one believes, numbers for that), Turkish police were sure cottoned hand.QUESTION: Who better,, weapon's use inspected control, weapons use despots surprises money `` blame '' free?"
2541,"klar offentlich rechtlichen , wahrscheinlich kontext gerissenen aussage petry ordentlich stimmung afd . sturzen geier darauf , merken afd immer mehr zuspruch zurecht besorgten burgern findet ! schon letzte woche maischberger ard oberidiot , jacob augstein hackfresse ralf stegner spd erfolg versucht petry afd wahlergunst schadigen.denen geht zurecht kackstift , merken burger schnauze voll welt volksfremden fluchtlingspolitik etablierten parteien . stehen landtagswahlen tur , befurchten fur vollig verfehlte fluchtlingspolitik ersten denkzettel wahler kassieren !",1,"Clearly legal, probably context-torn statement PETRY properly mood afd.Stancing vultures on it, remember afd more and more promptly find well-worried burgers!Already last week Maischberger ARD Oberidiot, Jacob Augstein Hackfresse Ralf Stegner SPD Success tries Petry AfD elekergunst pugigious.Denen goes up to Kackstift, Burger Schnauze fully world national escape policies established parties.Stand state elections Tur, fired for completely missed escape ligetics first collapsing Wahler cash!"
