,text,hs,translated_text
164,"rt @ teddygusnaidi : bro.. yg fatwa penista agama , mui gak mengeluarkan fatwa . https : //t.co/x9uxhqjkca",0,"RT @ TeddygusNaidi: Bro .. YG Fatwa Religious Penista, Mui Gak Issuing Fatwa.https: //t.co/x9uxhqjkca"
165,rt @ teddygusnaidi : sidang menguatkan ahok penista agama.. bantah ? ? \nhttps : //t.co/2ksj4snr1t,0,RT @ Teddyusnaidi: The trial strengthens Ahok Penista Religion ... Denies?Later?\ NHTTPS: //t.co/2kSJ4SNR1T
166,"ahok akademisi , ahmad dhani : intelektual , intelek bang anies https : //t.co/yrzfmmv1lg",0,"Ahok Academics, Ahmad Dhani: Intellectual, Intellect Bang Anies https: //t.co/yrzFMMV1lg"
167,"yg penista agama sesungguhnya , agama yg suci alat mengejar jabatan ( kekuasaan ) https : //t.co/hkvzipm8zs",0,"Religious Penista Indeed, Holy Religion Tools Chase Department (power) https: //t.co/hkvzipm8zs"
168,"kalah pilkada bekasi , ahmad dhani juru kampanye pasangan anies-sandi https : //t.co/oizpn8hynd # nenengyes https : //t.co/fgohkhxwxt",0,"Losing Pilkada Bekasi, Ahmad Dhani Campaigner Couple Anies-password https: //t.co/oizpn8hynd # nenengyes https: //t.co/FGOHKHXWXT"
169,# matanajwadebatjakarta bravo closing statement anies malam ini.kalau nggak debat nggak nonton mata najwa sdh tdk suka .,0,"# Matanajwadebatjakarta bravo closing statement anies tonight. If it's not a debate, you don't watch the eyes of Najwa, I don't like it."
170,"# matanajwadebatjakarta anis bikin pas debat kemarin , `` menarik nyambung ''",0,"# Matanajwadebatjakarta Anis made it after the debate yesterday, `` pull it a connection """
171,"# matanajwadebatjakarta buzzer ahok kerja keras nih , .ayo kerja2 tar gajian ga turun",0,"# matanajwadebatjakarta buzzer ahok hard work,"
172,# matanajwadebatjakarta kerendahan hati lawan kerendahan hati banget..,0,# Matanajwadebatjakarta is a humility against humility really ..
173,# matanajwadebatjakarta gaya @ aniesbaswedan kayak sby ya ?,0,# Matanajwadebatjakarta style @ aniesbaswedan like SBY huh?
174,"# matanajwadebatjakarta kenyataannya si anis nyaman bgt dgn isu sara , nguntungin anis , pura2 sok bijak pdhl menikmati isu sara ,",0,"# Matanajwadebatjakarta is in fact, the Anis is comfortable with the issue of Sara, nurture Anis, pretending to be pretended to enjoy the issue of Sara,"
175,# matanajwadebatjakarta nyesel liat debat bermutu mencela..,0,# Matanajwadebatjakarta regretted the qualified debate to denounce ..
176,# matanajwadebatjakarta.kesimpulan : tdk rela gub seorg anies sy percaya ahok menang . salam 2 jari .,0,# Matanajwadebatjakarta.Kesimpulan: Mudok Gub Seorg Anies I believe Ahok wins.2 finger greetings.
177,@ ibnusungeb ahoker panas dingin ahok kalah debat anis . # matanajwadebatjakarta,0,@ ibnusungeb ahoker hot cold ahok lost an anis debate.# Matanajwadebatjakarta
178,yg ga backsound penutup mata najwa musisinya judulnya ? # matanajwadebatjakarta,0,Which Ga Backsound Eye Cover Najwa Musisinya Title?# Matanajwadebatjakarta
179,"# matanajwadebatjakarta p ahok apapun utk rakyat , p anies tkt dicurangi ... ngerti bedanya..",0,"# Matanajwadebatjakarta in any way for the people, p anies tkt is reduced ... understand the difference ..."
180,"@ matanajwa mantapppp mata najwa diskusi hidup mendidik , , , berkualitas banding debat yg selenggarakan kpu",0,"@ Matanajwa Mantappppp Eyes Najwa Life Discussion Educating,,, Quality Debate Appeal held by the KPU"
181,"@ matanajwa mbak najwa..ayo `` ketengah '' sedikit..jgn kiri , dgn anies cpt2 menyelesaikan kalimat2nya..",0,"@ matanajwa mbak najwa..ayo `` petween 'a little ... a little ... it's left, with anies Cpt2 finishing the sentence .."
182,"ribut-ribut pribumi vs non pribumi ramai beranda , maksudnya ? ...",0,"Indigenous vs non indigenous rises are crowded homes, meaning?..."
183,"sedih liat anies , tokoh kagumi ; ' ) # matanajwadebatjakarta",0,"sad to see Anies, the figure admissions;') # matanajwadebatjakarta"
184,sp @ aniesbaswedan bisanya cm serang pribadi @ basuki_btp gak program yg dibanggakan # matanajwadebatjakarta,0,SP @ aniesbaswedan Usually CM Personal Serang @ Basuki_btp No Problemed Program # MatanajwadebatJakarta
185,gimana nih om @ pandji gedeg dengerin retorika ga wawasan . gimana udah terlanjur ya . # matanajwadebatjakarta,0,How do you do @ Pandji Gedeg listen to rhetoric ga insight.How come it's already already yes.# Matanajwadebatjakarta
186,haduhhhh anies.. pendukung didatengin jakarta ? jakarta # matanajwadebatjakarta,0,haduhhhh anies ... supporters in Jakarta?Jakarta # Matanajwadebatjakarta
187,haha anies pendemo2 dr jawa barat ga ngomen . takut kalah ya haha # matanajwadebatjakarta,0,haha anies pendo2 from western ga menges.Fight Lost Yes Haha # MatnaiJwad0uBaliGjakarta
188,# matanajwadebatjakarta uno habis 62m istrinya ga marah ya ? mo beli sepatu 300rb aja istri marah2,0,# Matanajwadebatjakarta Uno runs out 62m his wife isn't angry huh?mo buy shoes 300rb just angry wife
189,"# matanajwadebatjakarta suka menyerang , perang , . ibadah menyerang orang..",0,"# Matanajwadebatjakarta likes to attack, war,.worship attacking people ..."
190,"# matanajwadebatjakarta paslon 3 serang membawa2 hal2 yg menyerang , tp paslon 2 tenang menjawabnya",0,"# Matanajwadebatjakarta Paslon 3 Serang brought things that attacked, but Paslon 2 calmly answered it"
191,"aahhh akuh sedih , akuh org depok ngga jakarta manies jahattttt # matanajwadebatjakarta",0,"Aahhh Akuh Sad, Akuh org Depok Ngga Jakarta Manies Nasty # Matanajwadebatjakarta"
192,"# matanajwadebatjakarta saludd utk mata najwa , berbobot perdebatan malam ini..",0,"# Matanajwadebatjakarta Saludd for Najwa's eyes, weighing the debate tonight .."
193,orang bertanggung tindakan . menuai positif . # sidangahok,0,Action responsible person.Reap positive.# Heart
194,", # sidangahok dugaan penistaan agama dgn terdakwa @ basuki_btp murni isyu pilkada dki jakarta murni islam ? ? ?",0,", # Session Ahok Alleged Blasphemy of Religion and Defendant @ Basuki_btp Pure Island of the DKI Jakarta Election Pure Islam?Later?Later?"
195,kejujuran pahala surga . sabar ya basuki # freeahok https : //t.co/nlgbecj4jc,0,Heaven honesty.Be patient Basuki # Freeahok https: //t.co/nlgBecJ4JC
196,orang bertanggung tindakan . menuai positif . # sidangahok,0,Action responsible person.Reap positive.# Heart
197,"# matanajwadebatjakarta terima kasih pendidikan demokrasi rakyat indonesia , jakarta .",0,"# Matanajwadebatjakarta Thank you for Indonesian people's democratic education, Jakarta."
198,"keberagaman dr hati terdalam , dr pencitraan # tetap3 # jktberagam",0,"Diversity of the deepest heart, Dr. Imaging # Permanent3 # Jktaragam"
199,"membangun bangsa negara engga metoda pencitraan , teruji rekam jejak integritas tokohnya",0,"Building a state nation whether imaging methods, tested traces of the integritas of the character"
200,keberpihakan badan hukum merusak demokrasi # important # matanajwadebatjakarta,0,Division of Legal Entity Damage Democracy # Important # MatanajwadebatJakarta
201,"lo menceritakan kalimat2 yg dilontarkan anies @ matanajwa dgn bahasa lo , lo . # matanajwadebatjakarta",0,"You tell the sentence that was made by Anies @ Najwa's eyes with your language, lo.# Matanajwadebatjakarta"
202,"liat sosmed , ahok menang telak . sayang , kata-kata manis yg diserap bbrp warga . # matanajwadebatjakarta",0,"Look at Sosmed, Ahok won a landslide victory.Unfortunately, sweet words absorbed by residents.# Matanajwadebatjakarta"
203,mah basuki bebas ya ? # freeahok https : //t.co/mw3k0vywef,0,Mah Basuki free yes?# freeiahok https: //t.co/mw3k0vywef
204,"debat @ matanajwa , ahok keliatan diatas angin ya . kliatan menguasai problem solusi tata kelola jakarta .",0,"Debate @ Matanajwa, Ahok looks on the wind.Kliatan Mastering the Problem of Jakarta Governance Solutions."
205,lihat ahok kayak lihat power rangers merah,0,See Ahok Kayak See Red Power Rangers
206,kesimpulan . ahok spt fokus detail program . anies fokus menjatuhkan lawan # matanajwadebatjakarta,0,conclusion .Ahok SPT focuses on program details.Anies focuses on dropping opponents # Matanajwadebatjakarta
207,"pertunjukan serius gak diganggu , selamat @ aniesbaswedan gagasan nya # matanajwadebatjakarta",0,"Serious shows are not disturbed, congratulations @ aniesbaswedan His ideas # matanajwadebatjakarta"
208,berpihak ... melayani rakyat sepenuh hati..tuhan kekuasaan.. tuhan mengambil..-ahok # matanajwadebatjakarta,0,siding ... serving the people wholeheartedly ... suhan power ... God took ... Ahok # Matanajwadebatjakarta
209,ahok blunder pak..dari udah bagus . pertanyaannya komitmen menerima hasil kontestasi . # matanajwadebatjakarta,0,"Ahok blunder, sir ... from it's good.The question is commitment to receive contestation results.# Matanajwadebatjakarta"
210,keberpihakan badan hukum merusak demokrasi # important # matanajwadebatjakarta,0,Division of Legal Entity Damage Democracy # Important # MatanajwadebatJakarta
211,"lo menceritakan kalimat2 yg dilontarkan anies @ matanajwa dgn bahasa lo , lo . # matanajwadebatjakarta",0,"You tell the sentence that was made by Anies @ Najwa's eyes with your language, lo.# Matanajwadebatjakarta"
212,"debat @ matanajwa , ahok keliatan diatas angin ya . kliatan menguasai problem solusi tata kelola jakarta .",0,"Debate @ Matanajwa, Ahok looks on the wind.Kliatan Mastering the Problem of Jakarta Governance Solutions."
213,jakarta . selamat berjuang ahok anies ! # matanajwadebatjakarta,0,Jakarta .Happy struggling ahok anies!# Matanajwadebatjakarta
214,ahoker debat program ? jlebb.. ko kena uppercut anies kjp . pergubnya blm rubah.. @ roemahdjoeang @ netizentofa @ cepot234,0,Ahoker Program Debate?JLEBB ... Ko hit by uppercut Anies KJP.The permits don't change ... @ ROUNTERDJOEANG @ netizentofa @ Cepot234
215,rt @ alysap_ : penganut agama dapet hak - ahok # matanajwadebatjakarta,0,RT @ Alysap_: Adherents of Religion Get Rights - Ahok # Matanajwadebatjakarta
216,"heran ilklan kampanye # ahokdjarot yg terbaru , loh bingung bkn akuang , asiang , aming # iklanahokjahat",0,"Wonder Ilklan Campaign # Ahokdjarot the latest, Loh Confused BKN Akuang, Asiang, Aming # Iklanahokjahat"
217,abis nyoblos streaming video perkembangan pilkada 2017 pake # sisakuotagakhangus @ im3ooredoo kuota ga habis deh,0,Abis Nyoblos Streaming Video Development of 2017 Pilkada Use # Sisakuotagakhangus @ im3ooredoo quota doesn't run out
218,muslim diuji negara yg mayoritas islam..semoga smua bersabar menahan utk berbicara kasar sbg balasan,0,Muslims are tested for the majority of Islam ... hope they are patient to hold back to speak harshly
219,jakarta . selamat berjuang ahok anies ! # matanajwadebatjakarta,0,Jakarta .Happy struggling ahok anies!# Matanajwadebatjakarta
220,"rt @ grcllafrn : anies , inget , yg kau tabur kau tuai ... takut : '' ) # matanajwadebatjakarta",0,"RT @ grcllafrn: Anies, remember, what you sow you ruai ... scared: '') # Matanajwadebatjakarta"
221,rt @ kompascom : metode penarikan sampel hitung cepat yg litbang kompas dlm pilkada dki jakarta 2017 ? simak,0,RT @ Kompascom: Method of Withdrawal of Quick Calculate Samples Who R & D Kompas in the DKI Jakarta Election 2017?SIMAK
222,"mnding diem aja @ basuki_btp pergerakanmu disalahkan , klo wktunya menang ntar jga menang ... . # iklanahokjahat",0,"Mending aja @ basuki_btp movement blamed, if it's time to win and win ...# Iklanahokjahat"
223,rt @ netmediatama : perbincangan menarik quick count pilkada 2017 @ irakoesno . # netpilkada https : \/\/t.co\/odbvw4uwmr,0,RT @ netmediaTama: Interesting conversation Quick Count Election 2017 @ Iraakoesno.# netpilkada https: \ / \ / t.co \ / odbvw4uwmr
224,bersyukur menutup kampanye berdoa pilkada dki jakarta 15 februari 2017 berjalan lancar,0,"Gratitude to close the Campaign Pray for DKI Jakarta Election February 15, 2017 runs smoothly"
225,julia perez kecewa gagal nyoblos pilkada dki 2017 tps 15 rscm https : \/\/t.co\/vajplioiek,0,Julia Perez Disappointed Failed to Nyoblos Pilkada DKI 2017 TPS 15 RSCM https: \ / \ / t.co \ / vajplioiek
226,disediakan ambulans pasien mencoblos pilkada dki 2017,0,provided an ambulance patient voted for the 2017 DKI regional election
227,rt @ miekarinayam : pilkada 2017 ? kehilangan hak yg dijamin konstitusi ?,0,RT @ miekarinayam: 2017 elections?Losing the Right Guaranteed by the Constitution?
228,ya allah ! anis sandi gubernur dki jakarta terpilih,0,dear Allah !Anis Sandi Governor of DKI Jakarta was elected
229,domisili gue jakpus bela-belain tps yg berlokasi jakbar dgn bermodal e-ktp ikutan pilkada 2017 .,0,The domicile of Jakarta Jakpus TPS is located in West Jakarta with E-KTP in the 2017 election.
230,rt @ netmediatama : presiden @ jokowi hak suaranya pilkada dki jakarta 2017 tps 4 gambir jakarta pusat . # netpilkada,0,RT @ netMediaTama: President @ Jokowi Rights Sounds DKI Jakarta Election 2017 TPS 4 Gambir Central Jakarta.# netpilkada
231,"rt @ boelatboelat : agree @ basuki_btp kekuasaan tuhan kasih , dijatuhkan , tuhan menaikkan : ) # matanajwadebatjakarta",0,"RT @ Boelatboelat: Agree @ Basuki_btp Power of God, dropped, God raises:) # Matanajwadebatjakarta"
232,"rt @ azzambarbarossa : akibat nila setitik rusak susu sebelangga , akibat mulut oknum terdidik rusak persatuan bangsa . # iklanahokjahat",0,"RT @ Azzam Barbarossa: As a result of tilapia, a spoken of milk was damaged by peace, due to the mouth of educated individuals damaged by the national unity.# Iklanahokjahat"
233,"mudah-mudahan novel baswedan alami kebutaan matanya . buta , mendonorkan mata .",0,"Hopefully Novel Baswedan naturally blindness.Blind, donating an eye."
234,", merubah pemilih ? # iklanahokjahat",0,", change voters?# Iklanahokjahat"
235,rt @ hariadhi : yg salah ? ahok ? iklannya ? bukan.. diprotes orang yg benar2 pake spanduk # iklanahokjahat https : //t,0,RT @ hariadhi: wrong?Ahok?The ad?No ... protested by the people who really use banners # iVyokjois https: // t
236,sampe gue blm ngerti dp rumah 0 % gmn skemanya . trs emg ya perbankan yg ngasih kredit rumah gak pakai dp ? # debatfinalpilkadadki,0,"Until I didn't understand the dp house of 0%, my scheme.What do you bring home loans who give home loans?# Debatfinalpilkadadki."
237,"# debatfinalpilkadadki anies gubernur pemimpin , administratur / pelayan masyarkt . melayani mencerminkan integritas .",0,"# DEBATIFINAL DKI PILKADA Anies Governor of the Leader, Administrator / Community Server.Serving reflects integrity."
238,"kalimat penutup anies ambisius , ahok maaf , karakter bohong . # debatpilkadadki # debatfinalpilkadadki",0,"Ambitious Anies sentence, Ahok Sorry, a lie character.# Debatpilkadadi # debatefinalpilkadadi"
239,"pertunjukan serius gak diganggu , selamat @ aniesbaswedan gagasan nya # matanajwadebatjakarta",0,"Serious shows are not disturbed, congratulations @ aniesbaswedan His ideas # matanajwadebatjakarta"
240,"rt @ belaquran : tdk terprovokasi dgn sentimen jualan sara mu , cinta indonesia # iklanahokjahat",0,"RT @ Qur'an: Not provoked by SARA SARA SALAN SENIMEN, INDONESIA Cinta # IklanahokJahat"
241,umat suguhkan # iklanahokjahat menebar kebencian kerukunan umat beragama,0,SPEATURE # Iklanahokjahat Spread Hatred Harmony of Religious People
242,polling anies - sandi menang . semoga h nya . # aniessandi,0,poll anies - password wins.Hopefully H.# Aniessandi.
243,rt @ anjisudirman : @ fahiraidris yg iklankan kampanye ahox yg sebarin spanduk syariah brosur black campaign . # iklanahokjahat,0,RT @ ANJISUDIRMAN: @ Fahiraidris who advertised a Ahox campaign that spreads a Sharia banner brochure black campaign.# Iklanahokjahat
244,"oke oce brand dimana , oke oce , kampung oke oce # debatfinalpilkadadki",0,"Oke Oce Brand Dimana, Oke Oce, Kampung Oke Oce # Debatfinalpilkadadki"
245,"rt @ belaquran : sungguh sgt mengherankan , mengkampanyekan kebhinekaan tp menyebarkan islamophobia , kebhinekaan yg yg ?",0,"RT @ Belaquran: Really SGT is surprising, campaigning for the diversity but spread Islamophobia, the diversity who?"
246,"debat final pilkada dki jakarta , gagap , - adjat sudradjat",0,"DEBATE FINAL DKI Jakarta Election, Stuttering, - Adjat Sudradjat"
247,"pemimpin dikaitkan lisan , bedanya gubernur anak-anak ? # matanajwadebatjakarta",0,"The leader is linked to oral, the difference between the governor of the child?# Matanajwadebatjakarta"
248,cerita djarot diharapkan pendukung berdamai . # debatfinalpilkadadki # temanahok # aniessandi,0,Djarot's story is expected to make peace.# DebatfinalPilkadadi # Friends # aniessandi
249,cuman bilang serius banget ngetweet pakai hastag # iklanahokjahat `` gitu aja baper '' .,0,Just say it's really serious about using Hastag # iFrahokjahat `` just like baper ''.
250,ira koesno didekati anies-sandi marahi pendukung paslon debat pilkada dki,0,Ira Koesno was approached by Anies-Sandi Angry Paslon Supporting DKI Regional Election Debate
251,"alhamdulillah ya allah swt semoga jakarta gubernur yg bersahaja , bersahabat utk # aniessandi",0,"Alhamdulillah Ya Allah SWT May Jakarta Governor yg, friendship for # Aniessandi"
252,jelang larut semalam . diskusi aktifis golkar tingkat kelurahan . bergabung pemenangan # aniessandi,0,Ahead of late overnight.Discussion of the Village Golkar activist.Join Winning # Aniessandi
253,rt @ alayyubichoir : sosok anies sandi diakui sgt mengayomi . kompeten utk membangun kerukukan & kebhinekaan jakarta,0,RT @ Alayyubichoir: Password Anies Figure Recognized Sgt Mengayomous.competent to build a clip & diversity of Jakarta
254,rt @ nielchen99 : ngomong manis gampang giliran kerja bingung # matanajwadebatjakarta,0,RT @ Nielchen99: Sweet talking Easy turn to work confused # Matanajwadebatjakarta
255,19 april warga jakarta menentukan ibukota,0,April 19 Jakarta residents determine the capital
256,"rt @ maharanisinta70 : terimakasih anies pemaparantentang dp 0 , solusi warga jakarta rumah nyewa .",0,"RT @ Maharanisinta 70: Thank you Anies Machine of DP 0, Solution to Jakarta residents of Houses."
257,"perhatikan , tim mas @ aniesbaswedan sibuk ngoceh @ basuki_btp programnya . gak ngurus ?",0,"Note, Tim Mas @ Aniesbaswedan is busy ngoceh @basuki_btp program.Don't take care of?"
258,"kalo pilih gubernur yg jujur , kerja nyata , anti korupsi , , pinter , mlyani rakyat iklas & peduli pilih ahok djarot , ..",0,"if you choose the governor who is honest, real work, anti-corruption,, smart, mlyani people in souvenir & care, choose Ahok Djarot, ..."
259,rt @ anies_sandi : merangkul menegakkan hukum . kepemimpinan hadir contoh & perbuatan - @ aniesbaswedan,0,RT @ anies_sandi: embracing legal enforcement.Leadership Present & Actions - @ Aniesbaswedan
260,"hasil kerja ahok djarot sungai jakarta normal , bersih enak dipandang",0,"the work of Ahok Djarot River Jakarta is normal, clean is pleasant to see"
261,"ahok & anies baiknya , bagusnya , okenya . yg kepilih yg menang rakyat jakarta",0,"Ahok & Anies good, good, okenya.chilly"
262,"semoga basuki presiden , indonesia maju .",0,"Hopefully Basuki President, Indonesia will advance."
263,"allah swt tdk butuh . butuh allah , rezeki , hidup matimu . allah yg tentukan . khianati allah ? gak nyesel ? # sidangahok",0,"Allah SWT doesn't need it.Need God, sustenance, live your dead.God who determines.betrayed God?Don't regret?# Heart"
264,# sidangahok dilanjutkan rekaman memuat kampanye ahok dpp nasdem pulau seribu . | @ adrieedu https : //t.co/8p5p4ducfg,0,# The congregation was continued recording to load the AHOK campaign of the Seribu Island Nasdem DPP.Look ..@ adriedu https: //t.co/8p5p4ducfg
265,rt @ januromank2626 : ahok bebas hukum keadilan kelanjutan perbaikan dki . semoga hakim mmpunyai sense of justice,0,RT @ Januromank2626: Ahok free of legal justice continued to improve DKI.I hope the judge has a sense of justice
266,pembangkit listrik tenaga panas bumi terbesar dunia.. # citipeka # sidangahok # tebak2anhajidjarot https : //t.co/ktxdxzsh8h,0,The world's largest geothermal power plant ... # Citipeka # trial # guess2anhajidjarot https: //t.co/ktxdxzsh8H
267,"rt @ findririn : toleransi , muslim menjalankan perintah agamanya , non muslim menjalankan agamanya .",0,"RT @ Findririn: Tolerance, Muslims carry out their religious commands, non-Muslims run their religion."
268,"rt @ findririn : teman setia , dihindari jd pemimpin",0,"RT @ Findririn: Faithful Friend, Avoided Jd Leader"
269,kejujuran pahala dr surga # freeahok,0,reward honesty from heaven # free ahok
270,mah basuki bebas ya ? # freeahok https : //t.co/mw3k0vywef,0,Mah Basuki free yes?# freeiahok https: //t.co/mw3k0vywef
271,"rt @ ruridajihandari : sidang drama korea sampe 20kali , menunggu sidang ahok season 2 nih ... kayaknya goblin mah kalah pamornya",0,"RT @ ruridajihandari: Korean drama session until 20 times, waiting for the Ahok Season 2 trial ... it seems like the goblin loss of prestige"
272,", transportasi online manakah `` tarif murah , aman & nyaman '' melayani ? ? ?",0,", Which online transportation `` Cheap, safe & comfortable rates ""serving?Later?Later?"
273,nelayan jakarta disiapin pulau khusus pemda dki # lunchbreak # sidangahok,0,Jakarta Fishermen Prepared the DKI Regional Government Special Island # Lunch Break # AHOK Session
274,adakah potensi radikalisme pilgub dki jakarta ? # lunchbreak # sidangahok,0,Is there a potential Radicalism of the DKI Jakarta Pilgub?# Lunch break # ahok trial
275,"rt @ novenstjk : siaran ulang # ahokdjarotdirosi malam , saksikan yuk @ kompastv # ahokdjarot # temanahok",0,"RT @ novenstjk: re-broadcast # ahokdjarotdirosi night, watch yuk @ kompastr # ahokdjarot # friends"
276,"org '' yg salah yg takut dgn doa , salah ? ? takut ? ? ? bertobatlah doa dinyatakan ,",0,"Org '' the wrong one who is afraid of prayer, wrong?Later?afraid ?Later?Later?Repent of the prayer stated,"
277,selamat pagi met aktifitas happy weekend semoga orang jujur biar hidup slalu mujur aamiin # freeahok,0,"good morning met the activities of Happy Weekend, hopefully the person to be honest so that life is always alamiin # freeahok"
278,"ahok dituntut 1 penjara . divonis bebas . , warga dki terlanjur kehilangan pemimpin terbaik . # freeahok",0,"Ahok was sued for 1 prison.Sentenced to free., citizens of DKI have lost the best leaders.# Freeahok."
279,alhamdulillah tuntutan jaksa 1 percobaan 2 yg sbnrnya jaksa mengakui kalo ahok bersalah # freeahok,0,"Alhamdulillah, the demands of the prosecutor 1 trial 2 who were the prosecutor admitted that if Ahok was guilty of # FREEHOK"
280,kalah menang # tetapahok . terimakasih krn ngasih pelajaran kerja keras utk rakyat dgn bersih .,0,losing the winning # ofTerimakihan KRN NASUNIH Hard Working lesson for the people.
281,"pilkada serentak , megawati intimidasi politik uang https : \/\/t.co\/zhhvj4qrry",0,"Simultaneous regional elections, Megawati Intimidation of Money Politics Https: \ / \ / t.co \ / zhhvj4qrry"
282,# thw911 anies-sandiaga doa ustaz debat pilkada https : \/\/t.co\/2odlryteu1,0,# Thw911 Anies-Sandiaga Prayer Ustaz Debate Election Https: \ / \ / t.co \ / 2odlryteu1
283,lelah mengabdi indonesia @ basuki_btp . # tetapahok !,0,Telifah serve Indonesia @ Basuki_btp.#what are you!
284,"@ laitssaja menang , anies rangkul paslon menang kontestasi pilkada https : \/\/t.co\/kg40ytelwx",0,"@ LAITSSAJA WIN, Anies Embraced Paslon Wins the Pilkada Contestation https: \ / \ / t.co \ / kg40ytelwx"
285,@ laitssaja tni-polri bersinergi jaga keamanan jelang pilkada dki tni polri bersin https : \/\/t.co\/hp77i9lffg,0,@ LAITSSAJA TNI-Polri Synergizes Keep Security Ahead of the DKI Police Election of the National Police Sneeed https: \ / \ / t.co \ / hp77i9lffg
286,@ novie_wednes72r bismillah inshaa allah agus sylvi menang pilkada dki 1putaran pemimpin yg amanah mencintai rakyat jakarta .,0,"@ novie_wednes72r Bismillah, Inspective Allah Agus Sylvi won the DKI regional election of the 1 white leader who loved the Jakarta people."
287,trima kasih uda bikin jakarta menjabat ... .,0,"Thank you, I made Jakarta serving ..."
288,@ nu_online sikap ketertiban keamanan kota negara menjelang pilkada dki jakarta,0,@ nu online attitude of security order of the city of the country before the DKI Jakarta regional election
289,rencana tuhan rencana manusia . ahok bs kebih posisi,0,God's plan for the human plan.Ahok can be more positioned
290,kalah tp terhormat mendukung badja # terimakasihahok,0,Lose TP Dear Support Badja # Thank you
291,basuki tp ahok wawancara informal wartawan balaikota : https : \/\/t.co\/g7ib5h5rul,0,Basuki TP Ahok Informal Interview Journalist City Journalist: https: \ / \ / t.co \ / g7ib5h5rul
292,"terimakasih ahok @ basuki_btp # tetapahok kalah , selamat gubernur",0,"Thank you Ahok @ Basuki_btp # Story of Losing, Congratulations Governor"
293,lucu ! ! yuk ahok promosikan musik dangdut tamu mancanegara,0,funny !Thank you!Yuk Ahok Promote Dangdut Music of Foreign Guests
294,"minggu tenang pilkada , ahok fokus kerja balai kota : peresmian-peresmian rptra csr ditunda .",0,"Quiet Week Election, Ahok Focus Work Hall City: Inauguration-Inauguration of RPTRA CSR was postponed."
295,mantab ! ! ahok pemprov dki jakarta terjunkan alat berat keruk sampah waduk pluit,0,Mantab!Thank you!ahok DKI Jakarta Provincial Government Misses Heavy Equipment Drugging Waduk Pluit
296,pagi polrestro bekasi gelar pasukan pilkada https : \/\/t.co\/yprv5nnjsb,0,Morning Bekasi Polrestro Holds Election Forces Https: \ / \ / t.co \ / yprv5njsb
297,@ basuki_btp bantu . sbg orang2 ahok beliau . @ kurawa . # blusukanahok # gue2,0,@basuki_btp help.As Ahok's people.@ Kurawa.# Blusukanahok # me2
298,"ahok gubernur lupa bangun provinsi jambi lahan petani , jln kreta api jambi , riau , lampung",0,"Ahok Governor Forgot to Build Jambi Province Farmers' Land, Jalan Jambi Railroad, Riau, Lampung"
299,partai nasdem optimis menang pilkada serentak 2017 https : \/\/t.co\/eoazcxai94,0,Nasdem Party Optimistic Winning the 2017 Simultaneous Election Https: \ / \ / t.co \ / eoazcxai94
300,"biar kalah , bangga . sabar n iklas menerima nya . bnyak jabatan ahok . # tetapahok",0,"Let's lose, proud.Patience n sincerely accepts it.Many of Ahok's position.# Story"
301,sabar n iklas ya . hasil nya . dukung . mna pun/jabatn yg bpk emban . # tetapahok,0,be patient with ya.The results.support .Even MNA / Jabatn Yang BPK Emban.# Story
302,"wlaupun kenal , yakini slama tlah bkerja kras tuk nilai yg diperjuangkan .",0,"Wlempora, believe in Slama, the Kras Tuk is the value."
303,"rt @ ahokdijegal : mgk bs mendukung dlm kejujuran niat utk melayani warga , gantiin dlm pekerjaan",0,"RT @ ahok dijegal: can't support in the honesty of the intention to serve residents, replace it in work"
304,"puluhan personel brimob nunukan diberangkatkan , amankan pilkada provinsi",0,"Dozens of Brimob Personnel Nunukan Departure, Secure Provincial Election"
305,@ basuki_btp sing sabar pak.. simpen energi indonesia ... gusti allah mboten sare ...,0,@ Basuki_btp That's patient Pak .. Save Indonesia energy ... God is not ...
306,"memilih sehat kompensasikan sarapan pagi , uhm , gak sehat . impas",0,"Choose a healthy compensate breakfast, UHM, not healthy.Imagine"
307,"rt @ aktualco : mahfud md heran , uu pemda mendagri keukeuh pertahankan ahok",0,"RT @ actualco: Mahfud MD was surprised, the Regional Government of the Regional Government Minister of Home Affairs Keukeuh Maintained Ahok"
308,"rt @ alissawahid : tuips , sinta nuriyah mengeluarkan pernyataan terkait pilkada dki",0,"RT @ AlissayaDid: Tuips, Sinta Nuriyah issued a statement regarding the DKI regional election"
309,rt @ amaliaamelcute2 : jatuh hati deh berpaling pilihan yg ahok -djarotlah yg terbaik,0,RT @ amaliaamelcute2: falling in love with the choice of ahok -djarot the best
310,"rt @ anakbaranusa : yoi ... pemenagnya pasang calon , buka . 1 , 2 3 memiliki peluang yg",0,"RT @ anakbaransa: yoi ... the number of pairs of candidates, open.1, 2 3 has opportunities"
311,"rt @ at_abdillahtoha : aksi 112 diubah zikir pilkada . yg , zikir ibadah dekatkan allah .",0,"RT @ at_abdillahtoha: Action 112 changed remembrance of the elections.which, remembrance worship is close to God."
312,"rt @ blogdokter : pilkada kepentingan politik , persahabatan persaudaraan terputus | saudara .",0,"RT @ Blogdokter: Pilkada Political Interest, Fraternity Friendship Disconnected |you ."
