comment_id,annotator_id,entry_number,valence,target_type
5614,3,1,1,5
5621,1,1,2,2
5621,3,1,2,2
5622,1,1,2,3
5622,3,1,2,3
5643,1,1,2,2
5643,3,1,2,2
5647,1,1,1,3
5647,3,1,1,3
5654,1,1,1,3
5654,3,1,2,3
5662,1,1,2,2
5662,3,1,2,2
5675,1,1,2,3
5675,3,1,2,3
5682,1,1,2,5
5682,3,1,2,5
5707,1,1,2,7
5707,3,1,2,7
5716,1,1,1,2
5716,3,1,2,2
5766,1,1,2,8
5766,3,1,2,8
