id	tweet
43626	Aklıma neden Mehmet Can ve sarı minibus projesi geliyor. Neden böyle bir hatıram var shhshshw
22952	Sevgi göstermek için hep son anları bekliyorsunuz; hastane koridorlarını, siren öncesini, veda vaktini ama ölümün son anı yok. O ansızın gelecek yüreğinize binen pişmanlık hiçbir şeye fayda etmeyecek.
43473	karısını konusmak isteyen paylasmak isteyen varmi ? #cuckoldcift #cuckoldistanbul #cuckoldkocaadayı #cuckoldçiftler #cuckoldtürkiye #karımısikin #karısınısiktirenler gavat pasif #gavatkocalardm   #gavat  #boynuzluko cuckold ensest #ensest
14271	@USER Aynen oyleeee 😂    İsim var, gayet iyi bi maasim var , arabam var , sevgilim yok 😂   Pozitif olmak icin butun sartlar var 😂😂
35187	@USER Daha iyi ya!  YSK bir de üstüne 1 haftadır tutturdukları "çaldılar" siparişini karara ekleseydi görürdük tantanayı.
39441	Ben imkansız aşklar için yaratılmışım, ne kavuşmayı bilirim ne unutmayııı
44392	Osmanlı tarihi içinde birçok yetenekli padişah, şair ve bilim adamı yetiştirmesine karşın Türklüğe karşı en büyük kıyımlardan birini yapmıştır.
27831	yarın bütüne gireceğim sınavdan hocanın notu değiştirip geçirdiğini yeni farkettim ama çalıştığım zamana üzülüyorum işte bende böyle bir bardağın boş tarafı sevicisiyim
39610	Kalmadı bulanmadık yer kafamda   Paranoyalarım her zaman var
39494	Geçen seneye kadar gösteriş modaydı. 2018 aralık ve 2019 ocak arası ne olduysa oldu sadelik moda oluverdi. Şimdide sadelik yarışındasınız. Neyse ya burda gelinliğimi buldum diye düz elbise paylaşanların %1000i 10 bin tllik gelinlik için ağlayacak bilmiyomuş gibi yapalım
25214	@USER @USER @USER Çağdaş? Kadını sex objesi gibi reklamlar,da oynatmak içki masalarına meze etmek batı nın efendiliğine itaat edip haçlı birliği nin asli uyesi olmak mı çagdaşlık...
43048	@USER Altı başka üstü başka bunun :)
29390	Siyasetin futbolu bu derece elinin altina almasi ve hala öyle rahat takiliyor olmalari bizim ayibimiz. Herseyi kabullenmis bir halk söz konusu
11492	Can sıkıntısına mağazaya gelip bir şey almayacağı halde ayakkabı deneyip olmadığında depodan getirten "Of bu ayakkabının şu kusura var diyen kişi" almıcaksın işte ikimizde biliyoruz neden uğraşıyosun
44035	@USER Soylu, belediye başkanlarının nasıl hareket etmesini öğütlüyor. İşte zihniyet bu. Bütün herkes bunların düşündüğü ve istediği gibi hareket etmeli
12820	@USER @USER Orospu çocuğu hemde katıksız 32 yaşıma geldim ama böyle iyi olgunlaşmış orospu çocuğu zor bulunur !!
16615	Ya seni siklemiyorlar,hâlâ konuşuyosun amk kızı
43459	ay kız ağzından çıkanlara dikkat et
13519	Yaptığım hesaplamalara göre derbide her iki takımda hükmen mağlup olursa şampiyon oluruz
19044	@USER bu akşam dört bir taraf cok sıkıcı olacaknerden mi biliyorum??nagehan yokmuş)
15053	İnsanın sinirlenince gözü görmez, kırılınca değil. Kırılınca gözden çıkarırsın
36056	@USER Kai ye exol senin için nedir sorusu sorulmuştu o da arabanın içindeki motor cevabı vermişti ckeofk3pfkeoforog
40694	@USER lafa gelince böyle ama elinde starbuck bardakları bunların şalı burdan aldım şunu surdan aldım tiktok falan havada ucuyor
33734	Muhteşem,   Özürlüler için büyük umut!
24147	@USER Son dizisinden sonra biraz daha unutulsun. Hatta askere gitsin 2 sene gelmesin mümkünse.
15011	@USER Çocuklar için şimdi Lion King kullanıldığı gibi, ergen ve yetişkinler için İron Man kullanabiliriz mesela (renk uyumu açısından).
43635	Ya ben bu hareketlerin akından olduğunu düşünmüyorum hem öyle olsaydı bile ilk cosmo dergisini paylaşıp ikincisinde paylaşmamazlık yapmazdı bence yani cosmodaki kamera arkası konuşmalarından sonra sanmam #akınakınözü
33265	Ben: Arya aşığım sana köpeğin olayım muhteşem bir karaktersin       GoT sezon 7 ve 8: Arya nin karakter gelişimini nasıl piç ederim?
34257	@USER Bu özel bir özür dileme hâli galiba 😁
28901	@USER @USER maalesef aynen böyle olur. Bunu engellemenin tek yolu, geldiği hızla geri çıkma riski olan sıcak paranın yerine, kalıcı yabancı yatırımları çekecek güven ve istikrar altyapısını oluşturacak adımlar atmak. Ama sorunu yanlış tespit ettiğimiz için çözümü de yanlış yerde arıyoruz.
17180	MUHARREM INCE NEREDE??? BIR SEYLER DÖNÜYOR KIMSE DÖNMEDIGINE INANDIRAMAZ BENI..
27196	@USER Kimseden vefa görmesem de vefa göstermeye devam edeceğim ''Hz.Ali''   #mücadelemizsefareis
29173	@USER Günaydın, hayırlı günler, hayırlı cumalar olsun inşallah
15601	Gece beliren ay gibi olmak isterdim .   Gecenin karanlığına ışık olmak ,    aldırmadan en zifiri karanlığa yükselmek gökyüzüne. İsterdim cesur ve ihtişamlı.      İ.Ş
20509	@USER Arap varsa işin içinde götümüzde don bırakmaz bunlar
27694	@USER iyi oldu. Galatasaray bağırırken Ali koç la fiko, 15 kulübü de alıp tff başkanıyla hakemleri konu alan romantik film çeviriyorlardı.
34441	İnşallah tez vakitte bulunsun, sağ salim evine ailesine dönsün. Darda olan herkese duayla.
36816	"Hakkı ve hukukunuzu korumanın bedelini ben canımla öderim"      #MuhammedMursi      Mekânın cennet olsun inşallah
43225	@USER Şimdi haberi geldi kaybettik berfinimizi daha 10 yaşındaydı. Ah hayat ne boşsun
39713	@USER Zaten biz cok ahlakliydik filmler ahlak bozuyodu bu rutuk vergi kazanmak için yapmadiysa bende piçim
39945	@USER Sabredin lütfen biraz daha yaşayın rica ediyorum o kadar da kısa olmasın çarşambayı da sel almasın mümkünse 🙏😉🙃
17765	Bir ev iki saatte nasıl toplanabilir?! 😩 Bazen bütün kıyafetlerimi toplamak yerine aman at gitsin diyorum, ama sadece bazen .. atamaaaağğğğğmmmm 😅😅
23732	Herşey için teşekkür ediyorum yine hiçbiriniz bi sikime yaramazsınız
26232	@USER @USER @USERtbmm @USER @USER Keşke iktidarın 1 mv sizin kadar bizim yanımızda olsaydı. Emeğiniz için teşekkürler
14212	Peki ya durduk yere kısmetimin acilmasi
14155	Nasıl cinler yok, koskocaman Cin Suresi var?! Evet var. Fakat, sure genel olarak bilinen manadaki cinlerden bahsetmiyor. Cinlerden kasıt insanlardır(kimliklerini belli etmeyen kimseler, yabancılar) Bunu çok önemli olan Cin Suresi 1.ayetten ve sonraki ayetlerinden anlıyoruz.
28955	kafayı sıyırmış o kadar çok insan var ki ama nöbetten çıktığım için hiçbiri anormal gelmiyor. yoksa ?
10194	@USER Sn @USER hala GIDA MÜHENDİSİ olmayan denetim birimleri var.      GÜVENİLİR GIDA tüketimi nasıl sağlanacak peki?   @USER   @USER    @USER       #5BinGidaMühendisi
26369	Gözlerini açtıktan sonra hayata, ellerini usulca uzattığında, onu bulamıyorsan yanında...........
42917	iktidara sahip olanlar gaflet ve dalâlet ve hatta hıyanet içinde olup atalarının emaneti olan, şehit kanıyla Sulanmış bereketli toprakların paylaşılmasına göz yummaktaydı.   Ulus yıllardır savaşmaktan yorulmuş gücünü yitirmiş olmasına rağmen Namus için Vatan için Allah için
32011	Allah bir daha böyle bir kara gün yaşatmasın. #FByeSuikast4Nisan2015
23047	Arkadaşlar şimdi ben birini seviyorum ve o da beni seviyo?
34240	sorun değil,taş olsaydın o zaman seni hep yanımda taşır dünyayı gezdirirdim diyor.Onu sırtına alıp taşıyor ve bunu yaparken hem gururlu hem mutlu.Yoongi,Taehyung'u o kadar güzel seviyor ki.Ona güya seni seviyorum demiyormuş gibi lanse ediyor ama bizim gözümüzün önünde bile++
41207	@USER Bak bakalım kimin neyin nesi 🤔
16582	Diyorlarki siyasi,Politik haber paylaşıyorsunuz,siz İşinizi yapın diyorlar.Eyvallah ben de sadece işimi yapmak istiyorum amma yıllardır analizlerim İle uyarıyorum.Her konuda Kriz var.ÜlkeninGidişatından Hal,durumundan memnun değilim bu nedenle yazıyorum.Siz memnunsanız o başka.
32757	Hakkımda hiçbir şey bilmeyen bi insana fal baktırdım meğer her şeyi biliyomuş
14392	@USER Ohhhhhhhhhh iyi oldu çakma kabadayıya
37551	@USER Aslı ben seni yalarken başarırım a***** suyunu da ağzıma boşalırsın senin amcığını dilini emmek istiyorum 22 santimlik y******** içine sokmak istiyorum
45214	@USER Çok doğru nesnelerin kişileştirildiği;   Kişilerin nesneleştirildiği bir toplum var..
41877	Bu ülkenin hafıza kapasitesi de belleği düşüktür.   Gündelik işlerle yorulan beyin işlevsiz hale getirilmiştir.   Bakınız; soma, suruç, Ankara katliamlarını hatırlayan var mı?   Başka bir ülke de anında hükümetler el değiştirir ve ihmallerin hesabı mahkeme de sorulurdu.
36798	hastahanede dış tarafa kapı kolu koymamışlar sadece içerde kol var kafasına göre kimse giremiyo çok iyi jakskalfkdkdlflflf
12319	#SonraKendimeDedimKi ben bana ne yapıyorum böyle?
41697	Adamlar memleketi nerdeyse komple yurtdışına sattı ama iş Twittera gelince "Yerli sosyal medya" kuracaklarmış. Bu tam da kuyruklu yalan işte, asıl mesele twitterdaki özgürlük ortamı.. bir şekilde burayı kapatmaları lazım  Melih Şendil
44771	@USER Çok kullanışlı değil onlar, kullandım...
44633	Kerimcan,  #reynmen ... kimleri nerelere getiriyoruz az dikkat lütfen
13189	Benedict cumberbatch sen nası bi herifsin dayanamıyorum artık güzelliğine ha
31947	Belli rakamın üstündeki ihaleleri yapmak isteyen belediyeler, başkanın ONAYINA müracaat edecekler. Belediyelerin  gelirleri zaten bir müddet önce başkanlık sistemine aktarılması için karar alınmıştı.
29880	Böyle bi can sıkıntısı olamazz ya
37432	Neşet Ertaş sadece iyi günde eşlik edenlere karakteriyle sesleniyor : "Zorluğuna göğüs geremediğin yâri sevme."
35413	Pervane olan kendini gizler mi hiç alevden?    Sen istedin ondan bu gönül tutuştu.
34970	İki bayıldıgım adam @USER @USER  söylesenize; size hayran olmamak icin bir neden söyleyin?
13690	Tatil gününe güzel bir havayla uyanmak, herkese günaydın 😀
29673	Valla boşa çabalıyorum ben cidden bir gün çekip gidicem her yerden en sonunda o olacak
34711	Alakaya maydonoz,   Bu ne biçim lacivert,    Ben seni çok özledim,    Yaşasın Cumhuriyet.
16133	@USER Fetö nün Türkiye deki evlatları sizi gidi sizi Fetö cüler.
23993	Niye böyle mal gibi bakmısım aq
19620	@USER 4 5 yıl sonra ortalığın anasını ağlatacaksın kendine gel kızım ne bu eziklikkk
17758	@USER Grrrla grrla grlaaa blöf yok valla billa bana sen lazım illaa
14563	Tavuk rolü yapan İsrailli kadın Eurovision'da birinci olmuş. Herkes delirmiş ya yalnız değiliz
32475	@USER Kaldi ki Türkiye’de olası su senaryo da sokakta dans edenleri vuracak bir kesim var. Orada darbe Türkiye’de iç savaş demektir bu. Bizim memlekette oluk oluk kan akmadan darbe gerçekleşmez yapmayın sunu oyzdn. Zaten memleketin gidişi gidiş değil
41164	@USER İşin esprisi o her şey nasip kısmet işi.. Amin abi cümlemizin niyetine göre versin 🤲🏻
27508	Ey iman edenler,Allah için hakkı ayakta tutanlar ve adaletle şahitlik yapanlar olunuz.Bir kavme olan kininiz,sizi adeletsizliğe sevketmesin.Adaletli olun,çünkü  o,takvaya daha yakındır.Allah’tan korkun.Şüphesiz Allah yaptıklarınızdan haberdardır maide 8 ayet
17664	@USER 7 ayfan fazla bir süredir Fakıbaba'nın hikayelerini dinliyoruz El insaf artık Tarımdan bahsediyorsunuz personel eksikliğini gidermiyorsunuz Reis sözler nerde kaldı Hepsi yalan mıydı   ZamanYokAcilGTHBAtamaREİS #GTHB10BİN @USER @USER @USER @USER
33316	Ben,seni   Her an, her saniye   deliler gibi,   seviyorum😍💙
42242	@USER Vur Bozkurt'um tilkiye vur kurtulsun Türkiye,Sizi büyük ülküye götürecek iz, Menem...    Süleyman Özmen ruhu şad olsun.
28634	@USER Liverpool Napoli'den daha mı üst düzey kulüp?😂
20971	@USER Geçen hafta misafir olduğum değerli çiftlere benziyor beni misafir eden bütün değerli çiftlere binlerce teşekkürler
39547	@USER Len Eren TRT için alınan bandrol paraları ve kesintilerle aldığınız maaşlar haram zıkkım olsun devlet kurumunu oyuncak yapmak taraflı olmak sonrada çıkıp saçmalamak ama haklısın milleti gerizekalı yerine koyan o kadar çok siyasetçi var ki sen neden saçmalamayasın
30275	yutub kanalıma 1 haftada 120 abone geldi izlenme 225 saat falan..piyasayı sallayalım bakalım
20353	@USER Senin de bayramın kutlu olsun hocam..Sağlık ve huzur diliyorum:):)
25974	HilbetCepbank Yuzde60Bonus şifreci 👶 nazlandırma    şoför mahalli
27985	@USER @USER Erdoğan: "Dünyanın neresinde darbeci varsa onların karşısındayız" diyeli birkaç saat, Darbe ile başa gelen ve 300 bin kişiyi öldüren Ömer El-beşir için: "Bizden tutuklamamızı istediler buna ancak gülünür" diyerek darbeciye sahip çıkalı 1yıl oldu
19382	daha önce xukun'a yapılmış bir şeyin şimdi ikunlar tarafından chanbaek'e yapılacağına anlam veremiyorum, veremiycem ben bunu yapacak insanların da ikun olduğuna pek inanmıyorum sonuçta idollerinin başına gelen bir şeyi neden başkasına yapsınlar
36635	@USER Ananı satayım harbiden amk, yalnız zuluca ne amk
39568	hayatımın askı napıyosun lan tanıyomusun beni lan soruyorum sadece kimsin olum sen
25900	benim kafama sıksanda durmam olm ben, sevilmeye devam ederim falan mı dediniz? naptınız evladım siz?
43921	@USER Hehe konuyu oraya çekelim oysa ben ayrılan bütçeden bahsettim.. her mahalleye cami israf değil mi o kadar cemaati yok ise.. Allah israfı da yasaklıyor de mi.. eğitime ayrılmayan para diyanete misli ile yığılıyorsa YANLIŞ..
15718	Sorular değişse bile iyi alınır. Oruç degil sonuçta. O kadar dua ediom diom inşaallah kolay metinlerden kalmısımdır. İlk sınav 90 dı bu 65-75 arası olsa çok üzülecem 😒😭😭
26460	Benim beynim balik değil tamm mı?   Anlayabiliyorum unutabiliyorum .      Tarihin boktan dersleri hariç sjvwiwbxk
22241	Ağa sırtını köye doğru döner sonra sorarmış:   'Ula Hasso, ahali bakiy mi?   'Hasso cevap verirmiş: 'Evet ağam, hepisi de bir olmuş, pencerelerden bakir.   'Ağa çisiyle karın üzerine imzasını atarmış 'Abdullah Cizrelioglu'. Sonrada bir nokta koyarmış ve sorarmış:   -Hala bakirler mi?
44086	9. sınıfta şiir defteri tutardık hocalar kendiniz de 5 tane şiir yazıp getirin demişti tabi benim şiirle ilgim çok ya neyse yazıcak hiçbir şey bulamayınca yabancı şarkıların türkçelerini yazıp vermiştim hoca defterleri geri verirken baya beğendim ne güzel yazıyomuşsun demişti...
17273	Yine çok yedim beni şişko olsam da Tombalak olsam da sever misin aşkım tarıque
33189	Ben gerçek hesabimla yazıyorum @USER isimle şahıs sen @USER tırnağı olamazsin milleti tehdit edip sindirmeye calisamazsin kendi pisliginde bogulursun unutma
39320	@USER O zaman niye soruyon ahhsjahsh
44424	Japon’lar çok şanslısınız bunu biliyor muydunuz
32505	Senin bende her zaman bir yerin vardı ama o yere ben oturdum sigara içiyorum artık,müsait değiliz başka zaman da beklemeyiz.
25367	Babama Orkide gönderdim bürosunda dursun baktıkça mutlu olur hemde odanın içi güzelleşir diye. Çiçeği gitmiş çalarlar diye arabanın bagajına koymuş. ORKİDEYİ ARABANIN BAGAJINA KOYMUŞ.
40129	SATMADIKLARI   ORMAN ve DERELER KALMIŞTI.   Bu da oldu Elhamdülillâh.   Dünyada İnsana,Hayvana, Doğaya,Ormana,Ağaca,Dereye Düşman Bir nesil yok.   Din maskesi takmış doğa düşmanı bunlar.
15099	@USER medeniyet şehri diyarbakırı pis lağım ağzınla anma. önce ağzını yıka. senin ne haddine koca şehre hakaret ediyorsun
10432	@USER @USER Hakemlerde adam yönetip söylettirmesinler çok zor mu takım fark etmeden gördüğünü çalmaları ?
18558	Bu gerizekalı dekolteli falan kadın görse sarkar evde full çizgifilm izler, karı kızla takılayıma bakar ama böyle bi de ahlak belçiliği yapar. Nargilenin o uzun sapıyla dövceksin bunu marpıcuda monte edip yollayacaksın
15752	Orospu çocuğu maymun Green amınakodumun çocuğu eşşek orospu çocuğu senin ananın amına koyim ben orospunun oğlu
42252	@USER Ben Cuma günü satış yaptım haftaya ne yapmalıyım
30814	Kafama takılan şeyin uyuyunca binbir kabusa dönüşmesi bırak yakamı artık
18202	dün ilgilenemedim 1 kişilik kontenjan açığımız var aktif olacak eğlenceli şuan burda olan biri varsa söylesin hemen eklicem :)💗#SenAnkatKaradeniz #NefTah
36347	@USER Günaydın Nurdan hanım çok teşekkür ederim.🐞☕️
22989	Sizin Suriyeli kardeşleriniz Türkiye’ye sevişmek için geldi!
40418	önyargı şeysini bir kafanızdan atın artık
22735	@USER Bahçeli nin ülkücüleri bu vatanın evladı da diğerleri ney onlar savaşa gitsin ötekileri sefa sürsün oh ne ala
26931	Gönlün benden yana,sor bir kere onaaaa👏👏👏👏
34945	Cümle ziyaretgâhları ve her diyarın konak yerlerinden olan çöl ve ovaları,yüksek dağları, ağaçları ve acayip kayaları,ibretle seyredilecek eserlerini, kalelerini,ulularını yazarak ‘Seyahatname’ namıyla bir tomar telif eyle. Sonun ve akıbetin hayrola, öğütlerimi kulağına küpe yap!
44752	@USER Lan sen şehit cenazesini nasıl ağzına alıyorsun.çokmu gücüne gitti yüreği yaralı analara destek veren sanatçılar.pkk ya hdp ye hep can suyu verdiniz.hdp ye her evden bir oy verdiniz.birde utanmadan arlanmadan TC yazmışsın ismin önüne.çok şerefsizsiniz.
12750	@USER Umarım dediğin gibi olur kardeşim ne diyeyim :))
17925	@USER @USER @USER @USER Bunların  alayı Osman Rasim c....anladınız sanırım
10623	Best hobim kendimi mutsuz etmek yani ortada hiçbir şey yokken her şey harikayken bile bunu başarabiliyorum alkış
37027	Etkisinde kalarak uyandığım ve net hatırladığım rüyaların hepsi çıkıyor, bu asla şaşmadı.
15332	Attığım tweetleri çok da ciddiye almayın ndowmxowx
18096	@USER Yatirumcilarin guveni yok dolar ucuyor ve devam edecek Maliye Bakanligini herkesin saygi durdugu tecrubeli was bir kisinin olmasi lazimdi
12124	En büyük yeğenim bu yıl üniversite sınavına girecek, sistemin kapanmasına yarım saat kala arayıp "hala başvuru bilgilerimi güncelledim ama olmuş mudur? sen de baksana" deyip bana ufak tefek kalp krizleri yaşattı. Vallahi yeni nesil sorumsuzdur.
39510	Yokmu sizin kapatma düğmeniz falan çok sıkıldım sizden.
44551	Annem birden elinde odaya bardakla girdi , bardağı bana uzattı içinde su var. Anne bu ne dedim. Hazır sudan geriye bir bardaklık su kaldı o kadar para verdik iç diye getirdim dedi. Hazine ve maliye bakanı olacak kadınsın anam.
31434	modayı takip etmeyen tek kız mıyım
14077	@USER @USER Biraz kılıbıklık vardı ama Boran Agada ahahhahahs
22938	Minik tavşanımız yaralanmış ya umarım çabuk iyileşirsinn jk’imizz😔😔💜💜💜
29929	Ümitleri yeniden yeşertmesi için aradığım dürüstlük.
44376	Hayatımda bazen himym’daki düğün Ted gibi bir tane adam belirip “you chose poorly” diyip gidiyor bazı kararlarıma.... mesela bugün sürdüğüm ruj için yaşandı
31324	@USER Bu akşamın en güzel sinyallerini Emre ve Atakan verdi bence. Takımın umutları yükseldi. Gölgelerin efendisi Hakan ın yerini dolduran çok kişi var orada.talnız kızların performansları yerlerde. Ne olursa olsun Sude nin bugün iyi olması bir şeyi değiştirmiyor.
17454	kalb ve ruhunu rahatlatmak isteyenler,   başkalarına iyilik yapsın.   iyilik yaptığında ruhunun aldığı tat, hiçbirşeyde yok.   denemesi bedava.      (guru gibi konuştum be ya)
36960	@USER Keşke Sude'yi değil de diğer rakiplerini yensen.
41775	Eski ev arkadaşım harçlık bırakıp gidiyordu aq
33091	@USER Kapalı olsun bence daha da çekici.. tabi kişi ye göre değişir 😏🌼❤️💕
44341	@USER İzmir’in dağlarında hdp liler açmaya başlamış onları sulamakta CHP’li lere mi kalırmış
18217	çocuklar kurbağalara şaka olsun diye taş atar ama kurbağalar ciddi ciddi ölür
14486	@USER bazen olayları oldukları gibi kabul etmek gerekir cunku yaşam böyle buyurur
41238	O günler geçti canımıniçi, bir daha karşılaşmamak dileğiyle
40647	@USER Erdoğan sayesinde alıyorlar ya o yüzden beğenmezler Allah’a şükretmezler
26238	@USER Aslında genel olarak kadın ve erkeklerin yanlışları aynı. Yaşamayı bilmiyoruz:)
42706	@USER Admin orta sahada oynayacak kimse kalmadı transfer yapmayı dusunuyonuz mu
28704	herkesin gecesi kendi yarası kadar derin ve sızılı
33532	Ayyy o dudak ısırma o dili yanakta gezdirme. Aslı inandık karakterlerinden birisine benziyor hatta fjksjfkf Ğablacım ğablacım diye bağıran
36370	İşte Bursaspor ile ilgili flaş gelişme. Ertuğrul Hoca ile konuştuk. Ajansspor'dan tüm detayları okuyabilirsiniz.
34708	Ben böyle güzel bir hata hiç görmemiştim
31328	Aynı korkunç sevdadır   Gökte bulut,dalda kayısı.   Başlar koymağa hapislik.   Karanlık can sıkıntısı...   "Kürdün gelini"ni söyler maltada biri,   Bense volta'dayım ranza dibinde   Ve hep olmayacak şeyler kurarım,   Gülünç,acemi çocuksu...
22750	Hayat şampiyonlar ligi ben fenerbahçe.
35002	Valla kafayı yiyeceğim artık bir insanın hep mi ne istese tam tersi olur ya nasıl bir lanet var üstümde
32247	@USER @USER @USER O kişi benim siz mi şikayet ettiniz beni? Hesabımı acamiyorum. Lütfen yardımcı olur musunuz?
33348	Her şeyi yapsaydın da, seviyormuş gibi yapmasaydın keşke.      İlhan Berk
13655	GS ile FB’yi kardeş yaptık len mk...Kardeşim biz ezeli rakip ebedi dostuz ve biz şampiyon olamayacaksak futbola siyaseti karıştıran ya da tarihi 2 yıldan ibaret olan sonradan görme camiaların şampiyon olmasındansa ezeli rakibimin şampiyon olması daha iyidir #BeşiktaşBiatEtmeyecek
17263	Yahu Kılıçdaroğlu seçimin kaybedenin Akp olduğunu 7 puan düşen oya bağlarken kendi başarısızlığının da aynı neden olduğunu unutuyorsun! Sen böyle devam ettikçe kendi partinle diğer parti gibi aşağı gelmeye devam eder. Mhp yükselişe geçebilir.
42284	@USER 250 bin takipci varken kimseyi takip etmemen ne tür bir ego anlatsana🤗
14504	garson: başka bir arzunuz var mı?   ben: yaşama sevinci.
36891	Kılıçdaroğlu’na saldıran serbest bırakılmıştı. Bu nedenle kimse tutuklanmaz zaten. Hukuk hiçbir dönemde bu kadar iktidarın tekelinde olmamıştı.
18688	@USER Ne yaptin soyle bizde gulelim tek gülen tek ağlar 😎
35323	@USER Biraz cahilce üstün körü bi tespit olmuş bu
44485	@USER daha fazla kendi rezil etme, bırak siyaseti.sana oy yok artık.
23626	@USER 😀 kadının sana yazdığı cevap buydu.
24216	@USER bide önüne gelen eyt liyi takip et :)
13319	@USER Ya bi siktir git allahın üçüncü takımı
14442	Baro sicil nom kadar gonuşcemişim ülen ben senin avkatlıkta geçirdiğin yıl kadar baro gezdim dümbelek hem amma çorap koncu kılıklı herifsin sen ya
14864	@USER @USER @USER İroni falan yapıyorsundur umarım hem biz eşya yerine koymuyoruz diyorsun hem de erkeğin başının tacıdır diyorsun yani erkek dediğin ne ki onun tacı olalım bokun üstündeki sinek demekle aynı şey bu resmen
16983	@USER Bizim edeler mahallesinde bu tipten çok var aq fbdmsk
25428	#2018MAMA Bitti mi ya en az 1 dk ekrana bakakaldim bitti mi diye bir performans bu kadar mi mukemmel olur :O kalpten gidecedim
22312	Tamam bizde kışçı tayfadanız ama geceleri de geçmek bilmiyo be
26310	@USER Gözünü kapatmadan sevmek nasıl oluyo
30394	"Affetmek sadece kırıldığında yapılan bir eylem değildir. Bazen senin için hiçbir çaba göstermeyen insanları da affedemezsin.Onun için her şeyi yapmışsın.O elini bile kıpırdatmamış.İnsan,bazen hiçbir şey olmamasını bile affedemiyor. Öldürse daha iyi ama hiçbir şey yapmamış işte."
21554	Yine serumsuz mosmor bir kolsuz geçirmedim çok şükür 🙋🏼‍♀️ #BuTatilde
31713	Tam bir klasik. Koca okulda kapısında kuyruk olan tek sınıf benimkisi. Benden sonra gelen de yol
19687	@USER Ya bişey sorucambu sabah bi önceki gunun aynısı Replay koyup da bizi mi kekliyonuz
34551	#GameofThrones  finalde Arya net Dany'i öldürür.  7 sezon  boyunca işlediğiniz tüm karakterleri milleti sasirticaz diye piç etmişsiniz
35455	CHP her seçimde “dünyayı kurtaracak lider” diyerek birini pazarlıyor. Sonra da lider diye pazarladıkları seçimi kaybedince adını bile anmıyor! En son Muharrem İnce’yi de böyle pazarladılar. Sonra kapı önüne koydular.
44308	@USER Beynine bakıyorum da, genelde bir şey göremiyorum.
11498	Boğulduğumuz denize ilgimiz asla bitmez. Bu böyle biline. Hayırlı akşamlar.
16851	Hakanın resmen görmediği ödül yok. Nagihanın yaptığı çok ayıp bence #HilMur #Survivor2018
30377	Bende olmadık ortamda erekte olunca terlerim
10961	@USER Levent hocam Cooger bugün yakın takip eder diye düşünüyorum,zira düşük tempoda tutunamaz,ama tempo her şekilde Hot Chocolate'a yarayacak gibi
43363	@USER Burhan bey hiç mi size yapılan yorumları okumuyorsunuz. Allah aşkına artık yalan şeyleri yazmayı bırakın. Gerçekten sana Delirmiş gözüyle bakılıyor @USER
11883	@USER En baştan beri bunu söylüyoruz ama öyle görmek istemediler ki ne yaptıysak olmadı.
23108	La çatladım hala ky nin gücü yetmez diyor :) hesapla örneği takasın %40 ı sadece 1-2 biner lotları olanlar ediyor
28778	Her memleketin duruşu sirayet ediyor hücrelerime🔆🎬
27563	ya geçen gün masaların altına girip oyun oynadığım kuzenimle bugün ciddi ciddi evlilik falan konuşuyoruz hayır hayır ağlamıyorum.....
38683	@USER Ona rağmen göt zoruyla şampiyon oldular panik yapmayın lig her zaman ikinci yarı başlar Mezopotamyada.
23197	Lan bi defol git artık ya #NamoğluOnurluYaşaİstifaEt
31600	Türkiye için ve kendi geleceğim için  #oyumukullanacağım
41148	@USER @USER Takibini yok takibe aldım   Dönerse soraxan geçerli sebebi yoksa engelli göstereceğim nasıl   Atılıyor
26164	Adana’ya gidiyorum uçak kalkacak birazdan uçağın adı Karya Damlaymış düşmeme ihtimali %2 falan
25564	@USER Bende celili oynatirdim ama oda çok eksik   Atalay yunus gökay bunlarin fizigi berbat yemin ederim   Terim zaten bi kipirdanma görse aninda oynatir
35004	Galatasaray'ın olduğu yerde büyük konuşmayacaksın..   Galatasaray adamı böyle göt eder!
21580	ARKADAŞLAR BİRİSİ FACEBOOK'TA FANFIC GRUBU AÇABİLİR Mİ RİCA ETSEM? ORALARA YENİDEN DÖNSEK? RİCA EDİYORUM BAKIN.
25878	#EmeklilikteYasaTakilanlar BİR KİŞİ SÖZ VERİR YERİNE GETİRMEZİSE SÖZ VERDİĞİ SORUNCA YÜZÜ KIZARIR, SİYASİLER BİZE SÖZ VERDİLER SORALIMMI? BAKALIM NE OLUYO #MHP_bilgi #TBMM  @USER  #AkParti   #ASGVÇB
15245	@USER hesap sormazsam namerdim. Ülkeyi enkaza çeviriniz lan.
45412	"Ağzında yalan varken konuşma."      Özdemir Asaf
16216	kocaeli de de başladı " hırsız tayyip" diye sloganlar
21205	Ait olduğum yer uçurumun dibi !
10734	Ulan ofiste benden başka kimse kalmadı evi uzak olanlar hava kötü diye erkenden gitti tamam üsküdara gidiyoruz ama anadolu yakası kardeşim bikere bağcılardan eyüpten daha uzak sayılır kıta değiştiriyorum ben
37632	@USER aslında iki tivit arasında çelişki yok ama sizin için pelikandan saldırmak en konforlu alan
42117	@USER Yanlış şeyi isaretlemeyelim bana bakın dogrumu le vendre
18038	Olm şu Fransa’nın forveti Giroud’u oldum olası sevmedim ya. Bir futbolcu peste bile topu ezer mi amk bu herif eziyor ya
13414	Tecavüzün sebebine kıyafet gösterebilininen,şort giyildiği için tekme yenen bir yerde evet;sizin algıladığınız bütün çıplaklıklar özgürlüktür.
