comment_id,post_id,anonymized_user,message,created_at
509,48,850127b5e804ecb5,"das gibt es nur in Deutschland. Hätte ich zu sagen, wären die ......","2015-11-29 23:05:04"
510,48,afcc575b2f6f33a9,"Das ist doch nicht deren ernst oder","2015-11-29 23:05:04"
511,48,324165eeaa36bd70,"Wir haben das moralische Recht, wir haben die Pflicht unserem Volk gegenüber, das zu tun, dieses Volk, das uns umbringen wollte, umzubringen.","2015-11-29 23:05:04"
512,48,3d9c19d105d647f7,"deutschland entwickelt sich zurück","2015-11-29 23:05:04"
513,49,e57adc5b387d37d4,"Alle Raus.","2015-12-04 13:37:21"
514,49,0f0ea9f30e4e4808,"Alle Beteiligten sollen binnen 24 Stunden das Land verlassen!","2015-12-04 13:37:21"
515,49,c6679cb68526e4b7,"vorwiegend Minderjährige....ich lach mich kaputt!Da ist kein einziger Minderjährig!Das wurde uns sugeriert von Idioten die ein Land in den Abgrund stürzen wollen!","2015-12-04 13:37:21"
516,49,85053708db4c2675,"Alle raus? Raus aus Deutschland? 
Dieser Vorfall war aber in Österreich, ihr Pappnasen!!","2015-12-04 13:37:21"
517,49,41cbe8ca3f563e00,"die polizei tut mir leid weil sie immer wieder wegen solche  versage zummm einsatz kommen müssen es gibt viel wichtigeres als mit solchen schmarotze zu tun  haben zu müssen solllen doch die ausländer behörde sich die scheiß schmartze kömmanen oder das zoll amt","2015-12-04 13:37:21"
518,49,a1fb8442cfb15d8e,"Heimflug wäre angebracht - was ich denke DARF und KANN ich nicht schreiben .....","2015-12-04 13:37:21"
519,49,8519e8920e43167c,"Gleich weg mit den.","2015-12-04 13:37:21"
520,49,43880f4da885a24b,"Auf die wache und dann wieder ins Heim..  bis zur nächsten Schlägerei Vergewaltigung oder zum nächsten überfall","2015-12-04 13:37:21"
521,49,fbc634dc7f3cade6,"Einmal auffallen raus 
Benehmen wie Tiere 
Kampfhunde werden eingeschläfert und was ist mit denen","2015-12-04 13:37:21"
522,49,0c13241413dcdade,"lass die sich  doch die Köpfe  einhaun - ich würde  da  als Polizist zu gucken und dann mit ´nem Besen  durch gehen Prolem gelöst !","2015-12-04 13:37:21"
523,49,bea5e99306baceab,"Und raus mit ihnen.","2015-12-04 13:37:21"
524,49,05635cd964611e2f,"Nach deutschen gesetzt soweit ich weis hat eine Straftat keine Auswirkungen auf dein Asyl verfahren , außer es kommt zu einer Strafe von 5 Jahren oder höher ! Nach 5 Jahren in Land bekommst du Automatik die Staatsangehörigkeit ! Also macht euch keine Sorgen sind eure Nachbar entweder in 5 Jahren oder morgen !","2015-12-04 13:37:21"
525,49,4cfd7ba063163363,"Wer sich nicht benehmen und anpassen kann hat hier nichts zu suchen.","2015-12-04 13:37:21"
526,49,743af00c2f1940ae,"Flüchtlinge? Wie lange muss man sich das noch anhören? Kriminelle Ausländer sind Trittbrettfahrer und schaden echten Flüchtlingen, meist ganze Famiien, unsäglich. Frau Merkel, kein anderer Regierungschef hat diesem Land so großen Schaden zugefügt wie Sie. Gehen Sie, gehen Sie einfach!","2015-12-04 13:37:21"
527,50,f241659d08c804f6,"Wie oft denn noch...?","2015-12-10 17:37:56"
528,50,a38b385c643ebf07,"ich dachte immer er fand Deutschland so scheisse , ich denke mal da wo er ist bekommt er nichts in den arsch geblasen wie bei uns","2015-12-10 17:37:56"
529,50,ad5d900a142b969f,"ich begreife unsere gesetze nicht, wenn er trüke isz soll ihm die einreise für immer verwehrt bleiben, ist in den meisten zivilisierten ländern so, machst du als fremder scheiße, fliegst du. sollte er die deutsche staatsbürgerschaft haben, so solle man mal überprüfen welche gesetzeslücken, oder bestechungsmöglichkeiten bestanden, um ihm diese zugewähren. auf jedenfall hat der kerl in deutschland in freiheit nichts zusuchen. schade das wir so wenig legale möglichkeiten haben solche straftäter lebensland von uns fern zuhalten","2015-12-10 17:37:56"
530,50,1384df73a716d220,"hat den frau merkel auch eingeladen ??","2015-12-10 17:37:56"
531,50,dca818f975c74bca,"Gar nicht lange fackeln, wer von den Ausländern kriminell wird, sofort raus, das ist das einzige was die verstehen","2015-12-10 17:37:56"
532,50,c7adb22953b3a915,"Mehmet heist jeder zweite von den verlogenen ,kriminellen Gesindel.In Syrien wird sollches Pack gebraucht hier nicht.","2015-12-10 17:37:56"
533,50,08aa228ef84beaaf,"Weil in der Türkay muss er arbeiten, in Deutschland kriegt er alles von Stadt. Der Drecksau muss für immer da bleiben !","2015-12-10 17:37:56"
534,50,8519e8920e43167c,"Wenn der Staat das zulässt, ist er nicht mehr zu retten.","2015-12-10 17:37:56"
535,50,e4eda363834e564f,"Ich gedacht-DIESE THEMEN-schon längst erledigt,ODER ???????","2015-12-10 17:37:56"
536,50,7cabcb48f78181a1,"bei der Masse die kommen spielt das keine Geige mehr","2015-12-10 17:37:56"
537,50,dcd77822d8d9e101,"ich hätte einen Platz für ihn ( Mehmet ) in Bayern ( Dachau kann er platz nehmen , seuche Leute brauchen wir hier nicht in Deutschland)","2015-12-10 17:37:56"
538,50,41cbe8ca3f563e00,"der gehört für immer weg gesperrt","2015-12-10 17:37:56"
539,50,33e8f7e2f11a48ee,"Ab nach Syrien... Du Pfeife!!!!!!!!!!!!!!!","2015-12-10 17:37:56"
540,50,4b7cb1c2fbc50f69,"Er dürfte überhaupt nicht mehr einreisen keine Frage auch wenn viele Straftaten  Verjährt sind und Vorbestraft bleibt vorbestraft  somit müsste sofort die Gesetze entsprechen schnell geändert werden dass sowas nicht mehr einreisen darf ob die Eltern hier Leben oder nicht   wurde oft genug verwarnt und angedroht damals sowas muss man nicht mehr in München haben","2015-12-10 17:37:56"
541,50,e970b451015c2e94,"Wir haben schon genügen Moslemischen Dreck in Deutschland. Er soll bleiben wo er hin gehört.","2015-12-10 17:37:56"
542,50,c32b56b998e591e2,"Wollen wir wetten das er doch darf ? In diesem Land wundert mich nichrs mehr.","2015-12-10 17:37:56"
543,50,520bf9edcd9e6e19,"Krimminelle Volksvertreter ab nach Guatanamo, oder?","2015-12-10 17:37:56"
544,50,06ce0d38b8104ac1,"Gefährlicher Intensivtäter (16 Einbrüche, Rauschgifthandel) in Dresden aufgetaucht. Und jetzt auch noch das.","2015-12-10 17:37:56"
545,50,1a420d3c0690eea8,"ohne Worte.....","2015-12-10 17:37:56"
546,50,ddb16fc5f92f519d,"Wie wir ja jüngst erfahren müssen, 
bekommt die Ausländerkriminalität eine neue Qualität.
Köln hatte sich die Silvesternacht auch anders vorgestellt.
Sexuelle Übergriffe und Raub 
mussten kölner Frauen und Gäste Kölns über sich ergehen lassen.
Hier sollte sich die ""Mutter von Köln"" wie auch Mutter Angie gründlich überlegen, 
ob sie immer noch an ihrer euphorischen Willokmmenskultur festhalten möchten.
Der Bogen ist schon längst in unserem Lande überspannt, und der Geduldsfaden 
der Deutschen Bürger wird bald reissen.","2015-12-10 17:37:56"
547,51,37df040aec3a637f,"Nicht ""bald"" erst bei uns sondern JETZT SCHON!","2016-01-25 13:30:27"
548,51,734c729a957ff795,"Na super !!!!","2016-01-25 13:30:27"
549,51,7c614e8de9cbf6e8,"Das ""bald"" bei uns ist etwas für Blinde. Es ist schon lange so","2016-01-25 13:30:27"
550,51,d733269e09fb0529,"Das ist eben wie zu finstersten DDR-Zeiten- da wurde das Volk auch schon für Dumm verkauft und unwissend gehalten!  IM Erika kennt sich ja damit bestens aus!","2016-01-25 13:30:27"
551,51,a7f3f279e15fbcd7,"Wenn man es verschweigt, dann ist es nie passiert. Warum lässt man sich sowas gefallen. Ich versteh das nicht.","2016-01-25 13:30:27"
552,51,9300fffaab2c2f62,"traurige Gesellschafft","2016-01-25 13:30:27"
553,51,66014c9a9823a8f9,"Man könnte meinen das die Merkel den Deutschen den Krieg erklärt hat und keiner will es war haben.....????????","2016-01-25 13:30:27"
554,51,f7e1b794f33946c1,"Ey wo ist der Sinn die scheiße geheim zu halten ???","2016-01-25 13:30:27"
555,51,922bfc35eb661ac2,"NIE wolte ich die DDR zurück !
ich muss aber einräumen das man sich dort SICHER und frei auf den strassen bewegen konnte ! es gab KEINE sogenannte ""NoGoAerea"" !","2016-01-25 13:30:27"
556,51,65707cdd51c283b8,"Alter Schwede ......ich dachte die sind die glücklichsten Europäer .....nach uns natürlich wir sind die Besten bei uns Hängt der Schampus  auf den Bäumen. ...","2016-01-25 13:30:27"
557,51,a8f9c2ecd79e94ae,"Genau solche Trottel wie bei uns...","2016-01-25 13:30:27"
558,51,37df040aec3a637f,"DDR war dagegen Gold wert. Da waren um dich herum nur deutsche und keine teppichficker die dir wegen nichts auf den Sack gingen!","2016-01-25 13:30:27"
559,51,80293880c6a47d54,"Gibt es denn wirklich noch welche die der Merckelchen glauben ?","2016-01-25 13:30:27"
560,51,1522f270d4ef5cd1,"Solche Vertuschungen sind bei uns auch Standard!","2016-01-25 13:30:27"
561,51,9a9d942197ef438e,"Ach jetzt werden da auch schon Maulkörbe verteilt ,das Volk muss ja auch nicht alles wissen !!!","2016-01-25 13:30:27"
562,51,49450f9e3bd0e8b5,"Was soll da besser sein wir werden alle nur beschissen","2016-01-25 13:30:27"
563,51,9b198cd075defc41,"ist doch bei uns nicht anders","2016-01-25 13:30:27"
564,51,8db67472b2ecc10c,"Bei uns war das schon lange.....","2016-01-25 13:30:27"
565,51,2520328049e5d819,"wer hat sich da mit wem abgesprochen? und sein Volk belogen?","2016-01-25 13:30:27"
566,51,e129499613dec358,"In der DDR gab es so etwas auch...man hat uns den Ausweis weggenommen und es gab eine Zuweisung in eine Gemeinde mit Arbeitsplatzbindung! Und dazu noch eine Liste in welche Städte wir nicht dürfen! Jetzt verherrlicht mal nicht die DDR.","2016-01-25 13:30:27"
567,51,9faa0477cf17ff4c,"und was ist ist bei uns?","2016-01-25 13:30:27"
568,51,f16edd5c692d3c11,"Das hier ist auch sehenswert! https://www.youtube.com/watch?v=0VQ3vJAHqlY","2016-01-25 13:30:27"
569,51,83cd77d417830305,"Wie weit möchte ein Land kommen das seine eigene Bürger belügt.","2016-01-25 13:30:27"
570,51,37df040aec3a637f,"Lieber 679357658a496b6a, lies was ich geschrieben habe und nicht was du gelesen haben willst! Ich meinte: die DDR sei DAGEGEN (also was hier gerade abgeht nämlich der mord an einer ganzen Kultur und Nation) Gold wert. Und ich kann gar keinen verraten haben weil ich Jahrgang 85 bin, du Klappstuhl!!!  Vollidioten sind hier immer unterwegs echt ey.... *kopfschüttel*","2016-01-25 13:30:27"
571,51,071949bb9562ec1d,"Ist doch in Deutschland sehr wahrscheinlich genauso. :(","2016-01-25 13:30:27"
572,51,652d7910b2af246d,"Das ist hier ja auch schon so, hat man ja spätestens an Neujahr gemerkt! Es ist so traurig, Europa ist beim Thema Flüchtling zu Nord Korea geworden!","2016-01-25 13:30:27"
573,52,38f9127bf970fc27,"Was lernen wir daraus? Stefan ist ein Vollidiot und Hakim ist ein Arschloch, könnten also Seite an Seite bei Pegida mitmarschieren","2016-01-23 16:02:01"
574,52,73acb7704f8f3c31,"Worte eines Feigen, Morallosen groß Sprechers. Für sein Land und seine Freiheit zu kämpfen hat nichts mit Wehrpflicht zu tun","2016-01-23 16:02:01"
575,52,981b9b3c85c4edd8,"Ich habe den größten Respekt vor jedem Deutschen Soldaten. Während die einen wimmernd flüchten und Frauen und Kinder im Krieg zurück lassen beweisen die anderen Mut und Ehre","2016-01-23 16:02:01"
576,52,db8836671072df45,"Jeder der für  Deutschland in diesen Krieg zieht ist nichts weiter als ein Mittäter und Kumpan des US-Terrorstaates","2016-01-23 16:02:01"
577,52,366989f349a6fb91,"Tja die NVA hat niemals Soldaten ins Ausland geschickt, sie war im Gegensatz zur Bundeswehrmacht eine reine Verteidigungsarmee","2016-01-23 16:02:01"
578,52,a4338b9961a1729d,"Die wissen ja dinge über mich die nicht mal ich selbst wusste","2016-01-23 16:02:01"
579,52,73acb7704f8f3c31,"In einem muss ich Nathan Frey jedoch Recht geben. Amerikanische intressen haben nichts mit Freiheit zu tun. Nur deutsche Berufssoldaten können sichs nicht aussuchen wo die kleine Schwester vom Obama ihre Leute hinschickt.","2016-01-23 16:02:01"
580,52,4045c282afe1fd41,"Traurig aber wahr...","2016-01-23 16:02:01"
581,52,8da519c4de751204,"DIese ""Karikatur"" trifft es auf den Punkt !!!
Sowas kann man doch nicht einfach ignorieren und ins lächerliche ziehen aber viele werden erst dann schlau, wenn es in irgend einer Art und Weise die eigene Familie trifft !!!
Sie nennen uns Egoisten, da wir ja niemanden helfen wollen und aufnehmen wollen aber andersrum ist denen sowas egal, wenn man sie mit solchen Worten, Beispielbildern etc. konfrontiert ..
UNFASSBAR !!!","2016-01-23 16:02:01"
582,52,3a27d2d46f74352a,"So einen Müll posten und dann behaupten bei der Seite gäbe es keine Nazis! 
Schöne Patrioten seid ihr.","2016-01-23 16:02:01"
583,52,256d6a6d4edbd5e1,"Ist das so Malte Kasper?","2016-01-23 16:02:01"
584,52,ac6176d7f710d76c,"Wer freiwillig zur Bundeswehr geht und damit die Interessen der USA im Einsatz vertritt, hat das Prinzip nicht verstanden.","2016-01-23 16:02:01"
585,52,b10269d5c0bfc924,"So sollte es auch der letzte ,, gutsmensch"" hier verstehen können....","2016-01-23 16:02:01"
586,52,fe69fbb1966047bf,"....wenn Stefan das Kriegshandwerk lernt braucht er sich noch nicht wundern wenn er in den Krieg muss....","2016-01-23 16:02:01"
587,52,3bdd86201bc54ba5,"Dank der verträumten Politiker hahahahahahaahah","2016-01-23 16:02:01"
588,52,a9ad08e898841376,"Ihr seid keine Patrioten, ihr seid Volldeppen!!!","2016-01-23 16:02:01"
589,52,2f92d288b5a1982f,"so ist es","2016-01-23 16:02:01"
590,52,dd4491457ae4c502,"https://youtu.be/EZ1_MthkQis 
Sollte man sich mal ansehen und teilen ein Video aus den Neunzigern.","2016-01-23 16:02:01"
591,52,93f79b2ebefb3565,"Schade das die Patrioten einen ehemaligen kinderstar für ihre Zwecke missbrauchen. Und waren die grabscher nicht aus Syrien sondern Nordafrika???!!!","2016-01-23 16:02:01"
592,52,9df467567bdc93b3,"Das findet sogar der Peter Lustig ....","2016-01-23 16:02:01"
593,52,4f00499ba0d2fc38,"ja der text ist für harz 4 leute! auch wenn ich in der schule keine helle leuchte war, sage ich hier das es primitv ist","2016-01-23 16:02:01"
594,52,a3055132f2d9d7fd,"Mit der Erklärung könnten es vielleicht auch die Gutmenschen kapieren :-)","2016-01-23 16:02:01"
595,52,d119d2ddea519758,"nja, schaut euch mal die herkunft der täter an, sind alle aus sicheren ländern.. syrer habe ich jetzt keinen rausgelesen...^^ ein wahrer flüchtling, der vor dem krieg flieht, rennt A) net ohne familie weg und B) benimmt er sich in sicherheit so :)","2016-01-23 16:02:01"
596,52,98aaee759301958a,"Solche Texte sind widerlich, alle über einen Kamm zu scheren.","2016-01-23 16:02:01"
597,52,98aaee759301958a,"Ich lebe gerne in meinem Land. Aber ich bin entsetzt welche Töne und","2016-01-23 16:02:01"
598,52,98aaee759301958a,"Fortsetzung.......mittlerweile herrschen. Menschen aus den Kriegsländern brauchen unsere Hilfe. Spitzbuben brauchen wir nicht, weil wir selbst genug haben! Stimmungmache ist absolutes Gift und völlig unnötig.","2016-01-23 16:02:01"
599,52,3fb3c57cf389cab9,"Das ist das Problem! Ich bin dafür dass alle Nicht-Kriegsflüchtlinge sofort wieder zurück geschickt werden. Die, die sich hier nicht benehmen können oder kriminell werden, sofort raus! Aber die wirklichen Flüchtlinge aus Syrien mit denen in einen Topf zu werfen ist mehr als asozial!","2016-01-23 16:02:01"
600,52,710dbb98c8e4caa0,"51f889d8fff074cc ist aber so","2016-01-23 16:02:01"
601,52,ca465356266ba899,"Patriotismus ist sowas von dumm. Wieso denken alle, es sei ne riesen Leistung hier geboren zu sein? Ihr habt nur Gülle im Kopf und nix erreicht in eurem Leben.. Aber immerhin seit ihr von Geburt an total geil. Glückwunsch.","2016-01-23 16:02:01"
602,52,7c24cf8a66e54017,"02c121df058b945c du oder?","2016-01-23 16:02:01"
603,52,b96b3c82748d593a,"Was für Mist wird hier verbreitet, unter dem Deckmantel des Patriotismus, und dann kommen die noch dazu die das gut finden.","2016-01-23 16:02:01"
604,52,46cde8dc5e475d3f,"Wieso sollen syrische Zivilisten Krieg führen müssen? Schwachsinn...","2016-01-23 16:02:01"
605,52,13a0a73dd6206713,"Diese ganze hetze geht mir auf den Sack . Wann peilt Ihr endlich das Ihr nicht alle in einen Topf stecken müsst . Letztens wurde ne Bank ausgeraubt . Alle dachten es sei ein Flüchtling  ohhhhhh und was kam raus ? Ein Alter Mann hat die Bank überfallen . ABER ERSTMAL ALLE BESCHULDIGEN. Wie immer .","2016-01-23 16:02:01"
606,52,cb457f9a70c493fe,"auf den Punkt gebracht, armes Deutschland.","2016-01-23 16:02:01"
607,52,bbc4cab20e4a3be5,"Daran sieht man das alle Hakims schwanzlutscher sind","2016-01-23 16:02:01"
608,52,bbd62ff9ef6a1d01,"@13a0a73dd6206713 ...Und warum hat der alte Mann die Bank überfallen? Weil unsere eigenen Leute schon verarmen und sich oft nicht mehr zu helfen wissen !!!!","2016-01-23 16:02:01"
609,52,11ff808aca6577c0,"Das finde ich zum kotzen ! ?Jetzt hetzt ihr schon die Kleinen auf ? Ziehen wir uns doch die nächste Nazigeneration auf !","2016-01-23 16:02:01"
610,52,79d6a1afbb06752d,Hihi.?,"2016-01-23 16:02:01"
611,52,9ff2a901db9fcc76,"na dann passt doch alles, ihr habt alles richtig gemacht ihr politiker  ihr bahnhofsklatscher und teddybär werfer","2016-01-23 16:02:01"
612,52,f5879b7ada503619,"Das man eines der größeren Vorbilder unserer Kindheit dazu missbraucht sowas zu vermitteln.. Wenn das schon sein muss dann zieht solche Leute nicht mit rein.","2016-01-23 16:02:01"
613,52,49688fd744755065,"Ist was dran ! Armes Deutschland","2016-01-23 16:02:01"
614,52,4541b3e13e892532,"Ich frage mich. Wie klein muß ein Hirn sein, um so einen Mist zu posten.","2016-01-23 16:02:01"
615,52,2bcce3a32fe6018e,"so sieht es aus!","2016-01-23 16:02:01"
616,52,1bb566247681fd10,"Haben wir nicht inzwischen eine freiwilligen Armee???","2016-01-23 16:02:01"
617,52,1c6914c49d37e33d,"Wie dumm ist der Stefan ?","2016-01-23 16:02:01"
618,52,d41d3c0b3d9747f6,"Traurig  aber wahr.lassen Frau und Kinder  zurück. WAHRE HELDEN LASSEN  KEINE  FAMILIE  SCHUTZLOS  UU","2016-01-23 16:02:01"
619,52,f7722fe77bf7bc82,"Ist das hier ein Haufen feiger Salonnazis und frustrierter Fremdenhasser. Selber haben wir alle nicht einmal ansatzweise eine Ahnung, was es bedeutet wirklich Angst um sein Leben und das seiner Angehörigen zu haben. 
Aber dafür kann sich ja man aus seiner deutsch-nationalistischen Komfortzone über Flüchtlinge echauffieren. Beim Anblick dieses widerlichen, zynischen Bildes, das nicht nur das Leid der Bürgerkriegsflüchtlinge und -opfer verhöhnt, sondern auch die Berufs-Soldaten der Bundeswehr für einen angeblichen ""Wir-gegen-euch"" Kulturkampf instrumentalisieren soll, wird mir schlecht.
Ich weiß nicht wer oder was sich diese Mär vom ""Patriotismus"" ausgedacht hat, aber in solchen Momenten schäme ich mich, dass unsere Sprache und Kultur von selbst erklärten ""Rettern des Okzidents"" für dermaßen abstoßende Mittel missbraucht wird.","2016-01-23 16:02:01"
620,52,5362dae9c377521c,"80be4ead6c71bc03 Ja klingt komisch ist aber so haha","2016-01-23 16:02:01"
621,52,39b51676771d8b76,"Geil ? wenn die Zielgruppe solcher Posts auf dem Niveau von 5 jährigen Kindern aufgehetzt wird, ist meine Welt noch in Ordnung?","2016-01-23 16:02:01"
622,52,a0813d6a15173de1,"677157b95bee1fda richtig kranke nazis hier alle!?","2016-01-23 16:02:01"
623,52,1e53367971fa7ea3,"bei peter kann man noch was lernen","2016-01-23 16:02:01"
624,52,cb15b38b2ace1064,"Der Peter ist echt lustig ??","2016-01-23 16:02:01"
625,52,018eda97f79911e2,"Ihr großen Idioten...ES GIBT KEINE DEUTSCHE SOLDATEN IN SYRIEN! Und wo steht es fest, dass Flüchtlinge aus Syrien Frauen begrapschen? Man hat vor allem von Nordafrikaner geredet und Syrien, wenn ihr das nicht wisst, befindet sich nicht in Nordafrika....IHR seid Verbrecher, mit eurer Hetze, Hass und Ignoranz....ja, eure Ignoranz ist verbrecherisch.","2016-01-23 16:02:01"
626,52,4a7e5248cc77f431,"c24d75ec8fb14bbb wir müssen des hakim zeigen ahahahahah","2016-01-23 16:02:01"
627,52,ba8a71d018616e46,"wer sich so eine scheiße nur ausdenkt.....","2016-01-23 16:02:01"
628,52,269a6a3875ea50ab,"jeder kann sein schicksal für sich selbst entscheiden, versetz dich in die lage eines menschen im krisengebiet. du würdest auch flüchten

und wer soldat wird ist eh selbst schuld

denken und dann posten ist die methode","2016-01-23 16:02:01"
629,52,dc77433d4b600106,"0487530cd0db9917 Nicht nur Die ANTIFA Lappen scheissen sich ein wenns rund geht ...","2016-01-23 16:02:01"
630,52,020535ecf5b5cfe0,"Nicht gaaanz richtig, denn Stefan hilft (ohne es zu wissen) mit Hakim's Land zu zerbomben und sorgt so dafür, dass auch der Rest von Hakim's Familie  flüchten muss. 
Frau und Kind von Hakim's haben die Flucht nicht überlebt. ..","2016-01-23 16:02:01"
631,52,b99e68b93d871592,"Nominierung zur größten Sch***, die ich heute bei FB ""lesen"" musste! Respekt!","2016-01-23 16:02:01"
632,53,53a4c13d99172b7f,"Undenkbar in der heutigen Zeit","2016-01-23 20:58:11"
633,53,750f989b1724f91b,"Da durfte frau noch nicht mal waehlen oder studieren und was zu hause hinter verschlossenen tueren los war moecht ich lieber auch nicht wissen. Da war an frauenrechte kaum zu denken. Nein die zeit wuensch ich mir nicht zurueck!","2016-01-23 20:58:11"
634,53,aef2bedf36f0aaf4,"da gab`s aber auch keine  Frau Angela MERKEL !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","2016-01-23 20:58:11"
635,53,c50860a50f0bae57,"Mußt ja nit über 100 Jahre zurück gehen. Reichen schon 10 Jahre. 

Bestes Beispiel Love - Parade in Berlin stellt euch mal das in der heutigen Zeit vor. Das wäre im Massaker geendet.","2016-01-23 20:58:11"
636,53,9b5b81cc9399c812,"Wie sehr wünsche ich mir in dieser Zeit geboren worden zu sein..","2016-01-23 20:58:11"
637,53,cb37b2d3f05e5e6c,"1960/1970 war die Welt in Deutschland auch noch in Ordnung. Auf Youtube zbs. gibt es aufnahmen über München 1971.","2016-01-23 20:58:11"
638,53,c7b9ad3cbdfe7a53,"Das ist nicht nur Berlin, da ist auch München und London mit dabei. Aber trotz alle dem war es bisher die schönste Zeit die diese Erde zu bieten hatte.","2016-01-23 20:58:11"
639,53,3f9d3b721f0de345,"sind wir als frauen ehrlich ... um 1900 wollen wir auch nicht leben. es war eine männer bestimmte gesellschaft und die frauen waren für -kinder kirche, küche- da. aber unsere großmütter und selbs-noch unsere mütter haben uns das recht auf gleichstellung und selbstbetimmung erkämpft. ich habe also keine lust auf eine islamisierung in der wir frauen wieder keine rechte haben. wir frauen . flüchtlingen(es kommen ja nur junge männer..... wo bitte sind die frauen und kinder???)begrabschen zu lassen..... auch von keinem deutschen! ich hoffe inständig, dass sich endlich was bewegt und straffällig asylanten sofort und ohnen umschweife absgeschoben werden.","2016-01-23 20:58:11"
640,53,481bc7e81f5127f3,"Zumindest gab's diese Politikversager nicht.","2016-01-23 20:58:11"
641,53,9f6355b7b06f206d,"Also wenn ich mir das so ansehe wirkt es sehr beruhigend und zaubert ein lächeln ins Gesicht! So friedlich","2016-01-23 20:58:11"
642,53,2fe6d2d193f4b987,"Das stimmt, da war es noch friedlich auf den Straßen","2016-01-23 20:58:11"
643,53,99e22e94956dc072,"Wie gerne hätte ich eine Zeit maschine und würde mich in die Zeit zurück reisen um zu gucken wie es früher war würde mich echt mal interessieren","2016-01-23 20:58:11"
644,53,b3dea09c461caed6,"Geiles Video . Geile Zeit... Die Leute haben nichts gehabt... Aber sie sahen glücklich aus und waren auf der strasse am spielen..","2016-01-23 20:58:11"
645,53,dd12651d78eaddc3,"d3522b6087109c66 das waren noch Zeiten was ?","2016-01-23 20:58:11"
646,53,ad937d51df54059f,"Man braucht gar nicht so lange zurück gehen, um festzustellen, was wir noch für eine schöne unbeschwerte Kindheit und Jugend hatten. Wir konnten uns noch so frei entfalten, wie wir es wollten und mussten keine Angst haben, das an jeder Strassenecke Gefahr auf uns lauert. Da gab es noch den lieben Polizisten von nebenan, der alle beim Namen kannte und auf seine Schäffchen aufpasste. Und das sagt euch jemand, der im seinerzeit schlimmsten Ghetto von Berlin aufgewachsen ist. Egal wie, uns wird Angst und Bange, wenn wir ernsthaft darüber nachdenken, welche Zukunft unseren Kinder in Deutschland bevorsteht.","2016-01-23 20:58:11"
647,53,c9ef782cbd1f2032,"das wahre deutschland  wie wunderschön","2016-01-23 20:58:11"
648,53,fb88e222ad5f359e,"Ein Zukunftsziel...","2016-01-23 20:58:11"
649,53,8a77d2b8c1d292c9,"Schon mal daran gedacht das das so ziemlich jede Generation sagt, meine oma sagt sie ist in der besten zeit aufgewachsen meine Mutter sagt ihre Jugend war die beste
Usw usw","2016-01-23 20:58:11"
650,53,bd4b04a6a7836c04,"Sehr schöne Aufnahmen.","2016-01-23 20:58:11"
651,53,b4090d7978e68f50,"68bc3d21b22b7147 DAS waren noch gude zeiten eh :DDD","2016-01-23 20:58:11"
652,53,9ace3a3c0bc0bcde,"War da bei 30 Sekunden ne Ami Flage ??","2016-01-23 20:58:11"
653,53,8a1242d0e44405c2,"Alles ist besser als diese Digitalisierte-Vegane-pädagogischwertvolle-Ischfickdeinemutta-Generation!","2016-01-23 20:58:11"
654,53,4c5d38b1d75ba4ca,"Berlin gab es auch mal in sauber? Und ganz ohne Dönerkaschemen, kaum zu glauben... ;-)","2016-01-23 20:58:11"
655,53,2327a770709bc896,"Vor allem architektonisch ist Berlin heute eine Drecksstadt. Das liegt nur teilweise an der menscheverachtende Bauweise nach dem Krieg. Schon vor 45 hatten vielfach ""moderne"" Stadtplaner schöne, alter Architektur abgerissen.

Ich habe mal vor Jahren dieses Video gemacht, in dem Berliner Plätze einst und jetzt verglichen werden. Da kommen mir jedesmal die Tränen:

https://www.youtube.com/watch?v=t0DcrrSWcP0","2016-01-23 20:58:11"
656,53,43ac04798bd97ac3,"Da gab es noch Anstand und Respekt!","2016-01-23 20:58:11"
657,53,f0d9bd582064ca58,und?,"2016-01-23 20:58:11"
658,53,66014c9a9823a8f9,"Man hat uns unserer Zukunft beraubt.... in Zukunft weniger Spaß.....am besten gar keinen mehr..... wenn es nach Merkel geht??","2016-01-23 20:58:11"
659,53,8e88bae922eb7b3e,"Das ist Kultur ?","2016-01-23 20:58:11"
660,53,8da519c4de751204,"Mit asylantischen Alibabas sicherlich !!!
Deswegen, GRENZEN ZU !","2016-01-23 20:58:11"
661,53,0dcbfee60b7bce46,"Da bekam man auch noch eine ordentliche Strafe, wenn man sich an Frauen oder Kindern vergriffen hat. 
Heute kriegen solche Täter höchstens im Knast, durch andere Insassen ihre gerechte Strafe. ?","2016-01-23 20:58:11"
662,53,c2a33005dd0e5e72,"Zucht und Ordnung!! ...ist Geschichte","2016-01-23 20:58:11"
663,53,82c17d4aa5815261,"Des war noch ne schöne zeit a9a9993c3bad8137","2016-01-23 20:58:11"
664,53,b8698d36a1a16d36,"ein traum","2016-01-23 20:58:11"
665,53,122168cd14fa69e1,"Verrückt - genau den Film hab ich mir vorhin von der Festplatte angesehen. Was für ein Zufall. Total bewegend, die Bilder.","2016-01-23 20:58:11"
