id,text,hs
31720,"iki insanin cani bin koltuktan degerlidir . bolucu , ayrmc , otekilestirici , nefret soylemleri siyaset yapanlara , kardesi kardese krdranlara lanet olsun . !",1
45005,reissozverildi tarmaatama @ user @ user tarm soz istiyor atama bekliyor,0
41773,"@ user prof unvan yorumlar yapnca yaksmyor ! prof unvan hakikati konusur , donemine gore digil .",0
18798,@ user puanyanmadan pakdemiratama bizlerde ulkenin evlatlari vatanini topragini seven gencleriz . kimse sesimizi.duymuyor . . kurum talebine onay varken bizim hala dpbde bekletiliyor sn bakanim 2016 puanlarimz yanmak uzere lutfen onaylayin,0
17461,tuvaletin kapsn acamaynca dolu oldugunu dusunup kapsnda bosa bekliyomussun bi hayat,0
10082,feyenoord ligin cok gol yiyen takm cambuur un atamamas bence sadece sanszlk olur .,0
39464,"@ user al birini vur otekine , yazklar olsun soyleyecek soz bulamyorum .",0
14376,soylemessem icimde kalicak benim eski bolge mudurum tam bir yavsakti bilim boyle tuhaf bi serefsizdi . insallah tweete bir yerlerde denk gelir,1
10664,mira dogdugundan beri ev sevgi yuvas,0
22321,"insanlar iki sekilde kaybedilir ; elinde olmadan yitip gidenler ( ) , digeri harcanp kaybedilenler . sevdiklerin giderse ac verir . kaybetmeye alslmaz cocuk !",0
11839,@ user @ user senin abinde senin kz kardesinde allah belasn versin,1
11899,ay ben yine samimiyetsiz saatlerime geldim iyisi yatmak,1
31645,"cocuk tecavuzleri , organ mafyas , fakirlik , copten ekmek toplayan insanlar bir taraf doyuramadgmz icin kendi bedenini satan insanlar gordukce durumu birlikte @ user .",0
36988,anlyoruz ; insanlarn islemeyen sistemler sistemlere adapte olmus insanlardan yana skntlar var . evet bir gercek !,0
31860,@ user gundeme dair aglamalarm desenize bekle aglyorsun avukatlarnla birlikte belgeler sandklar kontrol edilir gerekirse yeniden saylr avukatlarnn huzurunda hile yapmazlar herhalde,1
23106,"yuz bin asker olsa yezid krlmaz , eli zulfikarl ali olmaynca . pir sultan abdal",0
41103,yaklask 1 ayn sonunda spora geri donus yapcagm icin heycanlym sebepsizce sizle paylasmak istedim,0
24581,patron diyorki dun depremi hissettiniz mi ay evet hissettim diyorum . onu gec gizemcim senin kesin kafan guzeldir . diyor hahahahahah,0
31052,sabah sabah icime kurtlar dusuren bir twit okudum magnum kac para olmustur kvranyorum,0
30618,"@ user tuhaf ; hic birimiz mukemmel degiliz , mukemmeliyetciyiz .",0
46026,sallandk . allah hepimizi korusun . gecmis olsun # deprem,0
28701,hata yaptm bilmiyorum yoruldum . umut insan savasmaktan cok yoruyor . hele bos umutsa .,0
13740,@ user yok cifte nikah yapalm sizi cagrdm : ),0
14903,@ user demba ba oynamaz bjk anlat zaten +feneve yararl is yapmaz : dddedigim beto guzel kalecidir is @ user te biter kendi tarafn yine otobana dondurmeli,0
10125,net olmadan adm atarsanz illaki birgun ayagnz burkulur yuzden zamana dikkat etmek gerekiyor tek telafisi olmayan sey  zaman  .,0
25198,geceyi son ses ebru gundes kapatyoruz ...,0
20657,"seviyosan eger mutlu edeceksin , mutluysa mutlu edecektir .",0
45154,@ user osmanl ( ataman ) turkleri hakkndaki olumsuzluklar anlatmssnz ! osmanl imparatorlugu dogu roma imparatorlugun varisi olan `` turkish empire '' dr . butun dunya boyle tanyor ! ayrca osmanlnn varisi biziz & tcyi kuranlar osmanl imp vatandaslardr ! sonuc bize yeter !,0
17995,@ user baki zaman gelmis goreve hemde transfer komitesine yazk olmus .,0
31062,turkiye  rkclk m var ? nefret soylemi degil midir ? proje vallahi..,0
16511,+hayatnz duzene sokmak icin neler yaparsnz ? -uyurum,0
24883,@ user nisanlnz aramyor ? burada degil .,0
20133,size almanca kufrederim sinir etmeyin beni,1
45742,"yasam olume odedigimiz bir bedeldir , tersi degil . yasammz kotulestikce fazla oderiz , iyiye gittikce ucuzlar . john fowles",0
28576,"@ user city 10 yldr falan populer , nerden geldi sana city ask ?",0
25725,3 . havaliman apronunda thy'ye ait boeing 737 panama bandral tanker carpst ... kurtarma calsmalar devam ediyor ...,0
16275,boyle uzunca bir sure uyuyup bilimin dunyay ele gecirdigi bir donemde uyandrlmak istiyorum . uykuda olurum . kotu ihtimal bile su andan iyidir .,0
20303,"bilmem nereden gelmis , kap kap dolasp mubarek bayram oncesi dilenen iki kadn geldi kapya ; ben musluman degilim ablacm deyip yolladm e degilim , napym ayol ? ihtiyacm var dese eyvallah , mubarek girerse bye bye",0
40521,@ user ayn degil farkl olan,0
19603,@ user bari brak linci ben yiyim hayatmda ilk geldigim bitliste kadn yolcuyu azarlad sehirici dolmuscusu kavga ediyordum millet araya girdi utandm insanlgmdan,0
24253,@ user sana cirkin demedim fotonu ceken birine tesekkur etmek yerine arkasindan sallaman itici geldi thats alllll bana salliyorlar annecim bosver adriana limaya cirkin diyen var burasi boyle bi ulke .. ! ! !,0
12718,inandikca cok sarilacaksn bana guvendikce mutlu olanlar,0
13010," kucuk hanmlar , kucuk beyler ! sizler hepiniz gelecegin bir gulu , yldz ikbali sgsnz .  m. kemal ataturk 23 nisan ulusal egemenlik cocuk bayram kutlu olsun ! # 23nisankutluolsun",0
17797,@ user @ user hangi ipin ucunu tutsak gelinin nokta malesef oras ! .. sadece detay icin degil hersey ! ..,0
43443,@ user aynen oyle buda bozuk duzenin gostergesi .,0
35335,keske gerceklestiremedigim hayallerim icin ac cekmeyi birakabilseydim .,0
16760,"@ user bencede erdogan' savunmaniza sayg duyarm , suriyeliyi savunmaniza asla . cocugumun gelecegini mahveden bir rk savunursa kzarm , size ozel degil .",1
38068,mali musavirler olarak sozde degil gercekten ddinlenebilecegimiz azndan 20 gun angaryadan uzak tatil diyoruz. # gercekmalitatilistiyoruz,0
26390,"kitap , adndan anlaslacag uzere , iki karakter cevresindeki insanlarn hikayesini ele alr . kitap , 1875 ylnda yaymlanr . dikkatimi ilk ceken , donem istanbul'unun , cok kulturlu halidir hal kitap karakterlerinin kokeninde kendini belli eder .",0
41370,dun eyup sultanda oglumla yururken evli bir cift gorup icimden dilime dokulen guzel dualar kabul buyurur insaallah rabbim,0
32651,tum istegim hayalim,0
10191,"insanlar komik , onlar anlaman icin yeter mimik..*",0
40628,"kuzenimin eski sevgilisinin nisan fotograflarn gorduk arkadasm diyo malum nisan degildir , yakasna ceyrek falan takmslar 35 yasnda adam sunnet olmadysa nisanlanmstr dusunuyorum yine sen bilirsin tabi",0
42350,@ user @ user tamam zaten cumleyi soylemek icin can lazm . amma laf salatas yaptn ha,0
34929,oy lazm m oy ? omrumde bunca lider gordum lider olmay beceremeyen bir cb gormedim !,1
39863,@ user dogru soyluyorsunuz turlu hakaret iftira suclama bahceli tarafndan yaplmst cok enteresandirki olduysa oldu donun diyip cagr yapan yine bahcelidir .,0
20453,@ user olunce kefeninde siyah olur senin,0
32890,sabahtan beri evde tek basma ciftetelli acp twit okuyup bir yandan oynuyorum . gozlerim doluyor silip sonra guluyorum sonra yine oynuyorum ruh halim resmen bir desarj moodunda . duygu patlamas yasyorum . dsardan gorse direkt deli gomlegi kapm calar alr goturur,0
33531,@ user @ user @ user mayalamak tan kast devletin butun kurumlarna szmak ... feto ulkede mayalanirken hepiniz oradaydiniz ... tek basna soylem bile `` evet yaptk '' demektir . kandirilmadiniz .,1
40734,@ user ahdjsjd kskandm dedim bende aynsndan var duraym,0
29254,@ user ohaa bunlar adam taklaya dumene getirir valla,0
42518,hayatmda izledigim guzel sey djdnnxnxnnxnnxnxnnxnxnnx,0
37658,"@ user yalan soyleme yetenegi , ikiyuzluluk , dedikodu kotu alglanr fakat insann toplum olarak varolmasnn nedenidir , sonucudur.insana birarada yasama , kultur olusturma yetenegi verir . bunlar acga ckarmak toplum yasamn bireysel iliskileri bozar . guzel bir yaz",0
19135,@ user benim yetmiyor knk bir amele olarak uzdun beni : (,0
12029,dunyada aglamanin hic bi faydasi yok ben bunu ogrendim ...,0
19846,abdullah ciftci - 10 agustos abd ekonomi darbesinin sifreleri ... arka plan a haber.. : @ user araclgyla,0
38841,"bir orgutun uyelerinin bolunerek catsmas durumunda gorulen durumdur , yasanan surec . hainleri diger hainlerden ayran tek sey , feto nun iktidar kanad olmalardr .",1
38860,@ user evlilikte seni boyle egiten hanm kardesimin alnndan opup onunde saygyla egiliyorum,0
18206,"yan komsumuz yine formunda . kucuk cocuguna ; zaruke xelke mezin dibin akil dibin , yeme mezin dibin din u har dibin",0
40702,@ user kaostan besleniyorsun.arkadasmn pesini brak biraz romans taklyor,1
18611,baskanm sen dogrusunu bilirsin 2 forvet lazm @ user,0
11476,terazi burcu oldugum icin fesn stayling food art konularnda bilirkisi oluyorum otomatikman,0
13701,@ user kilonuzu nasl soyleyebiliyonuz dicem zayfsnz pwocmd gunaydn bebeeegim,0
42876,@ user ulan bir kere dunyann parasn baylp almstm ikisini . kievde olduklar olamadlar . buyu yapyor ibneler kievde,1
42075,"@ user 13 yasna kadar bende boyle dusunuyordum , sonra supermen'in film oldugunu ogrendim..cocukluk iste..",0
40662,tatil zaman geldi 1 hafta snaplerime maruz kalacaksnz,0
16798,sacn dokundugu an uykusu gelen tek kisi ben olmamalym .,0
17804,"sunu bi koyaym aslnda videoda eksiklikler var , srbstan macnda adamn ustunden asrtp soldan atak gelistirdigi pozisyon var , bi benzeri hareket kostarika macnn ilk yarsnda var , bunlar benim aklmda kalms unutmuyorum .",0
10527,"dsk torbas uluslararas kzlhac komitesi baskan peter maurer , turk kzlay'nn afrin operasyonu sonras suriyeli kurtler nezdinde itibarnn sfra yakn oldugunu soylemis ; alcak sefil ... sizin itibarnz soytar ?",1
18593,@ user @ user @ user sarky bizim dmleri okuyup yazma olmus ihtimali ...,0
19853,@ user adam piyasadan yavas yavas gidince dolarda yavas yavas yukselmeye baslad farkndamsnz,0
41961,@ user taktikleri uyguladm sonuc cevremde kimse kalmad : d,0
33635,"@ user @ user yldrm'n oy oran , onemli ilcelerde % 20'lerde kalrken imamoglu'nun dusuk oy aldg ilcede % 30'un altna dusmemesini cesitlilik olarak gorup basarl buluyorum . basarl bir yonetiml cesitlilik makasn hzl aclmasn saglayabilir .",0
32731,mecbur durumda kalmasam kapnzn onunden gecmeyecegim . srf sizi sectigi icin gonderici urunu satn almayacagm . sizi tercih edenide yolundan cevirecegim . diger firmalara kurban olun . insallah batarsnz .,1
40219,@ user off ben yarn gidicem yaa asr heyecanlym,0
14880,beyzayla zehraya ramazanda soft olcaz dedik bugun ucuncu gun zirvedeyiz ghjgfdgh zehra bir sey demek ister misin @ user @ user,0
18944,@ user iste ben onu diyorum.madem yaknndakiler bile istemiyordu destek oldular yuksek seviyeye gelebildi ? mhp dizayn edilen partilerden idiyse kuresellerce istenilmeyen rte'ye destek oldu ?,0
30629,aksam itibari istanbul  olacagm : ) bir hafta yokummmm,0
45854,caymn ustune soguk su katyorum artk bekleyemem lsn iceyim,0
39627,@ user ugurda duserek olmeyi goze ald buyuk ihtimalle ellerinde derin kesikler olustu fakat mesajn vermekten cekinmedi : `` asil millete bayragna nankorluk edilemez ! kadir-kymet bilen insanlga sahip ckan herkes bayrag yucelere tasmaya gayret gostermelidir '',0
34959,@ user @ user @ user @ user @ user @ user @ user @ user eklendi tesekkurler @ user etkinlik duzenleyen arkadaslar,0
39818,@ user tartsmaya ack m tabi lehmacun,0
29213,@ user satalm size snsjnssjc ben hic bi artsn goremiyorm cunku yok futbolcu olarak bi insan olarak kredisini turlu doldurdu ustune yaptg anlamsz hareketler beni cildden ckaryor : (,1
11347,@ user krbacm yaglyorum bitsin konum atarm,0
28850,@ user abi 1 ay sonra sozlesmesi bitiyordu lucescunun tazminat olmaz zaten,0
33080,"@ user ben , orada kimsesi olmayan genc kardesimin , cami hocasn alp evlilik birligi kurma cabasn cok cok takdir ettim . helal olsun ...",0
21284,senelerce dogruyum calskanm buyuklerimi saymak kucuklerimi korumak dedikte hani dogru adam hani calskan adam hani buyugune saygl vatandas ? ? ? bunlar papagan misali dile dolayacagnza zihinlere kazyn # okullardaandimizokutulsun,1
10229,eger sana kavusucaksam sonuna kadar bekliyecegim,0
25808,konu yine hoddeok'dan aclms jungkook hoddeok'lardan ( ust uste ygp ) kule olusturacagn sonra onu buraya yukleyecegini soylemis,0
29208,"@ user kapya bir yazt konulsun . uzerine  genclige soylevim  yazlsn . oras yol ugragdr . gecen , zaman okusun  ( saylav 2005 , 35-6 ) .demis . ilk duydum ilginc geldi ondan paylastm",0
17087,herseyimle dalga gecip kucumseyebilirsin aklmla alay edersen seni kucuk dusurmek icin onurunu krmak icin elimden geleni zevkle yaparm,0
31782,silivri soguktur bahardan sonra heryer yesillenir snr ...,0
43055,"avare oldum , serseri oldum terki diyarda",0
41831,"@ user abla , hayat kadar degisti artk insanlar ckarlar pesinde , fedakarlk , anlays bir sey kalmams . herkes srtn bi yere yaslayp gecinme pesinde malesef .",0
36764,ekrem imamoglu - binali yldrm duellosuna ust veriyorum arkadaslar,0
44911,"@ user olur akbeti hakknda bilgi versin ... iyi desin , iyiye gidiyor desin..",0
39438,@ user @ user @ user kotunun iyisi . yetisme sartlari cok amerikan ... fazla nato sal ... feto kivrikoglunun payi vardir ... milli gkb lerden olmasina ragmen . gecen gun ergin saygun un soyledigi laflara sasirdim . son tuncer kilinc boyle net acik konusmustu.nadirdir bir or un acik sozu,0
19002,@ user seninki macolugu sevmek degil koru korune aptal itaat etmek dusunce sistemine anlam verebilmis degilim gercekten,1
45360,sudan nijer'de yasanan sel felaketleri bir cok kisinin can mal kaybna oldu . sel yazp 3072'ye gondererek 5tl destek olabilirsiniz .,0
19350,izleyenler farkllarn gorecek sadece izlemekte kalacak hersey !,0
43483,@ user yok artk neler odododl,0
11937,@ user nice senelere guzel yaslara yllara ablam seviliyosun,0
39162,@ user hayrl olsun guzel bayan senin neyin eksik seyin guzeline layksn yazacaksn tabi,0
40667,yakn arladasm beni fatmagulun sucu ne'deki pis yengeye benzetiyor hsmdofocpacdgfcsud,0
36330,@ user @ user @ user kardes ikimizi birden ayartms ben boyle seylere gelemem hn fanlg hesabn kapatp hn anti hesabn acyorum gel yol yaknken sen bana katl,0
19098,kalbine sahip ck midemi bulandryo,1
32721,"zaman hemen radyoyu ac , bir sark tut .",0
21044,# pazar gunu 7 uyanmak sonra mukemmel bir pazar beklemek,0
13049,@ user tabi tabi oldu amima koyim gecc yarin basla tffde ek lan olmasi lazim falan bunun kurallari var maddeleri var salak salak konusmayin cezasi neyse,1
20704,@ user cok kzdrmssnz ilk attgnz twit karabuk u gaza getirmis,0
17071,a haber su an tayyip  in yenikap mitinginin tekrarn veriyor . inanilmaz .,1
16733,"@ user bunlarnkide ayr ceza : kazanrlarsa ozil gundogan sayesinde , onada rkc ruhlar dolaysyla sevinemiyorlar kaybederlerse , # ozil # gundogan golu atmadlar . bizimle uzgun , bizsiz hicler !",1
32755,ozunuze guvenmek icin fazla su icin,0
37539,@ user imsak vakti girdi namaz kalnr riske atma,0
27824,dogru soyleyin morata'y gondereceksiniz degil mi : (,0
18959,@ user gunaydn canm naslsn actnm marketi,0
28823,yanlzlk iyidir diyodum yanlms olabilirim benimde insan sevmeye sevilmeye ihtiyacm var sanrm,0
34473,kanyor halen fenerbahce . oyle bir gerdegi sen sevicilerin ckart yoksa 9 bosalp gitmistik zaten kansz sikeciler # 12mays2012,1
27325,zaman icimizden yonetici oldugunda geldigi yere insanlara srt cevirmeyecek ?,0
30254,"bi  bakmssn ben gelmisim dilim susar , elim dokunmaz olursa eger , bil varmsm yuregim saknr , gozum segirir , olur susmussam giyindigin ciceklerinin ard teninse karasndaysa gun bil kavusmusum magrur gozlerinden oper , sarlrm gozunu seveyim dikkat et kendine",0
14930,@ user adalet yok canm yakar sessizlik,0
42086,"koltukta korkunc bir sekilde yatarken doktor iceri girdi , boyle anlara cok guluyorum su an gorumcemle kahkaha atarak koltugu tekmeliyoruz",0
12123,"taslar dusuyor daglardan , uyandm bos uykulardan..",0
44809,goruldu atmak demek konusmak istememek demektir konuda bi anlasalm lutfen,0
15962,"sizin  olacak gibiydi , olmad.  dimi ?",0
24084,@ user bak bunuda ogrendik iyi oldu hee,0
31028,@ user 4-5 sene meslegimizi iyi sekilde icra etmek icin dirsek curuttuk devlette ozel sektorde hak ettigimiz degeri gormedik . artk yeter ! @ user @ user # 5bingidamuhendisi # gdamuhendisleriadilatamabekliyor,0
13779,@ user temel dede brakr m liderligi ? adamdaki heyecan goren iktidara yuruyor falan zanneder : ) ) ) gazlanmak kafa yapms,1
41462,"kanepede oturuyorum . yukar baktgmda gordugum sey , buralar sanldg kadar genis gostermiyor . yeteri kadar . hic . karar veremiyorum . kalkyorum . burada pencere yok . elimi uzatp alamyorum havaya braktgm .",0
31673, can esim  kavramn ciftlere evlenirken ikramiye olarak mi veriyorlar ?,0
17335,10 dakikadr yaklask 5000 kisi hakann sessiz yaynn izledik hahahhshss hakann sessiz yayn > > > > > > survivor panorama 2018,0
12132,"fikrimin ince gulu kalbimin sen bulbulu gun gordum seni , yaktn ah yaktn beni dinledikce rak kokuyor",0
31189,"'bunu bize yapmasaydn ' diyordum iyi yapmssn . senin bana attgn kazk sayesinde bana gercekten deger veren bir insan kesfettim . sen gitmeseydin surekli bagrdgn bir insan olacaktm , degersiz olacaktm simdi sevilen-deger verilen sayg duyulan bir insanm .",0
32126,cok sukur gunde has milli irade yok sayld ! # cumartesi,0
42596,"@ user @ user onlarn haberi olmadan olmuyor isler , bunu bilmeyen bileyim : / ! sinir zplatan bir durum yine .",0
45491,"@ user @ user kopruyu yerinde gorme imkannz oldu ? olcumlemesini , yap malzeme tespitlerini yapmaktan soz ediyorum . islamclk turkculukle bunun alakas var . kopru roma'dan kalms olabilir . su anki kopru buyuk selcuklu devleti tarafndan yaptrlms . tespit .",0
28674,kadar igrenc kokusmus oldugunuzu tekrar gorduk ulkeyi sizin gibilerden elbet temizleyecegiz ! . @ user,1
18097,uyku uyanklk aras bir haldeyim,0
15728,'annemin katilini bulma yolunda birine ask olacagm'l diziler guzel yldk mevsim fight for my way mevsimi yeter icim dsm intikam alan dizi doldu avukat kavga eden gormek istemiyorum yapalm oh my venus oh my ghostest basa alp 3673657. mi izleyelim nedir ?,0
12540,"valla eger sark teaser n altnda muzikse oyle bence vlive yaynnda yein in mrldandg ksm var , ben cok cok sevdim . # lovelyziscoming",0
30499,@ user yaa ? ? ben sadece ankarallar bilmiyor herhalde dusunmustum .,0
45452,hafta yeni bir kazq yeter artk bize yazq,0
43256,markette dondurma elimde erimis dolaptan yenisini aldm vicdan azab bunlar,0
14577,# butcedebedelli tam uyuyacagim diyorum 1 tweet atayim iyi gorurler diyorum..bakmisim yine sabahi etmisim . yine uykular haram olmus . @ user,0
12163,"bugun isteyen istedigi kolaylkda ucuzlukda zahmetsizce ulasabilir , durumun muhakkak bir anlam var",0
29218,tweetin altna paradan onemli bir sey yazn . ?,0
43962,"@ user tabikide tasvip etmiyoruz , secim doneminden beri suregelen kurt secmen chpnin arasna yaplmak istenenide goruyoruz . istanbulda kurt kokenli vatandaslarmzn sayesinde kazanlan secimden sonra , tabiki herkesin knadg yasananlar kullandklarn dusunuyorum .",0
16828,miramisbet 50tlfreebonus tesrifat frlats catal zpkn,0
16684,"@ user @ user bencede , iyi bir srk sevginin onemli gostergesidir , oozellikle popoya atlan",1
40859,"@ user @ user son cumleyi kacirmissiniz : schneider , genellikle transferler hakkinda sadece bittikten sonra yorum yapar  ... .",0
43566,"etik kurulu sahaneydi ... hazrla 45 milyonu , sozun var maa !",0
23438,@ user danistay cok onemli bir yargi kurumdur.hakimleride ulkenin iyi hukukculari arasindan secilir . karara itiraz yolu vardir . dunyanin sonu degildir . karara once saygi sonra itiraz akilci yoldur .,0
14261,"ilimizin gozu kulag olan yozgat yerel gazetelerimizden yozgat camlk gazetesi yaz isleri muduru tark ylmaz , yeniufuk gazetesi sahibi bekir caylak , ileri gazetesi genel koordinator erhan kayhan , yozgat hakimiyet yozgat haber gazetesi yaz isleri muduru ali ackgoz ,",0
12555,"bi insana cok kendi olmak yaksr , sana ben ( ( ( :",0
43198,bir arayan bir soranm var bi insann telefonunda hic mi bildirim olmaz,0
21120,"gunun sozu : herkesin uc kisiligi vardr ; ortaya ckardg , sahip oldugu , sahip oldugunu sandg vesselam ...",0
12265,@ user bence sen takmamay umursamaz olmay ogren faydasn goreceksindir .,0
19100,"iyiler erken olur derler , zaman olecegimi bilmiyorum sizden once olecegim kesin.. diriyken hayrnz oldu amk kimle bok pis isiniz varsa gorun benden uzak olunda .",1
28450,@ user @ user brak simdi durduk yere gitti gitmedi tesisler icin gitti arazi meselesi boku uzerinize cekmeye nekadar meraklsnz dunya sizin etrafnzda donmuyor bizi karalayamassnz sen kendi yonetiminin siyasi hareketlerine bak istersen hukumete yakn goruceksin ?,1
32405,arkadaslar cumartesi icin yakskl guvenilir saygl klsz ap istiyoruz.lutfen sadece ap ler yazsn,0
35652,"@ user @ user @ user batman bircok is adam var 2 , ben ikiden basladm 1 i sonra soylerim artk .",0
38733,@ user yanlslkla olsa size yazmas iyi olmus ... azndan bizlere ornek olur ... dogruyu bulmak adna instagram size yazmstm ... eylul 2018 magduru cok ... allah hepimize sabr edecek guc versin ...,0
37752,mutlu huzurlu gunler beylikduzunde oturuyor galiba aq,1
21337,@ user ben gecireyim millet yaparsa yapsn inekleri getirenler kadar para yedi arada belli degil,1
11650,@ user : ) bundan sonra yapacagm .. zararn neresinden donulurse kar,0
33840,"cocukken ask oldum , sevdanla buyudum ! # efsane112yasinda",0
13279,"iki fiyatl ekmek satsa basland.memurlar 14 , halk 27 kurustan ekmek almaya baslad.bunun uzerine sair olmak isteyen muteahhitler memur oldu .",0
10427,"yazklar olsun , seni sevmesini bilmeyenlere ; ey , gaml ulke ! yakup kadri karaosmanoglu , yaban # 18martcanakkalezaferi",0
28285,once aydan 3 yasndayken kazlarn srdgn ogrendim hayatmda bilgiye asr muhtactm tesekkurler aydan,0
11770,sabah sabah annemden yedigim tripleri ben sevgilime atmazdm neymis efendim kalkp sohbet etmiyomusum ilgilenmiyomusum,0
24867,"yaplan gorusmede ersun yanal 1,5 yllk sozlesme talep etti . karslkl fikir alsverisinin ardndan semih ozsoy gorusmeyi baskan ali koc degerlendirecek . kesin karar yaplacak ikinci gorusmenin ardndan netlesecek .",0
17776,ruyamda ozser'i bi dugunde dans ederken gordum ozge krmz elbise giymisti saclar dalgalyd serkan'n saclar su baya uzun oldugu donemlerde gibiydi galiba # kirazmevsimi 'nin bolum yaymlanacak olan dans sahnesi bilinc altma islemis,0
20134,"# npxs $ npxs/btc son 5dk'da % 3,45 orannda artt ! simdiki fiyat : 0,00000030 son pump bildirimi= 0 sa 32 dk once",0
33591,@ user yok bea atarsa belcika plakaya bile cok var .,0
15181,"bugun dolar 4.62 den kapand , yarn muhtemelen 4.90lar gorucek , yllarca hakaret edilen ecevitin sucu ds mihragnn olmamasmyd",0
38582,millete instagramdan kar kz yazar bize fake hesap sark soruyor amna mq boyle hayatn,1
34158,gereksizler bos konusur sen takma,0
33400,istenilen kisi simdi fosur fosur uyuyordur,0
42946,@ user @ user @ user eyt secimde hukumete ders vereceklerini soyledi ders verdi hukumet eytlilere soz vermedi ayrca binali bey su an yetkisiz,0
20146,@ user su ayse  nin sonuna n ekleyin bi harften kaybediyorum surekli xocjfld @ user,0
14309,kaybolmaya mahkumuz kadar mutsuz bi olay degil,0
23061,degerli hocam turkiyede kala kala `` kapak nickler '' yazmaya dogru gidiyor . engel olsun kaybediyoruz : ( @ user,0
23694,# tektipaskerlik 2 yil mezun olmayan arkadaslar kademeye bakilmadan herkes icin adaletli bir sistem olmali @ user @ user @ user @ user @ user,0
20893,"@ user allahm masumlara oyle bir ozgurluk versin , kimseler elinden alamasn . amin",0
35288,"onumuze atlan yemleri yutmak icin tetikte bekliyoruz resmen . b sor , b tan , b dusun.. sevmedigin halde frensiz giden furyaya itaat etmek niyee ! ?",0
33573,# kendikendimediyorumki senden gidiyorsa brak gitsin . asla tek kisiye bagl kalma . gittigi icin kotu degil o. senin hayatndaki hikayesi kadar .,0
20002,"karnn doyurmak icin kulun kolesi olmuyor , huzur icinde korkmadan yasyor saglg emin ellerde , cocugunun gelecegi garanti dolar umursamaz millet .",0
29713,bir seyi yapmak istemeyince gercekten bahane bulmak cok kolay oluyor,0
23955,@ user @ user @ user @ user aclktan nefesleri kokan vatansizlar . ( ( ( ( bunlar kaideye almaya degmez.. kisiliklerini parayla satan troller .,1
29302,kant gostermek icin geldim gidiyorum,0
23229,"yasanlan seye ragmen , kalbinizin guzelliginden suphe duymayacak insanlar yannzda bulundurun .",0
39418,gozlerinin rengi yldzlardan yanma gel be pamuk prenses kafamn icinde paniktir ses,0
29331,@ user @ user @ user @ user sana kokune kadar yarragimi sokmak istiyorum kucagimda hoplatarak deligine kokune kadar yarragimi sokmak istiyorum varmisin,1
25477,"@ user @ user sanmyorum bro , yine eyyam yapp akbil  i zirvede yalnz brakmak istiyorlar ... . tetikci hakemleri fazla cesaretlendirmek amaclar ! ! ! ack ack dograyn diyolar galatasaray  ! ! !",1
19274,sey dogum gunume 14 gun kald biraz,0
40389,"yapacak hic bir sey yok , izleyecek hicbir sey yok , konusacak hic kimse yok , para yok pul yok tam olarak delirecegim gunu bekliyorum",0
15913,muharrem ince temel pasa ' nin apoletlerini sokecekmis ; sen chp genel baskann'in apoletlerini sokememisken ozguven @ user,1
31091,kz hakl dagln haydi devaam iyikidogdun egekokenli,0
23542,yagmur bastrd elektrik yine iptal..,0
10008,@ user ondan sonra sapk adam sikini bana surttu .,1
18428,ilker karagoz sabah programnda `` ihtiyac olunan imza says '' diyor . abi ayda on bin lira para alp `` ihtiyac duyulan '' diyemeyen insanlarn televizyonda calsmas ayptr .,1
18388,yl ckms guzel parca eminem - river dr aksini iddia edenin kulag yoktur . he bide revival albumundeki diger sarklar olabilir .,0
33782,los angeles bangtan inliyor su an,0
27702,"@ user olmazzzz . esmer , kirli sakalli , varsa kupeli gonder",0
31017,@ user lan nasl 475 like oldu buyu yaptn dsdjwiduqgdjs,0
23647,"liste cok uzun bebeklerimse konu : yoo ah in , jung woo sung , yoo yeon seok kang sora gonlumun biricik bebekleri",0
44854,akl verince ben yanls cok bilerek yapyorum lutfen akl vermeyi brakn,0
33372,evet deli konusuyor . konus deli..,1
15490,"abi naz yapyor adam orda bir travma atlatt farknda msnz ? can acyor iste oyun kazanlr , kaybedilir onemli olan saglk # hilmur # survivor2018",0
26204,"@ user @ user @ user 2 kardesiz pek kardes buyumedik . 2 yas fark vard surekli rekabet halindeydik . kusluklere , mesafeye oluyordu . ben hala oturup bir sohbet ettigimizi hatrlamam . birlikte bir anmz yoktur . yine herhangi bir musibette ilk kosar . kardes kadar",0
18203,@ user @ user tezyin etmek usdudak cim aliterasyon,0
40357,@ user km basna millete yansyan hgs/ogs ucretini yaz admin .,0
19886,@ user biliyorum bende olsam kendimi ozlerdim cunku jeidjeidjekej saka bi yana insallah gittigine deger guzel sonuclarla donersin,0
42087,@ user hayrl cumalar hayrl gunler dilerim baskanm,0
13248,babamla izbana bindik . adam 55 yasnda olmasna ragmen bos koltuk olunca beni oturttu . canm,0
29644,birine ask olunca yaptgnz unutulmaz seyi yazsanza okuyalm ben anasnfnda sevdigim cocuga yuzuk takalm m demistim,0
24448,@ user sukurler olsun benim oldun zannettim cok korktum,0
41472,@ user @ user carsamba boyle olacagz belli oldu,0
15409,yakn arkadasmn begendigi cocuklara istek atp fotolarn falan begenip konusmalarn saglyorum var hizmet baska ; ) ),0
12704,atmayn madde falan bi durun,0
