,text,hs
305,user kayak orang nyosor nete ) : ',0
306,user ngewe bae ',0
307,user jebur bloon cebur ',0
308,"pks ultah balai kota , rr ngomong nyapres balai kota . ganti aja namanya jd a ? ? balai politika ? ? .  ? a",0
309,user melanjutkan rencana user menyeret user pengadilan ham pbb ! url,1
310,"user kebijakan pengembalian barang kpd konsumen yg barang rusak , cacat produksi konsumen puas dgn produk terhitung 7 tanggal pembelian.\n # hauzminiquiz # hauzid\nyuk ikutan\nuser",0
311,kisah hidup muhammad lengkap didownload,0
312,"penjajahan bumi indonesia hapus kan. penjajahan ekonomi , budaya , hasil bumi cina basmi . nkri . usir ...",1
313,user user user user user user we pipis onta tercecer mari pantes bau pesing ',0
314,"user user kalo kejadian , yg triak lantang `` pmrth pro aseng '' duluan pas ditawari bantuan asing . bikin posko yg intinya ngomporin keluarga korban sue pmrth . bilang 15 , 3",0
315,"user user mari berjuang ... .sampai # jokowi dilanti thn 2019.\njangan gentar ! \njangan takut ! \nwalau mata benang leher , ujung tombak porut ! ! \n\ntidak surut langkah , \ntidak bisu suara , \ntidak",0
316,rt user : user user user user user user kaya monyet ',0
317,survei metro tv jokowi menang presiden ; etapi ngitungnya gimana ya 45 % ngalahin 46 % ; jangan2 salah judul maksudnya jokowi menangis ; ; sumber : zie bajrie,1
318,user user user user user user user user user user user user user user user user user user user user user user user,0
319,"cuba la tgk anime ni , karakai jozu no takagi-san , nak feeling feeling cinta monyet zaman sekolah..memang throwback habes..9/10 url",0
320,serunya pesta budaya erau kutai kartanegara !,0
321,rt user : ad contactnya ? retweet ya ... ..\nbanyak banget kenalan tante jilboob sange..\nini namanya tante dea ... o\xe2\x80\xa6 ',0
322,"debat publik ajang pembuktian pintar , ruang akademik pamer ciamik . orang kekuatan kelemahan , , egosentris namanya . kekuatan menahan l",0
323,duduki istana negara ! ! lengserkan jokowi salam2tahun user,1
324,rt user hebatnya user ... . yg lg sibuk pencitraan ... user.. user.. user ..user ... . baca nih,1
325,"user gk apa2 , muslim menghinakan . iblis betina sdh menista syariat '",1
326,rt user baby kafir budha teroris myanmar,1
327,indonesia blom merdeka indonesia dijajah orang cina ! ! ! takbirallauakbar url,1
328,pengamat politik hantayudha ... paslon no.2 `` khanz '' nya jateng . ; ; # jatenggayeng ; # 2019tetapjokowi,0
329,rt user user jongos penista agama ahok sok sok ngong sara.majikan nya penebar sara astagfirllah . tobat,1
330,user user user user follow bli ? katolik akun prof user utk menambah wawasan berbangsa ... terima kasih ',0
331,user tuh si bejat cabul user ? pengecut si onta ye ... ',1
332,"wibisono , pencitraan jokowi disebarkan up media massa pro asing , terkesan jokowi berhasil .",1
333,rt user : user user adian gaya lu kaya beruk . gini klo supir tembak metromini masuk dpr.\nkampungan lu . ',1
334,user user.. km mainstream mengaartikan `` pintar '' . pintar relatif tergantung mo dibawa kemana pengertiannya . spt pintar meng-undeeestimate-kan org . gw pinter komen ajah . rejim now pinter mangkrakin janji2 doang . so ... making,1
335,user emang gw dongo ',0
336,user user ih masak samain smaa sampah \xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3 ',0
337,user user user user gw terpukaukaukau # 2019gantipresiden,1
338,aspirasi lina sumedang calon gubernur jabar : `` berantas pelakor sdh meresahkan kehidupan warga desa '' . : ),0
339,"user user user user user yaaelah chat aja loe urusin , , noh yg dah keliatan mesum anggotadpr pd mingkem , , yg nyata selingkuh 7th pura2 budek , , , # bong200 gk nyampe otaknya ... '",1
340,user tu takut dgn cina parti dap bimbang fahaman dibawa ... . ',0
341,`` cermin pecah berkaca '' ; ;,0
342,"user lansung tag partainya ... \nga berani ya , kau banci ... . '",1
343,awwww comel nya asing warna ',0
344,"islam menjadikan manusia idealis realistis . kehidupan , lupa . diajak keras , diajak beristirahat .",0
345,user kristus anjing asu jiamput keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk k,1
346,"user agama katholik ngak yg menyebut khatolik nusantara , agama kristen protestan ngak yg menyebut kristen protestan nusantara , agama hindu ngak yg menyebut hindu nusantara , agama budha ngak yg menyebut budha nusantara , ... lha",0
347,"3 . berbasis teknologi digital , presiden sistem betul-betul jalan , langsung ramah pengguna . # ratas",0
348,user user ahhh perasaanmu utk menghibur diri.. cebong tdk bahagia.. presiden cebong ... tol cebong ... lha elo ? germo \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 ',1
349,"resah jd presiden ! ! ! ! hidup penuh drama pencitraan , main ftv aja joko judulnya url",1
350,agama : kristen\ngolongan darah : b\nasal : san fernando valley ',0
351,budha bunuh muslim myanmar,1
352,user jahudi bangke jerman ibadah ',1
353,papamintaketuafraksi rakyat nya setya novanto dpr pecat ketua dpr pecat dpr,1
354,user user user user cina ',0
355,user hoax ... ; kodok ... ; biawak ... . ; meroket ... ; sekop ... ; bangsat ... ; karbitan ... ; munafik ... ; ; # 2019gantipresiden ; # 2019presidenbaru ; ; # 2019tenggelamkanjokowikesungaisiak,1
356,yg ribut komunis blabla emoh baca . yg baca kalo niat agitasi nyerang pemerintah pake cari simpatisan,1
357,10.presiden jokowi berharap skema kerja pembangunan-pembangunan lainnya.a ? a ? a ? ,0
358,"pemilu langsung biar bwt milih presiden n dpr sj ; capres biar tdk kyk kucing dlm karung , ; mgkn bikin mekanisme yg ok , ; capres ditentukan gubernur yg berprestasi , jd yg maju jd capres yg sdh jd gubernur ,",0
359,"user gak vital gimana ? udah inter gak bek kanan yg jd pembeda , ya era maicon , d'ambrosio baru2 kedatangan cancelo bagusnya ... \nhmmmm , , , kesimpulannya yg geblek ausilio ... \xf0\x9f\x98\x81\xf0",1
360,user namanya jg agama munafik ... ',1
361,43 . contoh : tudingan dugaan korupsi sby tdk dorong kejaksaan usut . himbau kpk usut dugaan korupsi jokowi,1
362,mencium bau bau pecun url,0
363,"berhenti konsumen wisata haji & umoh yg menipu , podusen wisata jiarah indonesia",1
364,pemburu nazi simon wiesenthal memegang foto-foto menggambarkan mantan kepala gestapo walter rauff van kamar gas bergerak mengeksekusi orang-orang yahudi . ',0
365,"rt user user yg , cacimaki penista agama ketauan poligami ngumpet2 . digituin ? sih ogah .",1
366,user bubarin nkri harga mati,1
367,"user baik-baik si royson , `` jokowi kacung gua.. ! `` \n\nitulah alasan fundamentalnya rezim sengaja masuk `` debt trap '' komunis cina ! \n\nso , wajib # 2019gantipresiden ! '",1
368,user user wkwkwkwk mampus . pepet ujin ah ',0
369,gubernur jaman now ya anti hoax nyebar isu # ganjaryasinmenang # ganjaryasin1 # kamiganjaryasin,0
370,azan tv manggil2 allah swt dungu & biadab dihentikan acara catut nama tuhan dilanjutkan,1
371,user user user user kelakuan bani cebong ... . ',1
372,dah la baju yahudi betopi . 4 bas tu geng jubah putih kopiah minyak atar bejanggut dahi belekuk bak ahli syurga . ni betol2 out of place . mohon ak direjam ',0
373,user gua ge marah . auto blacklist kehidupan gue.\n\nsampah gunanya kalo ga didaur ulang ? ',0
374,user user anjir rasanyaa bekas silit mah ',0
375,user user cebong kepanasan ngawur . \xf0\x9f\x98\x95\xf0\x9f\x98\x95 ',1
376,amin smoga bertiga jd menampilkan terbaik menyumbangan medali sumsel,0
377,user user user user user user user user user user user user user user user user user user user user,0
378,"# gubernurzamannow # gusipulputi2 # ganjaryasin1 # djarotsihar2 # hasananton2 # kosterace1 # nurdinsudirman3 # karolingidot2 rt user : `` keanekaragaman budaya , suku , agama , sesungguhnya kekayaan , a ? ? djarot hadapan peserta rakercabsua ? ",0
379,"membingkai bangkai , menjadikannya pelajaran , hidup . '",0
380,user edan aq masi newbie menangis liatnya yampun kartu r w aja masi dikit bat ',0
381,nah..klo pki alias partai korupsi indonesia diganyang ga ?,1
382,"perempuan kaya lo mending mati aja deh , jelek aja , gausa sok make up artist !",1
383,dijual gua kaya jablay ',0
384,"user user bijak petugas jajaran krl doang , penumpang followers doang \xe2\x98\xb9\xef\xb8\x8f nyuruh orng utk mengerti , ga mengerti kebutuhan orng . bangke.. '",0
385,"user kyknya titit nya sambung , trus pake accessoris jg '",0
386,user mata w pas sipit tp skrg engga . aneh pisan ',0
387,ko ingt banci gigih nk url,0
388,mewaspadai cina komunis indonesia !,1
389,user banci kampungan heeee ! ! ! ',1
390,user gembel ganteng ga dikasihani byk yg mencintainya . asik asik jos ',0
391,dekalarasi pilkada 2018 aman anti hoax toga jemirahan jabon,0
392,setiausaha agung pas datuk takiyuddin hassan sahkan cuba pinda perlembagaan parti presiden parti .,0
393,user user emangnya najis ',0
394,user user user user user user user user user sastra e karl mark . pentolan komunis rusia . ',0
395,"user otak kayaknya bener bener bool deh mess , trus harinua makan silit gtu '",0
396,user user ganti rezim kacung lah.. cebong mah gitu kalo ',1
397,"cina , hak lu melarang ?",1
398,"hebat bicara cinta pegang quran sbagai pegangan hidup , quran bicara cinta perang , bunuh , penggal",1
399,user jomblo jablay : ( ',0
400,perjaka kq jual ... \nsok sok an booking.. tante idiot njir.. ',1
401,user rev 1 : jgn pilih ulama yg dg kafir munafik ',1
402,ngejaga kebersihan lingkungan tuh orang2 melek kewajibannya . buang sampah ngomong = petugas kebersihannya ',0
403,"sejuk gila dlm ofis , kulit buaya '",0
404,"user ooo camtu.. biasalah kena seimbang.. nakal , kucing anjing , abang lain-lain , darkside brightside.. chill sosial la kalai takde pelengkap.. kahkahkah.. k bang selamat maju jaya.. dah terjawab saya.. terima kasih.. '",0
405,"permasalahan solusi # 2019gantipresiden ; tdk berdampak signifikan , sekurang ? nya mengobati mencegah penyakit bertambah parah .",1
406,"user gampang kak , u buka hp , buka browser , ketik `` budaya palembang '' ; ; silahkan menikmati pembelajaran denngan gratis : ) ) )",0
407,user user segerombolan onta yg ngaku membela umat semata2 kepentinga politik praktis.tgb demokratis mementingkan umat yg berpikiran modern.salut untukmu tgb ',0
408,user culun mending kampung jes ',1
409,rt user : goyangan jilboob mantap bener nih hyper kontol doi . \n\ntadi squirt loh ... \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\n\nyang nonton live nya.. besok doi\xe2\x80\xa6 ',0
410,"islam indonesia islam nusantara , islam modifikasi rupa masuk budaya indonesia beragam , islam nusantara islam toleran .",0
411,"presiden aspek indonesia mbak user : ; anti investasi asing ; , berubah invasi asing , kewajiban warga negara utk melawannya",0
412,a ? pkl 09.15 wib ; kanit binmas ipda mt . hutasoit melaks sambang pesan2 kamtibmas ttg pilgub pilkada 2018 kpd karyawan bri ranting muara damenra sihite dkk desa hutanagodang kec . muara kab . tap . utara .,0
413,"user kalimantan sdh matlam gini , batu bara nya keruk , listriknya megap2 ...",0
414,"a ? ? fardu kifayaha ? ? berhukum wajib ajaran islam . pilpres , utusan kalangan santri disokong ulama maju memimpin negeri . ;",0
415,user hah ? bangke emang nih truk ',1
416,nahdliyin setop penghinaan maruf amin,0
417,"user cebong , kampret , onta ngak bersinggungan laut '",1
418,user risa pulang pelatihan iris hazel miliknya menangkap siluet gadis . gadis asing.\n\nbelum risa temui gadis radio tempatnya tinggal . r,0
419,user user user hahahaha orang gila ngomong cak.. ? ? \nmakanya micin biar otak loe encer cong ... \nngomong ae ngawur muslim muslim silit tau ... babi . ',1
420,"user user user user user user user user user user user coba ngaca n introspeksi , keluarga yg gak pake hijab komunis jga ? , otak dipakai jgn cmn jd property or pa",1
421,muhammadiyahinggris jalin kerjasama pengendalian ekstrimisme,0
422,"user kalo neraka terkena bom , surga org dimuka bumi goku . '",0
423,bot nanya . 'ich liebe dich ' ? yg ntar bot kasih aipet yg barusan nyemplung jamban kuda ( \xe2\x80\xa2\xcc\xaf\xcd\xa1_\xe2\x80\xa2\xcc\xaf\xcd\xa1 ) '',0
424,copot darmin nasution menko perekonomian bodoh turunkan daya beli menjabat user user,1
425,rt user : bodo anjir bodo ngakak gua ngakak astagfirullah humor bet url,0
426,"user user matamu picek , cukk..\nora delok prestasli jokowi..\n\nguoblokkk.. ! ! \ntolol ... . ! ! '",1
427,"berhasil penjarakan ahok , alumni 212 pendukung rizieq lengserkan jokowi lebaran",1
428,"user coba dedengkot jin terang ulama saudi rilis publik akidah jin . contoh , jin anggap kafir pemeluk kristen , hindu , budha , dll ; peluang masuk surga . \naku fatwa saudi : jin adal",0
429,"user hujan lebat langit , gelap-gelita , guruh kilat ; menyumbat jarinya telinga mendengar suara petir , kerana takut mati . ( masakan terlepas ) allah me",0
430,cerdas konseptual,0
431,user `` namaku baek yoon\xe2\x80\x94gi ... '' \n\nucapan terputus seiring mengerjap mata mengantuk . gigit bibirnya ragu menggapai gelas meminum wine ditinggal m,0
432,"bismillah , melayu raya , tanah melayu macam-macam nama dengar . kaji , jajahan tanah melayu ? thread kupaskan serba bani jawi . '",0
433,"nak kawin ni kena simpan duit , ilmu agama kena , benda kena la senang cerita",0
434,"// aduh lucu banget adek kelas gue pas sma laporan `` bang field trip taman safari , heran dah ( nyebut 1 nama temennya ) arisan ama keluarganya aja bawa 1 sekolahan . `` \n\ntai , arisan . '",0
435,user gimana mainnya asw ',0
436,"kehebatan kearifan suku baduy . hutan terjaga , budaya nafas kehidupan . hidup dgn menjaga keseimbangan alam .",0
437,"yailaah giliran gini aja rame yg ngebela\ndulu pas idol mati , sedih doang diserbu gila2an\nyang sarap ya maap ? '",0
438,"user user bersabar , berdoa , usaha , ikhtiar ... mudah-mudahan bentar # 2019gantipresiden gak pake contekan , gak pake planga-plongo ... ?",1
439,"user user user umat islam yg ente mksd ? ? \nfpi ? hti ? mrk bkn muslim . tp penista islam . bajingan mrk . muslim tdk mgkn berbuat onar . pengecut lari dr tgg jwb stlh mesum.\napa2 islam , apa2 islam . giliran mesum islam ? berbuat onar islam ?",1
440,warga semarang prihatin kontroversi puisi gus mus,0
441,celeng nya bang acon susah bgt dah \xf0\x9f\x98\xa,1
442,user cari musuh ! dasar peranakan cebong kampret ! ',1
443,"user setuju , dpr , menteri , pejabat negara wajib dipotong 50 % presiden.\ntiap pns dipotong jg.\npegawai swasta dipotong . '",0
444,"cie ni akun berhasil membodohi kaum 212 , yg bikin kaum-kaumnya biar dikata jokowi anti islam , wkwkwk : )",1
445,user user user juara ngibul junjungan bani kampret 212 ',1
446,user ga keturunan cina sipit ? ',0
447,user amin rais.. yg bikin kacau nyuruh reformasi . pilkada salah hasilnya .,1
448,fahri hamzah : presiden kpk bubarkan url,1
449,takut banci : ( user url,0
450,"linmas wilayah tawangsari , bulu & amp ; weru terima pembekalan pam pilkada serentak",0
451,user bolot ',0
452,doi tuh native speaker ya.\n\nmother language-nya english.\n\nkomen dijaga bangsad ',1
453,kita-kita aja pernyataan . ga ngerasa bangke . ',0
454,"user mrk slh tulis slh aja bu ... \nmkst nya cebong muda kampungan , \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81 '",1
455,"uname absurd first impression gak bikin enak imaginenya , gak ganteng typing pas dicoba eue dm enak banget . berharap dm : '' ) '",0
456,user user admin.. presiden.. pm,0
457,rt user : stw singaraja suka kontol url,0
458,user user user kafir haram pemimpin nyet ',1
459,shio baekhyun monyet ',0
460,"ceruk pasar pasar yg lbh , tp pasar pst butuh . cth : asuransi pensiunan tentara us tuh . ga org pensiunan tentara , tp sekalinya pensiunan tentara , pst asuransi tsb . alat kebutuhan org cacat . ga org cacat , ta",0
461,"user user user user emang kyai staquf nyebut suku ras biar mudah dipahami nalar ente yg bahlul , ane ente arab yg yg ente sembah aja gk , ane sodorin arab bani saud yg pro israel eh ente pura2",1
462,user ngelakuin dosa ya anis sandi sampe bully rendahkan terus2an . bnyk orng yg jahat licik yg sebenarny bully rendahkan . dunia kejam kawan . \xf0\x9f\x98\xa7 ',0
463,user om kalo om belajar agama budha hindu yg bener ga bgini . coba belajar yg bener ya buka mulut,0
464,user pengalaman yg kerja part time cina best kerja melayu . haha . ',0
465,user gakuat karna jijik ku cepetin \xf0\x9f\x98\x8c berasa yg dikejar2 yaaa sampe napas aja sungkan wkwkwk ',0
466,rt user bubarkan dpr bubarkan.. savekpk,1
467,"user user user hehehe ... ..ternyata pasar global jg , tdk terbatas lokal . masi aseng asing . jujur ! ..\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86",0
468,gua daiping mampus lu junedi ',1
469,rt user : suciwati : revolusi mental jokowi omong kosong/bualan . setuju rt & amp ; comment url,1
470,"marahin rp panggil sipit hoshi . suka `` matanya ? '' \nsepele ? ah . fisik.\nmungkin dipakai definisi , : hoshi memiliki mata sipit ; deh .",0
471,user otak makelar penjual asset negara maling asset negara ? \xf0\x9f\x91\x89user pertamina jual isi tka tiongkok \xe2\x9d\x93 # 2019gantipresiden \nurl,1
472,"user akun siti fatimah & amp ; yg komen lamannya , diringkes aja ... parah & amp ; bejat . memalukan ... ! ! ! bp user ... semoga sehat , sabar , & amp ; semangat suarakan kebenaran ... . '",1
473,user user user bawang putih sdg kafir haram lagi..\nhiks.hiks..hiks ',1
474,setuju ahokers lengserkan prabon jokowi ancurin penjara ga karuan.. url,1
475,relawan join gerakan arus yg merindukan kepemimpinan nasional nasionalis + islam moderat.. ; ; # cakiminthenextwapres ; # join2019 ; ; user user user user user user user user,0
476,user onta tu nsd ? ? ',0
477,user umpannya pake tu biar mancing dpt buaya ? ',0
478,user user user user user user user user user user user user user komunis berabtad pki ? kecoak makan kecoak ? ',1
479,retweeted ikko pribumi kawe ( user ) : ; ; horas horas horas ! ! ; ; kapal feri presiden mengunjungi pulau samosir dlm rangkaian kunjungan kerja ; ; presiden sambut dgn upacara adat samosir dg pekikan horas horas horas ; ; user,0
480,"user user mata loee picek ya , yg janji jokowi yg d tagih sby.. matamu picek blok \xf0\x9f\x98\x85\xf0\x9f\x98\x85 '",1
481,"user , indonesia bertahan kekuatan ekonomi , politik penghuninya memilih bekerjasama menyimpan perbedaan agama ,",0
482,"50 freeport kuasai asing , pemerintahan jokowi jonan mentri esdm freeport ambil alih sahamnya # jonanjos '",0
483,user as clara\n- anak pinter\n- dongo\n- koplak\n- cantik idot : ( \n- gatau malu \n- urat malu putus\n- butt muka nya imut bgt ',1
484,"menag user riset ptkin jgn berorientasi publikasi artikel scopus sejenisnya . , outputnya hrs tantangan umat islam '' . ptkin pangkalan data sbg rujukan pembangunan . database ulama nusantara shg g",0
485,presiden buruk sejarah bangsa2 cebong ',1
486,me nusantara dlm arti nasionalisasi assets yg dikuasai asing hny pemimpin yg sungguh nasionalis patriotis.\n\nnusantara versi proxy hny bertujuan lemahkan ketahanan nusantara/nasional bangsa ',0
487,"user foto profile nya pesawat , tp msh bs blg jgn cintai produk asing , sederhana , sdh bs mengukur parahnya tingkat kemunafikan mu , lbh lgs terjun pesawat biar ucapan sesuai dgn perbuatan .",0
488,user remukan rengginang cocot ah ',0
489,"rt user : ku dah padah eh , even kau bodo bulak curang dgn ompuan ya . nya still maok kau . segal sayang eh . kau bodo sikpande hrgai\xe2\x80\xa6 '",1
490,user user user user user user user user user user user user user user user user user user user user user user user user user user user,0
491,"user user user user user user acara ga mutu , ulah mntan aktifis gmni ormas mahasiswa gembong pki yg jd musuh bebuyutan hmi '",0
492,"user ayo pilih alin aja ! alin tuh bawel banget diomongin , ngeliat banci dijalanan aja omongin : ( '",0
493,user diadopsi pemerintah pusat nich . ;  ? ?  ;,0
494,user user ... .. prof. ... .. prof. bilang pendapat ... . tdk forum terbuka ... . ngaco tdk biarkan ... . prof. pemuka agama ulama melur,0
495,user user biadab tuh oknum aparat keparat ',1
496,user hahahaha jancuk ',0
497,user untung kunti.g ',0
498,"kaisoo couple hangat . bandara tanggal 1 maret kemarin nggak kalah hunhan . korea cina , cina korea . kai demen banget deket-deket d.o . # kaisoofact '",0
499,wuakkakaa.. mampuss ! ! ga salah gue diblock jaman jokowi ahok nyagub . gaya lo toong.. toong.. anies sandi url,1
500,orang asing ngobrol bosen nunggu transit temenan sampe : ) ',0
501,user user user user mata picek ... matanya lihat sebelah ... ',1
502,user user maaf twiter kali dbuat orang bego ',0
503,user ha ha kocak ... kalabong emang dungu ',1
504,"catatan buka . dilupakan pengalaman pilkada dki jakarta 2017 , user user diusung partai gerindra user berhasil menumbangkan petahana diusung koalisi dimotori",0
505,mengenal walpri perempuan pilkada bondowoso a ? ? radar jember,0
506,user user user disana mayoritas budha . jg pendetanya yg demo . kau googling video demo thailand biar tau . ',0
507,user user komunis bermain . ',0
508,suka kesel orang pas gua jadian confess gua giliran gua jomlo kemana tau ngomong silit ',0
509,"user ehhhhh bandot user lu kritik jokowi ampe mencret darah is ok ... .\ntpi klo lu hina , fitnah ... ambil tindakan ... . \npak jokowi presiden ! ! ! pemimpin negara ... \nlu pemimpin agama tpi salah kaprah luuuu '",1
510,"balas gima usir budha `` user : ajar , etnis muslim rohingya disingkirkan data sensus penduduk myanmar",1
511,astagfirullah mata gw ternodai \nterkutuk kau yg ngert bokep \xf0\x9f\x98\xad [ ] ',1
512,allah memanggil orang mamputetapi allah memampukan mauyang rinduyang baitullah,0
513,"user kntl ye , apus ga '",1
514,pengobatan monyet kedih url,0
515,user pergi lo bangkai ',1
516,kebingungan ditoleransi bikin gw mikir alasan katolik paus wakil kristus ',0
517,user || ... udah ... ketawa kunti ... ',0
518,aamiin ya rabb.. tolong user indonesia ya alah dgn yg lebiiihhhh baik..,1
519,rt user : ustadz pks yudi widiana nilep duit pk bahasa agama juz & amp ; liqo felix kwetiauw & amp ; alumni 212 pd mingkem & amp ; pura2 budek..giliran bu\xe2\x80\xa6 ',1
520,user amin ... smoga istiqomah ... \njgn khawatir cibiran org anggap aja ujian..\ningat org2 yg dulunya suram kafir taubat tokoh pejuang agama islam ... ',0
521,"video call gubernur user dinas istanbul , turkey . video call melaporkan hiburan malam karaoke sense & amp ; diskotik exotic ditutup hormat keras , dibantu ole",0
522,"bela adl pancasila kedaulatan negara . user mendukung , lengserkan ! ! ... ancaman nyata ! ! .",1
523,"proyek saracen utk ganjal pelantikan anies msh teruus ... . temuan saracen , foto tokoh partai politik",1
524,user si ahok kutil babi,1
525,user sukarno konotasikan rejim anti demokrasi\ndg embel2 presiden seumur hidup ? ',0
526,hajar ndan.. ganyang pki url,1
527,bangke sampe kg bsa tidur siang : ( ',0
528,jokowi kasian jg goregan pbb,1
529,user amiinnnn ; semoga jokowi presiden .,0
530,"user gak menikah ... menyimpang lgbt ! menikahlah , hidup berkah ... dunia sdh rusak dgn perzinahan gerakan stop perkawinan . '",0
531,kapolri user mundur jabatannya ...,1
532,berdayakan ekonomi pesantren ulama jawa barat dukung jokowi pilpres 2019 ; # tetapjokowi2019,0
533,"semangat user . ; kantor staf presiden terdepan publikasikan kegiatan presiden rakyat tau presiden kerja keras membangun bangsa , kerja.. kerja.. kerja ; user user ; user user",0
534,user cocot ',0
535,"setuju , dukung presiden berupaya mengurangi kekuasaan asing , mengurangi ekspor mentah , mengganti kontrak merugikan indonesia",0
536,user user user user kristen nusantara conth hkbp huria krsten batak protestan ; gkj greja kristen jawa ; gereja pasundan ; gereja manado ; gereja maluku ; gereja papua ; dll . masing2 ciri khas sesuai tradisi suku,0
537,rt user user user 3tahun dah segitu ya bentar utang sby njiiieng,1
538,"user masyarakat tionghoa yg pancasialis dr jowo cm nggak terekpos aja , contoh nyata kwik ekonom ustadz felix siauw \xf0\x9f\x98\x85 '",1
539,user user user user user user user user user user user user user user freeport takkan berdiam negisiasi kalah..,0
540,negara kayak menipu bocah sd aje.. dokumennya hilang ... fuih..,1
541,allah swt disembah dungu & biadab ya,1
542,rt user ogah prabowo+pak gatot ok,1
543,perbanyaklah membaca cerdas biar gak dicap goblok : v\n\n # just_kidding\nnb : orang iq diatas rata-rata mengerti tulisan : v ',0
544,"calon gubernur jawa nomor urut 1 , user , program unggulan rivalnya , user , terkait pembukaan lapangan kerja 5 juta 5 . ganjar , situasi ekonomi , membuka lapang",0
545,user burik . iya yg gitu burik panuan kutuan jamuran . hah emang rang ajar . ',0
546,user we jancuk ngapain belajar ',0
547,amin rais himbau masyarakat salah memilih pemimpin .,0
548,"user user kalo jaman gue smp negeri kamis pake baju kotak2 ( kayak seragam sekolah kristen gitu ) jumat-nya diwajibin pake celana doang , ga pake baju koko , yah \xf0\x9f\x98\x85 '",0
549,"user najis lo ngedm gajelas dm gue ga dibales bodo , gue doain pentas.lo ga menang '",1
550,jd cowo bacot si ajg gua gampar aja [ ] ',1
551,rizal ramli : mayoritas masyarakat kesempatan jokowi # klikrmol # capresrakyat,0
552,"# ilcboedionocentury , ikuti intens . lupa ... ; kuncinya butuh 2019 ganti presiden ! ...",1
553,maju gubernurnya sengsara relawannya,1
554,"mngkin sya bkan org , sya anggap baik.paling tdk sya tdk munafik dgn berpura '' baik.karena yg terpenting sya berbuat '",0
555,"user dlm kristen prinsip inkulturisasi dlm agama , bgmn mjd katholik yg indonesia , kristen yg indonesia , yg asing islam yg kental arab . '",0
556,rt user : copras calon presiden.. ndak mikir.. ndak mikirrrr ... ( ndak mikir si kowi 1 periode aja babak belur.. ) url,1
557,cie tau ma jokowi ga dapet panggung dah jilat-jilat prabowo dasar lintah url,1
558,barusan dongo dongoin pemotor yg klakson bertubi2 lampu merah . `` woy dongo ! brisik norak ! '' \n\npas nengok taunya temen smp ( -- ! ) \n\ndia : chaink ? \n\n*aku nangis nganti metu eluh getih puteeeh~ ',1
559,"user user user prabowo suka kampanye negatif , kampungan menggelikan ? '",0
560,"`` presidennya jokowi , gubernurnya anton , program selaras sejalan , '' hasan .",0
561,"the lie tju siswi kelas 1b , smp katolik santo petrus , 1984 , istrinya ronaldo pardede siswa kelas 1a , smp katolik santo petrus , 1984 . '",0
562,nggak dengar ulama ngotot kriminalisasi ulama yaa lengserkan aja jokowi,1
563,"user lo tuh yg bencong , bacot lo lebih2 cewe . kaya banci yg ngamen gak dikasih duit bacotnya \xf0\x9f\x98\x92\xf0\x9f\x98\x92\xf0\x9f\x98\x92\nmending lo cakep mah , jelek kaya gitu.\nmadesu \xf0\x9f\x98\x84\xf0\x9f\x98\x84\nmentioned gw langsung quote tweet \xf0",1
564,cina lg.. cina lg.. usir aj ya ? merusak sih kerjaannya,1
565,user ayoh bangsa indonesia bersihkan etnis cina ahok,1
566,"rt user : tolong , kalo liat , bok ya manggilnya pas lg berpapasan aja . buta , budek.\n\nlg nunggu\xe2\x80\xa6 '",0
567,user enak bgt yah om jawabannya.\n\ngmn klo udah bom sby jgn diperdebatkan tersangkanya udah meninggal ... ',0
568,user user user user user kafir alquran ... .situ sehat ? ? ? ',0
569,rt user nggak dukung calon presiden sukanya ngatur jokowi gak prabowo aja yg diatur menang pemilihan presiden 2019 .,1
570,user hebat ahok memaafkan bini slm 7 thn spt yg ono kabur krn ketauan menalukan ngaku ulama kelakuan bejad ',1
571,"didungukan islam , quran mengajarkan amoral user ansor agama , islam posisi moralnya",1
572,"owner seo tae , adminnya hiring bebs :3 # \xce\xb7\xce\xb3\xcf\x85\xd0\xbc\xcf\x85\xd1\x82\xc6\x92\xce\xb1\xd0\xbcs '",0
573,user okesip otak bolot gue konfyus : ' ) '',0
574,yg jelas-jelas hidup prabowo anak soemitro pengkhianat bangsa,1
575,user user perek lo.. gimana sih.. sdh dool ya ',1
576,rt user user user pilih presiden yg orang tua nya pengkhianat negara,1
577,ga sih ahok prnh diblng penista agama tp ga kek politikus koruptor dipanggil urusan hukum ngeles pake sakit hati-hati ntar keterusan mati .,1
578,user user user tolol ? ngaji dimana kau kl agama islam sprti ? ketahuan orang ngajinya sm orang ngk ? ',1
579,new post : festival pesona tambora angkat eksotisme alam budaya dompu bima,0
