,text,hs
2035,unfuckingfassbar,0
2036,"fur meinungsdiktatur gesinnungsterror herrscht , schlimmer ddr ! themen .",0
2037,!,0
2038,neue seite gehts,0
2039,wundern . ..lest mal abstammung herr zuckerberg,0
2040,"sven lau wegen terrorverdacht verhaftet , junge leute radikalisieren usw . seite postet frohlich videos ... gehen sack . verstehe wer .",0
2041,ware vk kontakte losung,0
2042,"musst russische netzwerk vk umsteigen , zensiert",0
2043,fadenscheinige sperren bald vergangenheit angehoren ... traurig jetzigen zeit immer sofort wahrheit erfahren ... lasst - gott sei dank - aufhalten ...,0
2044,"au revoir , freie meinung !",0
2045,haltet dennoch weiterhin . fur deutschland !,0
2046,stasi lasst gruen,0
2047,meinungs freiheit grund recht politika fuen treten sagen schreiben posten fur richtig halte meinung las niemanden schreiben geht sicher bald burger krieg geben lange lasst vollk maul korb mehr gefallen immer mehr,0
2048,politiker schon gesperrt wege lugen verbreitung ? ? ?,0
2049,glaube fb bald verlassen ...,0
2050,"unterkriegen lassen ! wer verbietet , angst ! ; )",0
2051,"macht , unterkriegen lassen . bleibe fall . mussen weiterkampfen dummen land kaputtmachen",1
2052,aufgeben !,0
2053,bitte gebt : (,0
2054,wehrt !,0
2055,macht ne neue seite fertig,0
2056,"klar , facebook seite amis , merkel co. .",0
2057,erstaunlicher maximilian marx facebook unbehelligt heimat hetzen darf facebook ublichen floskeln beim melden abgetan .,0
2058,"meinungszensur unterdruckung ! langsam bekommen bestimmte menschen panik , immer mehr leute aufwachen ! lasst soetwas aufhalten ! macht neue seite , teilt link gehts ! ! !",0
2059,bertelsmann zensur lasst gruen !,0
2060,"machst website , namen",0
2061,versucht kommunikationswege ... . versucht `` dezentralisieren '' ... mehrere seiten fuhrung etc . leute mussen stadten z.b . stammtischen zusammenrotten etc. ! ! !,0
2062,zensur 2.0,0
2063,seid vk.com ?,0
2064,soviel meinungsfreiheit,0
2065,patrioten haha holle,0
2066,immer richtige deutsche phonix asche,0
2067,blaues wunder erleben ... sturm uber deutschland wehen ...,0
2068,"absolut unglaublich ! ! ? eigener burger land schon fast verdrangt / wahrheit mehr sagen darf / platz fur `` '' raumen , heimatliebe gro schreibt mal sowas garnix faschismus tun , cinderalla nasa ... ? hort jetz vll ubertrieben , hore / sehe schlecht , tut leid ! ! `` schaffen '' - ja klar ! ! ?",0
2069,warum halt hohen tiere verdammten grundgesetze ? ? ? ? ? passieren,0
2070,tja zensur gruenen nazis,0
2071,"ja , dreckszensur ! fruher uber stasi aufgeregt , heute ? , nochmal daruber wort verlieren ! ! zumal heute ganz probleme .",0
2072,"naturlich gelogen , verbieten maul einfach !",0
2073,soviel demokratie . ... armes deutschland,0
2074,vorauszusehen . angst geht .,0
2075,konnten ja viele leute aufwachen ; - ) grund ...,0
2076,"ganz ehrlich ? unsern gutmenschen schnauze voll . artikeln schreibt tatsachlich haufig unsachlicher mist . gebt belege fur argumente ab macht aussagen erstmal unterstellungen . warum jemand glauben ? , rechtsextreme rattenfanger seid . solltet mehr glaubhaftigkeit bemuhen .",0
2077,"`` meinungsfreiheit '' - deutschland mehr aktuell ! ! politikern gehen wurde , wurden schweigen , wen kummern politiker ? ! gehen eben ( beispiel ganzen russlanddeutsche ) straen ! ! ! ? ? ? lassen mund verbieten sagen meinung horen verstehen ! ! ! gemeinsam stark ! ! ! ? ? ?",0
2078,leben mittlerweile diktatur : (,0
2079,"gut hort ja erstmal scheie , meinung wirklichkeit habt hohes ziel erreicht , angst . unterkriegen lassen einfach neu anfangen leute darauf hinweisen ungerechtigkeit , bestimmt treue halten .",0
2080,fehlen worte !,0
2081,"rechtliche schritte facebook ? facebook offentliches institut eigenstandiges unternehmen durfen komplett entscheiden fur medien zulassen . beste methode fur eigenen blog erstellen seite verbreiten , hoffen genug leute klicken ; - )",0
2082,passiert vk,0
2083,"polizisten sachsen , meinung kund tat , dienst entfernt , schon gesagt , offentlich toeten aufrufen is nich schlimm",0
2084,"pure angst absolute kontrolle erlangen . traurig mal soweit , unserer achso modernen meinungsfreien gesellschaft",0
2085,"geht bald schonsten burgerkrieg land . auert negativ gesperrt . polizisten durfen mehr frei meinung auern dienst geschmissen , geschehen sachsen-anhalt gelandet ? ? ? ? weit gehen ? ?",0
2086,: ( traurig,0
2087,"weit deutschland schon runtergekommen.leute verhaften , deren meinung gefallt.da mehr weit entfernt diktatur ! polizeistaat eigne volk .",0
2088,"ganz einfach , wer warheit verbreitet stolz land missstande aufmerksam macht , erwunscht . volk ruhig gehalten , finds einfach unglaublich ! ! !",0
2089,presse meinungsfreiheit ha ha klasse : ja leute politiker angst wahrheit konnte ja mal durchsickern schaden konnte ? leute zahlen hohen preis fur politiker glaubt ?,0
2090,geht v kontakte ; - ),0
2091,unbequeme deutschland entsorgt . traurig . . .,0
2092,ddr zeiten diktatur perfekt armes deutschland .,0
2093,schade ... ?,0
2094,"seid problem ... via facebook ... nen root-server russland mieten ganze extern facebook laufen lassen . infos , `` standarts '' verstoen posten schon verweis externe seite posten . stasis machtlos . zusammen kommt sturm .",0
2095,"neue seite aufmachen , besten gleich drei vier stk",0
2096,erbarmlich sowas zeit fur kurs wechsel afd wahlen,0
2097,vk.com wechseln ! ! ! https : //vk.com/wall-86775514_5034,0
2098,ja zensur pc nimmt immer mehr uberhand . traut schon mehr schreiben 'ich hoffe treten ab ' aufruf mord gewertet . personlich wirklich angst freiheitliche ordnung fremde eigenen land .,0
2099,meinung 86345c16a8d6dd6f dauert nimmer lang knallt volke her,0
2100,fangen setzen volksdemo ?,0
2101,glaube demokratie freie meinungsauerung mehr . diktatur zensur ... .im osten stasi gesagt,0
2102,demokratie ? meinungsfreiheit ? deutschland ?,0
2103,unglaublich,0
2104,klingen journalisten bald jobsuche gehen durfen .,0
2105,name doof . deutlich mehr prozent . ; - ),0
2106,"wen wundert ? staat politik selber dran schuld , ganz `` rechts '' drifftet . lasst burgern wahl wirklich bedenklich ! normale burger eigener meinung lange nazi beschimpft , denen sowas egal , ecke gestellt werden- hauptsache bewegen !",0
2107,"klar . anklage merkel starten . staat naturlich zulassen , recht gebrauch macht",0
2108,nazi fur schon lange schimpfwort mehr,0
2109,letzter versuch taz ? erbarmlich .,0
2110,hip-hop song fur . kampfansage bundesregierung . volk bekommen `` '' spuhren ! teilt lied zusagt horen : ) https : //www.youtube.com/watch ? v=w1mqewpu7vs,0
2111,"witz , zensur zugeschlagen ? ? ? ? hast einziges mal illegales geschrieben , nie verhetzendes gewalt aufrufendes !",0
2112,"zensur letzte mittel hilflosen handlung mensch . steht worten leider wenige menschen privileg ... stehen , macht , zensur darf aufhalten ...",0
2113,grue ddr .,0
2114,vorfahren seit beendigung krieges aufgebaut ( europa ) handen wirft merkel hintern .,0
2115,"halten fur blod . bitte anschauen . deutscher mann bahnhof verprugelt , video verschluss gehalten . https : //m.facebook.com/story.php ? story_fbid=545568302272148 & id=506207196208259",0
2116,"2 . standbein schlage , ebenfalls vk.com alternative hierzu aufzubauen ! vk.com",0
2117,"zensur 2 schandlichen schwestern , heit inquisition",0
2118,zeit neue plattform suchen ! !,0
2119,"kriminalitat fluchtlinge gestiegen !  wirklich ? wandern falle , angezeigt statistik ? wann wandern `` falle '' statistik ?  kleines beispiel gefallig ? frau geht fugangerzone z.b . koln mob ( mehrere dubios aussehende gestalten ) lustern angeschaut schallen wortfetzen `` fickie ... fickie '' ruber ... frau bekommt angst weicht mob . dennoch folgen 2-3 gestalten mob ... schritte rennen manner geben verfolgung ... angst macht breit ! anzeige stellt frau , `` alltag '' geworden ja standig anzeigen erstatten ... statistik sagt ... `` anzeigen ... sauber ... ! '' ... `` kriminalitat gestiegen '' ... abends liest frau folgende schlagzeile tageszeitung versteht welt mehr : `` kriminalitat fluchtlinge gestiegen ! ''  willkommen deutschland ! gib manipulation chance ! ",0
2120,"sobald `` annahernd '' wahrheit sagt , schlagen ! schones freies deutschland , ganzen rotz langer anschauen !",0
2121,"beweis , belogen fluechtlingserlass-kiel-ladendiebstahl-ohne-strafe http : //www.kn-online.de/news/aktuelle-nachrichten-kiel/nachrichten-aus-kiel/fluechtlingserlass-kiel-ladendiebstahl-ohne-strafe",0
2122,grunen bewiesenen padophilen vergangenheit suchen uber bildungsplan regenbogen baden-wurttemberg kinderzimmer ... . schweigen ! ! !,0
2123,`` derzeit konnen dank willkurlicher facebook-zensur weder bilder videos verbreiten . lassen mund verbieten ! daher : wieso guten textbeitrag verbreiten ?    mehr viele geruchte welt gesetzt : vergangenheit ja vieles ales erfunden rausgestellt . vielleicht erstmal serios rechaschieren bevor blodsin ubermint glaubwurdigkeit verliert .,0
2124,genau gelogen rest erzahlt .,0
2125,wurde wiederlegt,0
2126,och linker ?,0
2127,"https : //m.facebook.com/reyna.bruns/posts/10153590362573005 link post , spa beim abkotzen ?",0
2128,nennt investigativen journalismus ... ... ?,0
2129,"einfach schreiben sagt , , lugenpresse",1
2130,"einfach schreiben sagt , , lugenpresse",1
2131,"vergessen , zddk / mimikama ebenso : - )",0
2132,cab7ca001fc580e2 33b2b097da6e1c89 : d geil,0
2133,"linken bleibt mehr ubrig , mordversuche tote fluchtlinge vorzutauschen , paar arme seelen seite ziehen ... argumenten kommen mehr weit !",0
2134,antifanten .,0
2135,"verarsch , danke lugenpresse .",1
2136,"verarsch , danke lugenpresse .",1
2137,immer scheihausparolen ! ! ! gehen nerv,0
2138,is ja net unublich ma leute net kennt net mal weiss heissen einfach durchfuttert,0
2139,"genauso widerlich , vergewaltigungen erfinden . deutschland wachst mehr aufzuhaltenes stinkendes geschwur , regierung verantworten !",1
2140,"genauso widerlich , vergewaltigungen erfinden . deutschland wachst mehr aufzuhaltenes stinkendes geschwur , regierung verantworten !",1
2141,soweit ganz klarer fall . herr voltz schwull spielt rolle finde gut thema macht,0
2142,"obdachloser deutscher bundesburger kalte erfriert verhurten presse erwahnt ... '' armen , traumatisierten '' kriminellen nen fass gemacht ! ? !",1
2143,"obdachloser deutscher bundesburger kalte erfriert verhurten presse erwahnt ... '' armen , traumatisierten '' kriminellen nen fass gemacht ! ? !",1
2144,sieht ohnmachtigkeit gesamten deutschen regierung ; mehr versager,1
2145,sieht ohnmachtigkeit gesamten deutschen regierung ; mehr versager,1
2146,armes deutschland manipulation,0
2147,e r f u n d e n gutmenschenhelfer .,0
2148,"falsche quatsch.es gibt heulnummer toten fluchtling.grimms marchenstunde ... polizei , krankenhauser bestatigt.so `` angebliche '' informat , lagoarbeiter abgetaucht ... ... .oh mann krank seid",0
2149,sturzt lugenpresse drauf ... ..gefundenes fressen ... .aber 13 jahriges madchen stundenlang wilden vergewaltigt ... ... .pfui deibel,1
2150,sturzt lugenpresse drauf ... ..gefundenes fressen ... .aber 13 jahriges madchen stundenlang wilden vergewaltigt ... ... .pfui deibel,1
2151,oh verdammt ! ! ! ! gutmenschen : lichterkette fallt heute ! ! ! ! ! ! hahahaha ... . : - ),0
2152,bildet gefalligst sofort lichterkette fur verschwundenen fluchtling . berlin munchen mindestens . sicherlich nazis beteiligt ...,0
2153,10 deutsche turkei sterben passiert mal . ubermaige besturzung .,0
2154,qualitatsjournalismus eben .,0
2155,passt medienpolitik unserer regierung .,0
2156,letzte woche 300 deutsche 100 lebende auslandische mitburger beim schnee schippen erfroren . ..ausserdem 700 zeitungsaustrager ... langsam lacherlich ...,0
2157,"sterben tag menschen , , bekomme deswegen bestimmt schlechtes gewissen . vielmehr argert , asylanten gesundheitskarte kriegen sollen . behandeln lassen konnen ( zahne ) usw kosten .",0
2158,linke hetze,0
2159,"fresse theater ware , halt leben starken kommen",0
2160,tote kommt geht @ r*** vorbei .,0
2161,"gab toten , laut tagesschau heute",0
2162,...,0
2163,toten gibt '' s . ne falschmeldung .,0
2164,weitere phantom-refugees bekommen ...,0
2165,"sieht mal , krank politiker schon . mussen mittel zuruck greifen , stimmung bevolkerung , kriminellen fluchtlinge , bringen . schuld bleibt ferkel merkel kriminellen genossen cdu - spd - linke grunen .",1
2166,"sieht mal , krank politiker schon . mussen mittel zuruck greifen , stimmung bevolkerung , kriminellen fluchtlinge , bringen . schuld bleibt ferkel merkel kriminellen genossen cdu - spd - linke grunen .",1
2167,fur solle falschmeldungen kriminelle delikte gibt ja linksradikale her ja bezahlt einfach ekelhaft ! ! ! !,0
2168,"klar , schon gestunken radio gehort ...",0
2169,"jahre 1989 , kurz bevor ddr zusammengebrochen , stasi westen ddr-haus grenz-nahe geschossen . ddr-medien tatsache `` bosen imperialismus '' schuhe geschoben , letzten verzweifelten versuche , untergang retten . geschichte wiederholt ... , zusammenbruch vorhandenen erbarmlichen systems mehr aufzuhalten ...",0
2170,"ja , ja , erstmal stimmung . sache spater wirklich rauskommt liest ja sowieso . warte grundsatzlich lieber ab geruchte bewahrheiten , ja oft facebook fall .",0
2171,arm ? dummer geht 's nimmer .,0
2172,haha ottos ?,0
2173,mischen irgendwelche finstere machte lsd trinkwasser ? schizophrenen blodsinn gewisser vogelchen mehr erklaren..,1
2174,"erbarmlich , methoden , linke gutmenschen rest bevolkerung versuchen vermitteln , unmenschlich schuldig sind.. heuchler versuchen unwahrheiten , fakten schaffen..",0
2175,bitte lesen,0
2176,"verachtung fur groen medien , nonstop verlogenen toten syrer gesprochen - niemals offentlich vielen echten vergewaltigten frauen , ermordeten frauen - mordopfern , schwerverletzten , usw ... .wem blo schamlosen lugenpresse geholfen , wem ? - verstehen ... vergewaltigte kinder , tag sexuelle ubergriffe , blo badeverbot fur vergewaltiger , blo diskoverbot fur diebe rauber , blo einschrankung - willkommen absurdistan ? ? ?",1
2177,"verachtung fur groen medien , nonstop verlogenen toten syrer gesprochen - niemals offentlich vielen echten vergewaltigten frauen , ermordeten frauen - mordopfern , schwerverletzten , usw ... .wem blo schamlosen lugenpresse geholfen , wem ? - verstehen ... vergewaltigte kinder , tag sexuelle ubergriffe , blo badeverbot fur vergewaltiger , blo diskoverbot fur diebe rauber , blo einschrankung - willkommen absurdistan ? ? ?",1
2178,spruch linke ratte passt schon ...,0
2179,text uber bild bezogen : linker macht ordnung ... . ; ),0
2180,"heute morgen antenne bayern gehort ! dummen menschen davon sowas erfinden ? einfach bescheuert ! ! ! hoffe , ne richtige geldbue bekommt ! ! ! !",0
2181,"russen passiert ware , ware geschrei lugenpresse riesig . putins propaganda sexuellen mibrauch kleinen , 13 jahre alten berliner madchens gesagt . augstein vergleicht weltwoche sturmer . kennen grenzen .",1
2182,"russen passiert ware , ware geschrei lugenpresse riesig . putins propaganda sexuellen mibrauch kleinen , 13 jahre alten berliner madchens gesagt . augstein vergleicht weltwoche sturmer . kennen grenzen .",1
2183,`` aufschrei '' grosser beim anschlag deutschen turkei . schone heile welt ... .,0
2184,machtig aufgebauscht .,0
2185,fassen . glaube mehr . mitleid fallt glauben ab . gutmenschen bleibt entschuldigung ? ? ? ? luegen uber luegen .,0
2186,"einziges blatt sender berichtet gleicher weise uber -fast erschossenenen-plakatekleber . fake ! traurig , deutschen medien geworden . `` vertrauensverlust '' allein , zustand gar beschreiben . `` verachtung '' ware richtige wort . pfui , schamt ! `` freien journalisten '' .",0
2187,jagt ja lacher nachsten ... sofort klar wat nich stimmt ! dat son zeckenzuchter erfunden uberrascht nich !,0
2188,acht wind obdachlosen jahr sterben genannt,0
2189,"iss ja thema mehr , nehmt artikel raus faacebook .",0
2190,wahrscheinlich pass toten abgegeben,0
2191,"medien gesellschaft , nix medien tun , nenne aktive verdummung , dummes volk leicht regieren",0
2192,weit davon entfernt wort `` lugenpresse '' benutzen . trifft leider 100 % !,1
2193,weit davon entfernt wort `` lugenpresse '' benutzen . trifft leider 100 % !,1
2194,typisch deutsche tagespresse !,0
2195,kommen gleich tranen ! ! !,0
2196,mal groe luge medien,0
2197,"medien schon klargestellt , tv , zeitung radio ? totgeschwiegen ?",0
2198,"medien beeinflussen warnehmung . dabei wichtig , veroffentlicht . wesentlich wichtiger , veroffentlicht . medien per gesetz richtigen darstellung verpflichtet . niemand zeigt medienanstalt presseagentur . niemand anzeige wirklich verfolgen . wozu gibt gesetz ? sagen , recht-staat . ( alibi )",0
2199,"kriminalitat fluchtlinge gestiegen !  wirklich ? wandern falle , angezeigt statistik ? wann wandern `` falle '' statistik ?  kleines beispiel gefallig ? frau geht fugangerzone z.b . koln mob ( mehrere dubios aussehende gestalten ) lustern angeschaut schallen wortfetzen `` fickie ... fickie '' ruber ... frau bekommt angst weicht mob . dennoch folgen 2-3 gestalten mob ... schritte rennen manner geben verfolgung ... angst macht breit ! anzeige stellt frau , `` alltag '' geworden ja standig anzeigen erstatten ... statistik sagt ... `` anzeigen ... sauber ... ! '' ... `` kriminalitat gestiegen '' ... abends liest frau folgende schlagzeile tageszeitung versteht welt mehr : `` kriminalitat fluchtlinge gestiegen ! ''  willkommen deutschland ! gib manipulation chance ! ",0
2200,? genug,0
2201,"eben fast frisch geschrotetes musli mund gefallen , horte meldung sei erfunden ... schon trauermarsch lichterkette ausdruckstanz beine gestellt ... ..o je ... ..",0
2202,ar ... .,0
2203,"schon beschamend 94416f601d78bfe6 , sagst , tut seele weh.ich dafur menschen helfen , erster linie .",0
2204,"luge ! weis ! schickt hause , passier sowas nie !",0
2205,"quatsch eh glaubt qualitatsmedien . sagt . ware schon , gauck betroffen ware . steckt ?",0
2206,"wer macht , schmiert hakenkreuze zundet wohnheime ! ! !",0
2207,"wirklich neu , meldungen art sturzt , tagelang schreiben gehabt . ebenso neu , einfach uberprufung gefressen . find witzig , immer uber 'rechte hetze ' geredet , gleichen zuge existenz 'linker hetze ' total negiert . nichtmal messer angreifen^^",0
2208,"wei , warum erfunden ! ; ) deutsche `` zusammen bricht '' sagt `` oh nein , geschehen , soweit darf kommen , sollten unterstutzen '' .. o.a . genau psychospielchen kommt niemand ! ! ! ware , ja lange anstehen , interessieren ? scheie - tschuss ! ! ! niemand bleiben ^ ; )",0
2209,ha ha peinlich,0
2210,"ja , ... echt hammer , ? ! wiedermal , wohltatigkeit , bzw mitleid spekulieren !",0
2211,grunen bewiesenen padophilen vergangenheit suchen uber bildungsplan regenbogen baden-wurttemberg kinderzimmer ... . schweigen ! ! !,0
2212,weniger,0
2213,kommentar mitgelesen entspricht horen geloscht.aber tote syrer jegliche kontrolle ubernommen.so beweisen unserer presse los ist.wie dumm sein.aber wen wundert .,0
2214,xd,0
2215,wieso artikel hervorgehoben mutmaliche erfinder geschichte schwul ? irgendeine bedeutung ?,0
2216,schade weniger besser,0
2217,fehler irgendeiner weise rechtfertigen - wann habt jemals geteilten falschmeldungen distanziert ?,0
2218,"gutmenschen sagen `` fehler gemacht , geben offen . mist gebaut '' denken gut . idioten forderten rucktritt lageso-chefs . hoffe treten zuruck !",1
2219,"gutmenschen sagen `` fehler gemacht , geben offen . mist gebaut '' denken gut . idioten forderten rucktritt lageso-chefs . hoffe treten zuruck !",1
2220,"lugen , lugen , uber lugen .",0
2221,"ware traurig , fake mitarbeiter '' moabit hilft '' , fluchtlinge frauen , kinder , alte , manner wehrfahigen alter , sollen heimat befreien , feiglinge",0
2222,frau wasserturm wurde vergewaltigt .,0
2223,traurig ... .der norden mal erinnern wer / ... ... dun re a bli kjedelig ... .,0
2224,konnen ?,0
2225,wer druckt aufem like button ? ! ? ! hirn verloren ? !,0
2226,"super , frau angst schrecken leben",0
2227,scheint problem islamischen kultur . empfehlenswert ware ganztagiges ausgangsverbot fur muslimische manner solange land gastieren .,0
2228,zufall .,0
2229,schwanz ab - fertig,1
2230,schwanz ab - fertig,1
2231,hmh ... fur gutmenschen ala roth/beck/gohring-eckhard ubelste propaganda ...,0
2232,fordert burger ?,0
2233,klar ...,0
2234,"recht unrecht , widerstand pflicht !",0
2235,denke losen schicken einfach paar gutmenschen ruber traumatisierten fluchtlingen sprechen schon . ok schwedinnen mussen naturlich immer armlange abstand halten ganz ganz wichtig provokation ware straf mildernd ach ne verga gibt ja fluchtlings kriminalitat ? ? ? ?,0
2236,lange sollen perversen gefallen lassen ? ! merkel einfach ignorieren bzw . dulden . : ' (,0
2237,80.000 zuruck vermutlich deutschland teisen erneut chance abzutauchen . gute . vermissen ja schon 600.000 wei aufhalten .,0
2238,search and destroy ? ? ? . ... ..das menschlicher abfall,1
2239,search and destroy ? ? ? . ... ..das menschlicher abfall,1
2240,ganz dringend konigshaus wort melden ! ! !,0
2241,warten.wir wissen tollwutigen hunden macht.no mercy ...,1
2242,warten.wir wissen tollwutigen hunden macht.no mercy ...,1
2243,vergewaltigenden schweinen schwanz abschneiden . wurde ja mal sowas einschuchtern ... .,1
2244,vergewaltigenden schweinen schwanz abschneiden . wurde ja mal sowas einschuchtern ... .,1
2245,fruher gab 's sonderzuge gewisse orten.die konnte ja fahren,1
2246,fruher gab 's sonderzuge gewisse orten.die konnte ja fahren,1
2247,offentlich hinrichten,1
2248,offentlich hinrichten,1
2249,zwangskastrieren ! !,1
2250,zwangskastrieren ! !,1
2251,"beileid frauen , dank merkel konsorten , gezwungen keksbuchse hinhalten mussen ganz leben darunter leiden mussen ! regierung juckt einfach niemanden .",0
2252,"maen traurig , frauen land angst mussen , strae gehen !",0
2253,genauso beschissene regierung vielleicht schlimmer,0
2254,kommt wen bald mal neue politiker bekommen,0
2255,kastrieren .,1
2256,kastrieren .,1
2257,"... ... .die frauen moslems geopfert , ja multikulti schonzureden lugenpresse straftater nichtverfolgung weitermachen animiert ! ! !",1
2258,"... ... .die frauen moslems geopfert , ja multikulti schonzureden lugenpresse straftater nichtverfolgung weitermachen animiert ! ! !",1
2259,schweden schweigen tot . code 291,0
2260,"schon fast schon lustig , schweden schon 2009 , lange hohen anstieg asylanten `` hochsten melderaten thema `` sexueller mibrauch '' . daran asylanten beteiltigt sollen , damals garantiert hohen norden befunden erschliet . nenne einfach miese propaganda , nehme schon lange bestehenden mistand schiebe feindbild . http : //www.welt.de/politik/article3643996/vergewaltigungsrate-in-schweden-am-hoechsten.html",0
2261,"fuball sagte fruher : trainer mannschaft mehr zusammen passen mussen eben trennen . worte politische lage beziehen schwedische volk regierung trennen besten gestern ! danach schmeit raus zack landfrieden wiederhergestellt . oh entschuldigung , politisch korrekt ? schei drauf !",0
2262,"ware mal arbeitslose einzustellen , migranten ? ach , wurde subventioniert ?",0
2263,raketenwissenschaftler ? ? na konnen autos bald fliegen ; ),0
2264,"? wer weis , halle putzen ? ! fur 's papier",0
2265,"festanstellung siemens daimler ? angelernte ? hahahahahha , you made my day ! bruller jahres .",0
2266,"wusste jemanden , grabe umdrehen wurde ... ..",0
2267,is ja super ! audi bmw je 40 einstellt nachste wirtschaftswunder ! rapefufgees are welcome !,0
2268,daimler konnen ja kaputt .,0
2269,"tag dreieinhalb stunden fertigung , danach dreieinhalb stunden deutschkurs ! ! na super . letzter schei fachkrafte lache",0
2270,dafur 1000 entlassen,0
2271,bleiben offiziell 799.960 !,0
2272,elchtest umbenannt ? minarett-test ?,0
2273,scheinheilige heuchlerei ... .einfach ekelhaft ! ! !,0
2274,lugen gegenseitig hucke voll ! !,0
2275,"bestimmt uberqualifiziert . ; - ) auerdem : fluchtlinge mussen integriert , asylgesetz temprares bleiberecht ! !",0
2276,schei mercedes ! ! ! ! ! ! ! ! ! ! !,0
2277,"halten mal fest . geringverdiener ( min 30 % deutschen ) befurchten se gunstigere fluchtlinge/migranten ausgtauscht konnten . bleiben mal fakten : facharbeitermigrant kostet ersten jahren 1/2 1/3 weniger deutsche facharbeiter . fluchtlingen sponsort staat ordentlich subventioniert kosten fur arbeitgeber . = gunstiger deutsche praktikant = kosten null + forderungsgelder staat /deutscher praktikant gleichzeitige forderung politik wirtschaft : mindestlohn fur fluchtlinge aussetzen . = gunstiger deutsche mindestlohner wer namen teufels behaupten , angste , menschen real ?",0
2278,na ja vielleicht konnen fuhrungspositionen hoch bumsen ?,0
2279,"verbrecher , groen konzernbosse sitzen schweinepolitiker privaten wirtschaft tisch . politiker naturlich ehrenamtlich tatig aufsichtsrat . hahahaha islam schieen steinigen . moglich 60 familien soviel besitzen halbe weltbevolkerung . heute modernes raubrittertum , deckmantel bekommen .",1
2280,"verbrecher , groen konzernbosse sitzen schweinepolitiker privaten wirtschaft tisch . politiker naturlich ehrenamtlich tatig aufsichtsrat . hahahaha islam schieen steinigen . moglich 60 familien soviel besitzen halbe weltbevolkerung . heute modernes raubrittertum , deckmantel bekommen .",1
2281,40 uber million . wer ?,0
2282,billige krafte werkshalle fegen .,0
2283,praktikanten stellen.auf zeit.damit existenz aufbauen.gerade automobilindustrie deren zulieferer tour stellenabbau betrieben mehr automation gesetzt..das werbegag .,0
2284,aufpaasen fahrzeuge verschwinden .,0
2285,fachkrafte bleiben hause beziehen hartz 4,0
2286,"millionen arbeitslose 1 euro jobler seit jahren deutschland , grokonzerne stellt fluchtlinge ? ? ? ?",0
2287,"demnachst , gibt 40 fachkrafte arzte , doof lesen schreiben konnen , rum schrauben fur 2,50 /std .",0
2288,... konnen ja mercedes bleiben ... grusse bmw fahrer ?,0
2289,"vielleicht steigt mercedes ja raumfahrt , bieten raketenforscher ja regelrecht .",0
2290,"lug , betrug , schaumschlagerei sand augen platz findet !",0
2291,teile verschwinden . ..,0
2292,suche wohl ernuchternd .,0
2293,gottes willen ganzen manager aufsichtsrate sabbern schon schnell tut lasst fluchtlinge arbeiten .die gewinnmaximierung aktien gehaltserhohung lasst gierig abhangigen lang zappeln .schamt ... ..billiglohner denkt oberschicht.verdammt,0
2294,bestimmt 'willkommensgeschenk ' gleich jahreswagen wahl gekriegt ... ...,0
2295,irgendwie kommt staatlich geforderte bespassung ... . ? staatlich geforderte bespassung finanziert steuergeldern- einfach kotzen !,0
2296,kinder mussten besten zeugnisse vorlegen praktikum bekommen.tja.vielleicht genug qualifiziert.sind halt fachkrafte.einfach kotzen .,0
2297,cf89c612552cdef4 : d bauen sprinter : p,0
2298,"verlogenste konzern fluchtlingskrise - mercedes benz - brauchen millionen fluchtlinge , bitte mercedes einstellen ... gutmenschkonzern maul weit aufreien drecksarbeit volk uberlassen billigere fluchtlinge ersetzen ... .widerliche politik",1
2299,"verlogenste konzern fluchtlingskrise - mercedes benz - brauchen millionen fluchtlinge , bitte mercedes einstellen ... gutmenschkonzern maul weit aufreien drecksarbeit volk uberlassen billigere fluchtlinge ersetzen ... .widerliche politik",1
2300,"wurde mal interessieren treiben , ausser frauen band begrabschen .",0
2301,"wer benz fahren ? sogenannten fachkrafte ! ! ? ? ? ? lache . direkten umfeld weis , dafur zeitarbeiter entfernt . irgendwann mussen herrn herrn rechtfertigen . ware gerne dabei , gestammel .",0
2302,nestbeschmutzer- brut ! ?,1
2303,nestbeschmutzer- brut ! ?,1
2304,hip-hop song fur . kampfansage bundesregierung . volk bekommen `` '' spuhren ! teilt lied zusagt horen : ) https : //www.youtube.com/watch ? v=w1mqewpu7vs,0
2305,"dafur geld bekommen solch aussage tatigen ? denke traumatisiert , konnen gute arbeit leisten ? verstehen ja chef wort deutsch konnen . funktionieren ? sogar putzfrau steht jedesmal extra dabei , deutschsprechend..ich glaube unbedingt deusch konnen wischer schwingen ...",0
2306,? facharbeiter ? ? ?,0
2307,bitte gebt job ! hoechst qualifiziert !,0
2308,"apropos , uber 1 mio gekommen ? ? ? ware schon 100.000 qualifizieren anzustellen ! ! ! ! aktionare verzichten gernne dividenden ! hauptaktionare ja staatsfonds kuwait , vae , quatar ! ! ! ! sagt koran , 25 prozent fur hilflosen falle handelt unglaubige teufel ... .",0
2309,"unserer omv staatsfond vae mageblich beteiligt ! ! ! bitte , proportionell ( deutschland ) bitte 10.000 asylanten ausbilden beschaftigen ! ! ! vae , muslimischer staatsfond verzichtet sicher liebend gern dividenden wen notig verkauft anteile glaubensbruder flucht unterstutzen ja religiose pflicht ( sharia ) ! ! ! ! ! !",0
2310,hahaha ... . retter helfer not : - ) ... macht einflu geltend ! ! ! !,0
