,text,hs
2519,"@ luz_darks wall-e conmovio , perra gelida .",1
2520,"hijo puta llamando ofrecerme trabajo scort , casa citas tonterias . estafa . !",0
2521,asi dice  victoria  sirio arabe https : //t.co/2jyhkvhpoe,0
2522,@ winterson553 acoso provocacion,0
2523,"ensenar tampax llenos sangre red social ir moderna , ser guarra fracasada vida verguenza alguna , hijas puta .",1
2524,"@ ryogure @ papelicioso zorra merecia paso . hecho , parte juego tenes cita dos , aparecio tifa . chere : playing otomes even if it 's not an otome .",1
2525,`` izquierda unida -verdes denuncia `` '' caza inmigrante '' '' decretado ayuntamiento mazarron https : //t.co/1src54zdil '',0
2526,@ todorokishalf cuenta seria constante callate escoria ! ! ! ! com ! ! ! ! mayusculas,0
2527,"@ eduaguirre7 @ dios1soria callate subnormal puta vez deja llorar , penalti xq isco juego dios pueden ser tan jilipollas subnormales tios admitid acabo flor zidane cojones hijos puta",0
2528,gobierno negociara comunidades reparto menores inmigrantes https : //t.co/cgmspza2kh via @ elpais_espana,0
2529,"tobias callate puta boca suene intro ritual , guitarra llora escuchen bien .",0
2530,"mira polla tweets abasurdos , si dicen bloquealos callate lanputa boca macho erea toca cojones @ eliaanavarro si tan 'madura ' puea deberias saber ignorar solucion problemas ...",0
2531,manda casa libro refugiados ... 2x1 https : //t.co/myqvt7kt8m,1
2532,aseguran  guero  complices robo establecimiento https : //t.co/izjcuv7ywv,0
2533,@ medelcami01 perra cierto,1
2534,@ alexiabiava jajajajajaj zorra imbecil idola,1
2535,"@ mimendalirenda @ _santostrinidad hijas puta conscientes va acabar ensenar tetas capillas/mezquitas , robar desnudas ninos jesus , procesiones puto cono ... ..",1
2536,600 subsaharianos atacan espana fuerzas armadas . italia debe abrir barreras https : //t.co/lvklxeaj2l,1
2537,@ pauvillarreal9 callate cara d perra,1
2538,`` video : discriminaron nina `` '' sudaca '' '' metro madrid https : //t.co/7fxl71twfw '',0
2539,miki nadal callate puta ducha cojones papa,0
2540,hacesssss vete imbecil pego,0
2541,@ as_tomasroncero @ mateo_kova23 comemela perro pa hables equipo payaso,0
2542,"@ pimpiruleta callate , puta herniosa chocheando ciatica jajjaa jode ? alegro jajaj jodete jajajajaja jodete oyes ? jodete jajajajajajajaja regalo santa jajajajaj jodete jajajajaj duele ? malegro , deberia dolerte m",1
2543,"entrando valla ceuta melilla , recuerdo llaman puerta piden favor entrar . vienen invadir intentar destruirnos aniquilar sociedad ayudado pijos progres # dimisioninutilmarlaska https : //t.co/ywwapoz2pw",1
2544,"primero tendria hacer pdr snchz vuelva vacaciones sesion fotos practicando footing moncloa rodeado negros . perdon , subsaharianos . arreglabamos . podriamos usar obama extra",1
2545,@ luis050876 @ espanatovio @ cedemocratico mmmmm argumento cinico usan justificar violacion acoso,0
2546,"cada vez gusta mas cuerpo , pasa ? ? guarra ensenar piernas ? ? provocadora foto toalla ? ? problema mio , publico gusta .",0
2547,"pues decir puta mierda , callate , joe # otgala8",0
2548,@ laurabozzo callate boca vieja loca ven lame axila perra,1
2549,puta vez ensenando prioridades .,0
2550,@ qweenbellac callate vez perra celo,1
2551,"@ birarxs nono claro , callate q mientras alcohol vos tragas perra",1
2552,@ timethyheller kyc ocico si ridiculo mereces pinche zorra > : d,1
2553,"necesita ser rico , juro . supuesto , suerte si , requiere planeacion ( oigan , si van hacer maestria aprendieron planear ) . consejo : dejar pensar gabacho metropolis mas . https : //t.co/0wukgpyhre",0
2554,"cai escaleras metro , guera pendeja win .",0
2555,"todas mujeres fuertes ' dicen lloran tipo gordo pantalla llamo puta , dejando lado , ser rastrera usar violaciones maltrato ganar tema ver . https : //t.co/lyfkpufstn",1
2556,"siento inmigrantes mayoria ser repatriados tierras , paises . puede dejar morir mar , cuanto esten fuertes hacia casa nuevo . mayores menores . podemos asumir problemas sociales paises",1
2557,@ camiiteran callate ponete estudiar zorra,1
2558,@ pri_nacional @ aurelionuno ojete hijo puta maricon lambe hievos ratero mantenido mereces,0
2559,mujer encima vaca ? vaca dos pisos,1
2560,@ neksteamobebe pones bien cachonda hija puta madre ahkkkk amo maaaaaaaaaas sabia ahk puta favoritaaaaa < 33333333,1
2561,"noche sale fiesta . si alguno pretende ligar alguna mujer sabeis dicho : sabado sabadete , polvete garete .",0
2562,@ daamiweht @ luviera_carp puta madre damian callate jajajaja,0
2563,"@ auronplay subnormal , dije puta gracia .",0
2564,@ sanchezcastejon haciendo hueco moncloa ayudar inmigracion solo quiere dinero . luego suelta calles busquen vida . hijas guardaespaldas pablo vigilancia chaletazo . demas venga . https : //t.co/4sccjpu4nm,0
2565,@ metapodsin imbecil mierda envidia pq polla verdad metapod sabia,0
2566,@ nick17buero opaa jajaja comemela entonces ajajaj,0
2567,"becas morenos , si guero , seguro nomas amarrado .",1
2568,@ laragarcia3 callate unico hago tarea perra despues m r,0
2569,@ _fernandacaso mereces amistadabputa perra olvidadora,1
2570,"@ prssrx +si molesta miren raro , culpa complejos unica opcion adelgazar . si molesta seguiras vida .",0
2571,putos # moromierdas envenenan perros exigen prohibicion . perro mas limpio cualquier piojoso https : //t.co/s7p45pnkxk https : //t.co/cpexso5ai1,1
2572,"ropa indocumentados cada vez mas horrible , dan pena chabon , colores , modelos , , asqueroso .",1
2573,- sabe fanta ? - ? - polla garganta .  claro metes naranja https : //t.co/z3wq0uonqh,0
2574,"cataluna catalanes polla culpa independentistas , dicho : iceta president",0
2575,"perra , puta , zorra mierda mujer mujer respeta asi mil novios divierta hpta gana : ) ( )",0
2576,"ridiculas tl juzgan acoso mientras experimentan . midan feministometro lado , bai https : //t.co/cf6pnc2ylj",0
2577,"santi robo . encantada , llorar zorra merecia # caerententacion",1
2578,@ martasuarezesm perra gato !,0
2579,@ mcclives apunto ensenarle volar hijo puta,0
2580,cada ano pasa peor fiesta inmigrante,1
2581,gran cantidad refugiados cuales entran intereses . https : //t.co/zyniujgozy,1
2582,"peloteo ridiculo , latinoamericano siempre sera sudaca panchito , nunca trataras h consideraras nivel https : //t.co/fw3jvb9do1",1
2583,cc novio guero hablan ingles,0
2584,"@ ladelatienda24 dan ganas tirarle patriarcado encima ver si reaccionan , man imbecil vieja escoria ,",0
2585,"@ ethan_ash62 mira ethan voy putear merezca ser puteado k , m x , hijos puta avala roban hacen transforma pais mierda pais sino gente , enfermos mierda avalan",0
2586,@ booty_celli zorra callate mato,1
2587,pinche puta callate !,1
2588,"callate hijo puta . vos tenian cagar piedrasos ayer , ppbres policias tenian ver # hablamacri # gatodemierda # billetero",0
2589,"arbol pesao , bigote ?  callate puta boca disfruta best gaem https : //t.co/soysnbmbgj",0
2590,"brava , rompen madre escondes falda madre , andar zorra si grandecita ? pobre chiquilla pendeja !",1
2591,"hijo puta despabilo . callate iglesias , impresentable",0
2592,"@ ntn24ve @ pedrokonduktaz cobarde hijo puta gorda madre , quisiera tenerte frente ensenarrte ser hombre , tan cabron marica novio muerto chavez gordo maduro basura condon usado , madre pario culo papa fu",0
2593,siempre sere fan taquitos sudados guero,0
2594,"mal nacido , retorcido , lameculo gringos , mugre . igual hijo puta arana https : //t.co/odocpdbc6s",0
2595,@ natjiusshka @ vacomotrompada @ centrojas callate puta lesbiana peronista,1
2596,aguacate malditos sudacas,1
2597,mas gusta bien puta trepas cama retros,1
2598,"@ agstinaramos5 callate , vos casada maldita perra",1
2599,@ nahimachoura @ sancadilla callate pinche perra .,1
2600,pedroche buena feminista chica barrio lleva escote falda pa salir fiesta guarra,1
2601,hace mujer habitacion redonda ? - buscarle esquinas,1
2602,@ detailiant mereces entrar choza perra,1
2603,"hoy , curro , montado pollo interesante ninato ensenando ... hijo puta veces , sip",0
2604,@ maestrochuli ponme polla cara veremos ve .,0
2605,"`` cadiz acoge primer `` '' campo refugiados temporal '' '' disponen camas , duchas aseos maximo 72 horas , 400 migrantes cada 24 horas seria primero  centros desembarco cerrados  inmigrantes # lasilenciosacat https : //t.co/vb5zvcambm ''",0
2606,"@ caraotadigital hijos puta , mereces peor mundo junto desgraciados rodean , ladrones , malandros",0
2607,quiero hablar sinceramente da mucha rabia penseis mujer guarra ir vestida  x  manera hablar tal,0
2608,@ quintinllp deja provocar hijo puta vuelta tortilla vas arrodillar llorando pidiendo clemencia presidencia bazofi,0
2609,quiero pibe diga  puta mejor mama  jaaja ahre,1
2610,@ matarataspls enorme grande puta ama joder dios,0
2611,"@ natachajaitt @ ulisesjaitt @ marcelopolino mato hija puta puta provocadora , perra , mereces muerte sucia hdp",1
2612,"@ sabinadelacruz acoso culpa hombres , ustedes deberian poder vestirse venga gana : punto",0
2613,`` see ... tal vez recordo peron protegio eichmann cientos nazis . conto arabes `` '' chiste araba garcho camello '' '' https : //t.co/akonmuhkn0 '',0
2614,negocio opel arms george soros @ sanchezcastejon autoriza . https : //t.co/qsiwpbkhok,0
2615,"verguenza indocumentado favor jauria politicamente correcto . sentencia juana rivas machista . si hombre hace condena doble seria hembrista sino justa . dan asco politicos , juezas tertuliano/as",1
2616,poner mujeres hombros atractivas ? rodillas .,1
2617,espero ano merezca pena . porq parece 2017 termina puta madre sido,0
2618,@ dqnigamer @ soypapho hijo perra estes hablando asi puta,0
2619,arabes implementaron esclavizacion blancos negros imperios coloniales https : //t.co/laabdgqszx,1
2620,"ilegales refugiados , invasores : mismo pisar territorio espanol inmigrante indocumentado irregular hacerlo refugiado . https : //t.co/vzwirjei3x",0
2621,"`` alqatie significa `` '' manada '' '' arabe . tribuna cartagena denominado `` '' manada ala '' '' . espana , repetimos refugio mucha escoria dada justicia tan patetica , manadas arabes . continuacion detallamos : ''",1
2622,"`` eeuu . investigacion forense realizada cuerpos cerdos muertos colocados desierto # arizona ( ee.uu . ) hace temer , rapidez `` '' desaparecen '' '' , cifras oficiales muertes inmigrantes indocumentados cortas . https : //t.co/fvgeodoao6 https : //t.co/xhznd4bg6v ''",0
2623,@ jonnycasals hijos puta sarah merecia ser arquitecta : (,0
2624,"@ ren_masters @ luisjuantp sera broma ? relacionando tan grave casos acoso violacion etnia , religion preferencia sexual persona ?",0
2625,@ teleshowtv @ edgarcamarasa si tan buena estaria preso abuso acoso violacion menor . pague aprenda seres queridos .,0
2626,@ robertfelixrodz @ agria_ @ mellowshyt psss hoy vamos puta voy regalar trago,1
2627,@ maayymartinez vos sos zorra callate mayra n banco,1
2628,puedo creer recien doy cuenta hija puta personas merecian mal caracter .,0
2629,@ cinemascomics @ benaffleck puta mierda ben affleck actor deje tonterias vaya mas gimnasio anda gordo,0
2630,"@ minaghrv @ ivan2001sanche5 gente mas patetica si quieren ensenar polla contraten puticlub aqui redes , patetico , ridiculo ... ...",0
2631,"@ danibalmaceda98 callate perra , nunca mas juntamos ( ?",1
2632,@ chemoide33 mujer igual puta sabia dijo ojala pase mismo hija aver parece,1
2633,"gringos descubrieron ! ! ! ! ! ! ! saben mandamos indocumentados arizona , texas california fin colonizar recuperar territorios f % u % # c % & amp ; $ k",1
2634,sutileza @ a3noticias poniendo noticias # inmigracion tras terrorismo vomitiva sorprendente ...,0
2635,@ silvanagiudici @ patobullrich callate gorda puta concha sucia mal,1
2636,"@ david__maranon ana guarra , robachicos",1
2637,@ ivannalaliter autoestima re puta madre callate,0
2638,@ pablohiriart hijo puta dios,0
2639,@ vmm2806 callate depresion llorando pinche zorra,1
2640,@ noticiasuno ser hijo puta @ defensagob inventarse mentiras . incompetencia payaso bebe ministerio defensa tapa mentiras menos dolor ajeno .,0
2641,@ gabicerru anda puta q pario . pensas q sos ensenar militancia ? das sobradora encima jaja . breve terminas sanguchito bossio .,0
2642,"atorado trafico , claramente perra relacion . https : //t.co/2caxqqwhqq",1
2643,@ mlagvaz callate guarra,1
2644,perra patetica . cono apesta cabeza wack . enojado diste cabeza dejo perra,1
2645,callate hijo puta madre cosas hacer quiero dormirrrr evitarlas,0
2646,"hoy hermana dijo : ' callate perra latosa ' ( 6 anos ) , esperar mundo ...",1
2647,dificil decision quedarme cabello guero cambiarlo,0
2648,ninguna mujer 'puta ' https : //t.co/cv0cqm5rig,0
2649,@ zurine3 cono ? ... ... ... ! camisa fuerza ! ! !,0
2650,cuanto aguantar esperar pedir forma mayoritaria pacificamente ( dicen @ catalufos ) dimision inmediata @ sanchezcastejon ? ? ? https : //t.co/hcwuhgfc1y,0
2651,@ iqrogue callate pinche perra tragacroquetas,1
2652,"@ garciabecerril callate perra , casino controla",1
2653,"si hace hombre acoso , si hace mujer chiste . guerra izquierda hombres ... https : //t.co/emztjysrf3",1
2654,"quiero dormir vecino aca puso musica toda cuadra , encima canta . callate hijo puta mintio dijo cantas bien",0
2655,"interesante dato muestra , vez mas , desverguenza manipulacion ganas gresca cualquier precio ciertos energumenos dicen amar patria mientras roban abusan publico echando culpa males inmigracion @ quinfernandezz https : //t.co/ecbcxghyyh",0
2656,dijo encargare hijos puta tranquila dios preparara sitio merecesaqui alli,0
2657,"mereces aire respiras , escoria",0
2658,"muchas mujeres siguen calladas miedo perder trabajo ' norma cardozo , victima acoso @ itaipuparaguay # r800am",0
2659,"@ animalastica queria ensenarle polla tia , terminado viendola twitter .",0
2660,inmigrante  eh inmigrante extrano https : //t.co/yibahhy10w,0
2661,"@ martini_nezz obvio , intentas hacer ahi 1314 salido , preguntes sabe zorra",1
2662,parece perfecto haberme comido 13 empanadas arabes,0
2663,"follar bien mola , dejes cono/polla controle vida .",0
2664,"abogada elsa martinez , siempre manteniendote informado . https : //t.co/jrmce5f9kz",0
2665,"`` ahorita estariamos viendo alguna series raras netflix mientras pegamos cabellos gueros , siempre : `` '' nel pastel carnal '' '' ''",0
2666,cumbia infinito conoce fronteras mueve peru tambien gabacho,0
2667,"# agresionmanterosbcnpdv partidario ayudar gente papeles , estan aprovechando solidaridad . faltaba ver , agredir turistas policias . unica manera obligan hacer mantero papeles , mantero pais",1
2668,i want to write you song merecia mas puta madre letra mas hermoso melodia paz total concha lora merecia mas,0
2669,@ ppatriciamh @ sukoicriollo callate puta . mierda insulto da gana . suerte podrido samparia cara,1
2670,"@ don_chava1 @ pedroferriz viejos viejos , viejo pendejo escoria sociedad",0
2671,@ nexussep @ ximicomics @ barbijaputa pues aki nietos tataranietos genocida viviendo puta madre,0
2672,decis mujer guarra cama imagino lanzadoos caca haciendo pis cara rio .,1
2673,muero decirte calles puta boca puta jodida vez voy pasar,0
2674,@ mili_brujita puta madre desgracia paiz terruco probado asesino indultado ensenando primera univers paiz dicen ahira caraji rabanos m,0
2675,"acabo recordar anoche sone futuro jefe , gabacho despidio .",0
2676,"migraciones deben coordinarse , deben rechazarse . europa necesita inmigracion , necesita inmigrantes , hijos nietos nacidos aqui , larguen . bienvenidos .",1
2677,"puta madre pinche chamaco , mejor callate",0
2678,miguel amante - aumentan rescates inmigrantes indocumentados https : //t.co/7gfaiagkpl via @ youtube,0
2679,"@ solanopo callate sorete buscan muerto hijos puta , ojala muera mascota navidad",0
2680,respeto mereces pinche puta buena https : //t.co/rnpq8zdb2g,0
2681,preferian enfrentar peligros regresar hogar ser encarcelados condiciones senalo organizacion tambien demando policia migratoria ice . https : //t.co/654ufpp28n,0
2682,@ duune_ @ juan3256426 @ emocristo callate hijo perra ay mayus,0
2683,si alguien imagen pokemon bailando machupichu hoy cobras tirititirititiritiirii ponga,0
2684,@ anaisbernal puede ser puta verguenza jueces,0
2685,"@ gustavobruzone callate viejo pelotudo culo roto cheto cuarta hijo puta cipayo ! ! ! aguante pueblo concha puta jermu , hermana , tia , abuela hija puta pario",0
2686,herencia cultural . rt espanol compartido video . 40 min  cultura andina construia islas artificiales siglos hicieran emiratos arabes unidos https : //t.co/n5wwpbjvee,0
2687,@ parejamadrid31 uuiifffff encanta gustaria follarte bien cono culo,0
2688,@ pabloiria @ focusings pablo callate puta vez . ganado strike .,0
2689,@ anaisbernal personajes consiguen sacarme pasiones mas bajas . encantaria terminara puta calle,0
2690,@ mrdashgd pegue polla culo avers,0
2691,"quieren seguir ig monton arabes/turcos/israelies , creo cara terrorista di cuenta",1
2692,@ reforma @ aurelionuno hijo puta nuno segun representante educacion puto viejo chismoso chupate verga ... ..,0
2693,baby verdad ninguno puta genuina . louis v feca echa china,0
2694,papeles roban trabajo . https : //t.co/ocaxjm4uh2,1
2695,"jugo unidos ? gabachas pueden ganar , sorprende . https : //t.co/vj80wvtcpi",0
2696,vamos puta mare vamos vamos merecia vamos dios sufri lpm envia baila flor 13013,0
2697,@ andrea_mush mami pendejas fabulosa ( lease tono bien perra ),1
2698,@ paquitoeldela13 @ furiarojatv murmullos hpta . callate futbolera hijo puta estes sapiando peorra . sabes mierda @ tulioagomez contrat .,0
2699,"feliz ano zorra , amo imbecil : ( @ poetswonho",0
2700,poesia . orgasmos . sabanas revueltas . polla cara . dicho orgasmos ? pasame gramo . voy to jamao . # neopoesia,0
2701,"inmigracion legal si crea riqueza ilegales solo cuestan dinero contribuyentes da ? - riqueza crea , reparte https : //t.co/sj7cxm9hwp via @ voz_opinion",1
2702,@ monederojc tonteria ! ! ensenaron psoe : puta mierda chavales llego felipe gonzalez arreglo .,0
2703,"q entender q imbecil q repiten llevan cuatro anos chupando polla madridista , normal q ahora salgan armario , paciencia , volveran ratas esconderse . https : //t.co/bxlmuwvvrl",0
2704,@ bangtancitos si callate zorra,1
2705,migracion dominicana cobra 5mil pesos indocumentados deportarlos # latinoamerica # republicadominicana # deportacion # indocumentados https : //t.co/0pa5yg7pe4 https : //t.co/do4fomuoke,0
2706,@ antu_cerevin @ bornetvane callate perra jajajajajajajajajaja,1
2707,aqui pedro hablando solidaridad mientras sigue referirse ls 22 guardias civiles q resultaron heridos tras salto valla ceuta https : //t.co/j62h0aomml,0
2708,escuela danza arabe mueve acambaro https : //t.co/zb9xzsgb5g,0
2709,@ meelfernandez8 jajajajajaja lpm callate vos sos zorra numero 1,1
2710,necesito monita prieta cabello guero,0
2711,@ gonzalezrafi @ leticiadolera hijo puta puta madre ! aprende leer luego lee comentario nuevo ... .y entonces dices digo justificado . dicho explica vuelvan locos..que mismo . cuanto f,0
2712,@ topisimayo @ padrejosepalmar callate perra muerete hambre ! ! !,1
2713,guapisimo arabe quiere ensene espanol haha,0
2714,unete semen ! ! http : //t.co/sadfduwmge,0
2715,"levante malhumor cc . hoy pa . callate puta , boca https : //t.co/808mlkymo8",0
2716,"@ norenebergnacho puta , callate nomas",0
2717,panama | central johnatan mosquera jugo partido completo empate 0-0 arabe unido costa fc https : //t.co/zkzei1q5lj,0
2718,@ feminicidio solo sino miles denuncias falsas acoso violacion escraches arruinando vida hombres inocentes . motivo marcha ? brecha salarial ? existe . eligen distintas carreras . mas casos,0
2719,@ will_sfc1912 @ arielitoedlp @ edelpoficial callate brazuca hijo re mil puta ! ! !,0
2720,pana novia tan puta vez ponerse condones chingar deberia tomar antibioticos .,1
2721,partido doble mixto tenis ? single hombres obstaculos .,1
2722,@ inakibustos @ ismarengue11 @ muyevil mentira ! crees hijo puta messi va ensenar camiseta va encarar grada si capitan hierro ir mas lejos ? sacaba ahi hostias ! # faltamadridismo,0
2723,"@ gaoh1 -me voy joey empiece llamarnos zorras . -callate , zorra !",1
2724,racista africanos sudacas ... https : //t.co/nz5ebx8mk6,1
2725,[ 30/12 2:49 ] alancito : jajajajaja puta mierda [ 30/12 2:49 ] alancito : callate ok,0
2726,@ valenarg_tina sii bb comemela t meto garganta puedas respurar segundos,0
2727,@ takenbypilots izquierda pego patada cara cosita mona ahrsjlsv,0
2728,peculiar cambiar color cruzando par lineas . paso atras morena adelante va llevar guera ? mestiza aquel lado person of color mero gabacho,0
2729,"chabon dijo , confiado cabe aclarar , situaciones acoso , abuso , violacion violencia machista mujeres podemos ir policia encargan problema solucionado . sabia si reirme llorar https : //t.co/kumczjoye5",0
2730,@ pedrons97 jajajaj si we bien perra chismosa,1
2731,"lugar lleno sabiduria , sanacion , energia ! ! ! ! vamonos machupichu 17 22 septiembre ! ! aun tiempo ! haz maleta ! ! https : //t.co/mnvrydg8vj",0
2732,qui habite cannes/nice/monaco,0
2733,@ xlittleblue callate ahora pueblo acompanada pajaro perra,0
2734,"subido foto ensenando cuerpo ? forma denigrar mujer , encima follare jamas , puta asquerosa ... .",1
2735,tal uranium puto sol cara voy autodestruir polla,0
2736,@ zeus197711 jajaja pues bien puta provocarme veras puta puedo ser bb,0
2737,@ solgarcete1 queria puta cita doble vos yendo cualquier lado . odio callate .,0
2738,@ guillelobo callate boca pedazo hijo puta . dona rosa microfono .,0
2739,@ pelusasaez1 sido reganarle xq iba pegar perro.. salta callate puta digo padre desgraciado . pase mi..,0
2740,"espanol , asi callate boca . jake diciendo dejes hablar frances , perra , espanol , aprende idiomas hablar conmigo , companero .",0
2741,"-veis chicas ? nunca tener piedad putas . educarlas momento ensenarles sirven : diversion . voy reventar culo puta mientras come , bien , espero esfuerce podra",1
2742,"si 7 carajitos peligrosos terroristas casi matan indocumentado , imaginen pueden hacer mercenarios verdad bien equipados pagados https : //t.co/ugl48gzt9d",0
2743,"@ marisaglave callate perra mierda ... anda preparando maletas , vas presa junto ratera villaran , ratera heredia terruca veronika mendoza ... . nadie cree..sigues floro matanza secuentros ? ? jajajaja mismo",1
2744,"caga pinche gente ser gueros , creen chingo ustedes opinan , ponches prietos ?",1
2745,@ claseobrerasxx @ paylark4 @ relatofeminista si apoyando ideologia machista hijo puta asesino resentido social,0
2746,"@ zalaca1 @ zurine3 @ vmm7773 desconocia , use tipejo defender escoria , justifica ir cine porno cine adultos conoce , cierto si miras porno joven puedes hacerte idea",0
2747,hoy dado mucha alegria recibir noticias soda hogar llevabamos tiempo saber . muchas gracias fotos familia .,0
2748,@ xiuvoice callate zorra,1
2749,"menudo chiste . papeles , direccion conocida ... puede cualquier parte . aunque pillen dara igual , defendera open arms todas instituciones https : //t.co/kkgiay6sbk",1
2750,"negros arabes aqui uk , desgracia https : //t.co/xm35d5jdxp",1
2751,"@ patriapreciosa tal vez gege responda si , callate maldita perra acomplejada lambucia miserable",1
2752,vives delincuencia visto ido vacaciones madrid barcelona absoluta vale senores tener papeles ven totalmente internet pueda pasar miedo total ley https : //t.co/dikqdlsuk5,1
2753,"luz acontecimientos , casado visitara ponen peligro familia tradicional chueca , despues haber visitado inmigrantes invaden etarras matan . # masterdehipocresia # pablocasado",1
2754,"taxista barcelona danan turismo , inmigrantes subsaharianos saltan playas . telecinco  panda capullos ! .",1
2755,asi : vulgares.no mas argumentos aprendieron legado aquel : 'te pego cara marica ' innombrable . @ efrapotter @ infracer @ gurozu @ elcocodiaz https : //t.co/r1puzdkif8,0
2756,@ tamifs_art comeme cojones puto imbecil polla,0
2757,generalitat 'compra ' inmigrantes ilegales ofrecera contratos laborales 1.000 https : //t.co/bahoejwtui,0
2758,@ xmarteen @ apmc312 callate perra boca toy,0
2759,"ojooooo adan lia , autobus mientras celebraban victoria , decia : 'mi novia sevillista , puta mas '",1
2760,"@ poderfeminazi luego tendrias fregar toda sangre demas , mujer .",1
2761,"@ el_piratha callate perra dejaste seen , mal amigo",0
2762,dicho ojos arabe . significara .,0
2763,@ deenissemb jeje callate perra,1
2764,"cristina pedroche explota : & quot ; si pongo escote guarra ; si voy mas tapada , . https : //t.co/pmskxiree5",0
2765,ahora vi capitulo # twd solo decir eugene hijo puta merecia morir lugar carl . ah adoro maggie obviamente mas carol .,0
2766,hoy @ arandinacf clama # abusosexual tras caso ex jugadores club . # sucesos # arandina https : //t.co/yyg9asxwlq,0
2767,@ metaldoc86 @ temporaaeterna saben tener puta polla muerda metida calzoncillo necesitar ir ensenandola .,0
2768,"@ culossexys rt semen , movimiento machista internacional !",0
2769,carta abierta cura pablo casado inmigrantes https : //t.co/9rvm6qriz3,0
2770,@ facugajardobrc callate zorra crema,1
2771,@ romang0920 puta,1
2772,espero buen ano reciban merezcan menos joderia puta jajajajajjajaajajajajjajajaja,0
2773,"panuelos # arabes # shemagh # kufiya # hatta 1,10 x 1,10mts algodon excelente calidad . color # arena # sand https : //t.co/wybywf9lvf",0
2774,@ eloyalvidrez10 lady zorra barata,1
2775,espanoles ... refugiados ... gloria # migrates # refugiados # espanaloprimero https : //t.co/jkc8iys32c,1
2776,oye viste sampa ... -callate zorra ganamos 9-0,1
2777,indocumentados salarios horarios vuelven chicos barrio,1
2778,"mira , cansas , callate q puta idea https : //t.co/xdapnc6xlv",0
2779,@ manuel70m @ elhijod50580766 paso manolo ! dile sudaca mande kilos,1
2780,"plot twist : chat noir : mejor amiga , perra desalmada . ladybug : ? chat noir : perdon , altere . # miraculousladybug",1
2781,@ eride91 inocentes ensenar pezon ser guarra,0
2782,"momento incomodo acosan wa sabes decir , callate puta boca dejame estudiar paso cara hostias .",0
2783,@ _eckoyg papi saca tema arabe empiezo tiros 1er aviso,0
2784,@ brotherdroiid @ snowknight9 si igual perra rata haci vengas hablar maldita dejenerada > : v,1
2785,pen pide espana expulse inmigrantes ilegales : debe actuar italia australia '' '' https : //t.co/1h68z6mpvj '',1
2786,"@ madridistadever @ siemprecasillas callate puta boca , borrego .",0
2787,"mierda poligamia ilegal ? sabia bien vista , , ilegal ?  si , unicos paises legal solo hombre paises arabes . p ... https : //t.co/bynro3mcef",0
2788,"``  conselleria asignatura religion ensenanza publica , si ley obliga deben ofrecer todas alternativas . ninos estudian escuelas valencianos , profesen religion profesen '' '' . https : //t.co/rtk6beztvj ''",0
2789,@ anntoiglesias hija dde puta mereces tofas veces hiciste,0
2790,# yuriisoverparty @ oficialyuri merecias muchisimo zorra https : //t.co/vgrnnywa8s,1
2791,"- mujer , progresado , solo 2 horas telefono , cierto ? -nada , habia equivocado",1
2792,hijos puta esten calle solo pueden provocar tipo d cosas . detenido crimen victor lainez cumplio condena dejar tetraplejico policia barcelona https : //t.co/3hwgtbpxtj,0
2793,deja gastar dinero tonterias gilipollas polla,0
2794,"... puta , puta puta putaaaaaaa .",1
2795,-cual vehiculo mujer ? -la aspiradora .,1
2796,"@ valeriagv0222 @ ibaewhore oye oye , ensenare mama , perra",1
2797,@ iamguillin @ laimarie30 *entra hector father chat* si perra pues mas perro ! joda .,1
2798,@ anamari54039993 @ anthony_j17 @ lenin callate perra igual entendiste mensaje anda pintarte unas hablar maquillajes perra,1
2799,ines arrimadas callate puta boca vez dijo mundo kung fu bailando,0
2800,"`` jorge vestrynge : `` '' aqui vienen cabreros , sino gente emprendedora , valiente , formacion profesional minimo '' '' corra vino vinen ingenieros valla ceuta ``",1
2801,guera triste queremos subirle animo . https : //t.co/glgdst8quh,0
2802,"llega cantando . mato . calles puta gala , vas dar dia # otdirecto18d",0
2803,"vendieron servicentro shell echaron chilenos nuevo dueno solo contrata inmigrantes . mas 7 % desempleo solo quieren inmigrantes . apoyas inmigrantes quitan empleo , polola , casa vida . defiende gente .",1
2804,"ahora resulta mujer bruja trataba fatal guarra , feminismo marca patino and cia ... . # masqueamigus",0
2805,@ fioresalo callate vs puta,1
2806,"@ raykrai ninini : estudias , trabajas , haces puta gracia",0
2807,"@ tabatajalilreal @ azteca @ aztecatrece putabata , paras verga bien rico , quiero culiar venirme cara zorra",1
2808,mujeres agujero culo cono tan juntos ? poder agarrarlas pack cerveza .,1
2809,"delgada filosisima linea culpabilizar victima acoso aventarle cara ejercicio honestidad moral : parte sistema callaste , hoy perder , vienes senalas .",0
2810,@ laurg46 @ mxnicagb1997 @ waitasr @ natuloveyou mereces muerte zorra jajajajaja,1
2811,"@ lamananatve quejan manteros , va solucionar ? : autonomos asfixiados , vecinos plan guerra , suciedad , mala imagen ahora , bla , bla bla , solucioneslos refugiados sueltan despues x dias ? seguir aumentado",1
2812,`` new post ( demandan trump trato `` '' inhumano '' '' indocumentados ) been published on estilo fm - https : //t.co/e94lv8m416 https : //t.co/008vfmoofo '',0
2813,"-en parece mujer foca ? -en gorda , bigote huele pescado vive mar",1
